id	name	aliases	charge	formula
CDP-1_2-dioctadecanoylglycerol_c0	CDP-1_2-dioctadecanoylglycerol_c0	KEGG:;SEED:cpd15421	-2	C48H87N3O15P2
1_2-dioctadecanoyl-sn-glycerol_3-phosphate_c0	1_2-dioctadecanoyl-sn-glycerol_3-phosphate_c0	KEGG:;SEED:cpd15526	-1	C39H76O8P
3-Phosphonooxypyruvate_c0	3-Phosphonooxypyruvate_c0	KEGG:C03232;SEED:cpd02069	-2	C3H3O7P
3-Phosphoglycerate_c0	3-Phosphoglycerate_c0	KEGG:C00197|C00597;SEED:cpd00169	-2	C3H5O7P
GTP_c0	GTP_c0	KEGG:C00044;SEED:cpd00038	-3	C10H13N5O14P3
Phosphate_e0	Phosphate_e0	KEGG:C00009;SEED:cpd00009	-2	HO4P
Quinolinate_c0	Quinolinate_c0	KEGG:C03722;SEED:cpd02333	-2	C7H3NO4
Iminoaspartate_c0	Iminoaspartate_c0	KEGG:C05840;SEED:cpd03470	-2	C4H3NO4
Glycerone-phosphate_c0	Glycerone-phosphate_c0	KEGG:C00111;SEED:cpd00095	-1	C3H6O6P
2R-Phosphosulfolactate_c0	2R-Phosphosulfolactate_c0	KEGG:;SEED:cpd08366	-3	C3H4O9PS
5'-Phosphoribosylformylglycinamidine_c0	5'-Phosphoribosylformylglycinamidine_c0	KEGG:C04640;SEED:cpd02826	0	C8H16N3O8P
D-fructose-6-phosphate_c0	D-fructose-6-phosphate_c0	KEGG:C05345|C00085;SEED:cpd00072	-1	C6H12O9P
D-glucose-6-phosphate_c0	D-glucose-6-phosphate_c0	KEGG:C00668|C00092;SEED:cpd00079	-1	C6H12O9P
Putrescine_c0	Putrescine_c0	KEGG:C00134;SEED:cpd00118	2	C4H14N2
5-Methylthioadenosine_c0	5-Methylthioadenosine_c0	KEGG:C00170;SEED:cpd00147	0	C11H15N5O3S
Spermidine_c0	Spermidine_c0	KEGG:C00315;SEED:cpd00264	3	C7H22N3
S-Adenosylmethioninamine_c0	S-Adenosylmethioninamine_c0	KEGG:C01137;SEED:cpd00837	2	C14H24N6O3S
NH3_c0	NH3_c0	KEGG:C01342|C00014;SEED:cpd00013	1	NH4
L-Glutamate_c0	L-Glutamate_c0	KEGG:C00025|C00302;SEED:cpd00023	-1	C5H8NO4
L-Glutamine_c0	L-Glutamine_c0	KEGG:C00064;SEED:cpd00053	0	C5H10N2O3
Sedoheptulose7-phosphate_c0	Sedoheptulose7-phosphate_c0	KEGG:C05382;SEED:cpd00238	-1	C7H14O10P
Glyceraldehyde3-phosphate_c0	Glyceraldehyde3-phosphate_c0	KEGG:C00118|C00661;SEED:cpd00102	-1	C3H6O6P
D-Xylulose5-phosphate_c0	D-Xylulose5-phosphate_c0	KEGG:C00231;SEED:cpd00198	-1	C5H10O8P
ribose-5-phosphate_c0	ribose-5-phosphate_c0	KEGG:C03736|C00117;SEED:cpd00101	-1	C5H10O8P
dATP_c0	dATP_c0	KEGG:C00131;SEED:cpd00115	-3	C10H13N5O12P3
Inosine_c0	Inosine_c0	KEGG:C00294;SEED:cpd00246	0	C10H12N4O5
IMP_c0	IMP_c0	KEGG:C00130;SEED:cpd00114	-1	C10H12N4O8P
L-Cysteine_c0	L-Cysteine_c0	KEGG:C00097;SEED:cpd00084	0	C3H7NO2S
Gly-Cys_c0	Gly-Cys_c0	KEGG:;SEED:cpd15603	0	C5H10N2O3S
dUTP_c0	dUTP_c0	KEGG:C00460;SEED:cpd00358	-3	C9H12N2O14P3
dUDP_c0	dUDP_c0	KEGG:C01346;SEED:cpd00978	-2	C9H12N2O11P2
phosphatidylserine_dihexadecanoyl_c0	phosphatidylserine_dihexadecanoyl_c0	KEGG:;SEED:cpd15555	-2	C38H72NO10P
CDP-1_2-dihexadecanoylglycerol_c0	CDP-1_2-dihexadecanoylglycerol_c0	KEGG:;SEED:cpd15419	-2	C44H79N3O15P2
TTP_c0	TTP_c0	KEGG:C00459;SEED:cpd00357	-3	C10H14N2O14P3
dTDP_c0	dTDP_c0	KEGG:C00363;SEED:cpd00297	-2	C10H14N2O11P2
Dephospho-CoA_c0	Dephospho-CoA_c0	KEGG:C00882;SEED:cpd00655	-2	C21H33N7O13P2S
N-Carbamoyl-L-aspartate_c0	N-Carbamoyl-L-aspartate_c0	KEGG:C00438;SEED:cpd00343	-2	C5H6N2O5
Carbamoylphosphate_c0	Carbamoylphosphate_c0	KEGG:C00169;SEED:cpd00146	-1	CH3NO5P
4MOP_c0	4MOP_c0	KEGG:C00233;SEED:cpd00200	-1	C6H9O3
2-Oxoglutarate_c0	2-Oxoglutarate_c0	KEGG:C00026;SEED:cpd00024	-2	C5H4O5
L-Leucine_c0	L-Leucine_c0	KEGG:C00123;SEED:cpd00107	0	C6H13NO2
Phosphoribosyl-AMP_c0	Phosphoribosyl-AMP_c0	KEGG:C02741;SEED:cpd01777	-2	C15H21N5O14P2
Phosphoribosyl-ATP_c0	Phosphoribosyl-ATP_c0	KEGG:C02739;SEED:cpd01775	-4	C15H21N5O20P4
Phosphopantetheine_c0	Phosphopantetheine_c0	KEGG:C01134;SEED:cpd00834	-1	C11H22N2O7PS
R-4'-Phosphopantothenoyl-L-cysteine_c0	R-4'-Phosphopantothenoyl-L-cysteine_c0	KEGG:;SEED:cpd02666	-2	C12H21N2O9PS
phosphoribosylformiminoaicar-phosphate_c0	phosphoribosylformiminoaicar-phosphate_c0	KEGG:C04896;SEED:cpd02979	-2	C15H23N5O15P2
phosphoribulosylformimino-AICAR-phosphate_c0	phosphoribulosylformimino-AICAR-phosphate_c0	KEGG:C04916;SEED:cpd02991	-2	C15H23N5O15P2
D-fructose-1_6-bisphosphate_c0	D-fructose-1_6-bisphosphate_c0	KEGG:;SEED:cpd00290	-2	C6H12O12P2
2-Acetamido-5-oxopentanoate_c0	2-Acetamido-5-oxopentanoate_c0	KEGG:C01250;SEED:cpd00918	-1	C7H10NO4
N-Acetylornithine_c0	N-Acetylornithine_c0	KEGG:C00437;SEED:cpd00342	0	C7H14N2O3
ala-L-glu-L_c0	ala-L-glu-L_c0	KEGG:;SEED:cpd11586	-1	C8H13N2O5
H_e0	H_e0	KEGG:;SEED:cpd00067	1	H
K_e0	K_e0	KEGG:;SEED:cpd00205	1	K
K_c0	K_c0	KEGG:;SEED:cpd00205	1	K
AMP_c0	AMP_c0	KEGG:C00020;SEED:cpd00018	-1	C10H13N5O7P
Selenophosphate_c0	Selenophosphate_c0	KEGG:C05172;SEED:cpd03078	-2	HO3PSe
Selenide_c0	Selenide_c0	KEGG:C01528;SEED:cpd01078	0	H2Se
UMP_c0	UMP_c0	KEGG:C00105;SEED:cpd00091	-1	C9H12N2O9P
Orotidylic_acid_c0	Orotidylic_acid_c0	KEGG:;SEED:cpd00810	-2	C10H11N2O11P
S-Adenosyl-homocysteine_c0	S-Adenosyl-homocysteine_c0	KEGG:C00021;SEED:cpd00019	0	C14H20N6O5S
Precorrin_2_c0	Precorrin_2_c0	KEGG:;SEED:cpd01620	-8	C42H40N4O16
S-Adenosyl-L-methionine_c0	S-Adenosyl-L-methionine_c0	KEGG:C00019;SEED:cpd00017	1	C15H23N6O5S
Precorrin_3A_c0	Precorrin_3A_c0	KEGG:;SEED:cpd03420	-6	C43H44N4O16
Cobalt-precorrin_7_c0	Cobalt-precorrin_7_c0	KEGG:;SEED:cpd14961	-6	C45H50CoN4O16
Cobalt-precorrin_8_c0	Cobalt-precorrin_8_c0	KEGG:;SEED:cpd08375	-5	C45H53CoN4O14
Uracil_c0	Uracil_c0	KEGG:C00106;SEED:cpd00092	0	C4H4N2O2
Cytosine_c0	Cytosine_c0	KEGG:C00380;SEED:cpd00307	0	C4H5N3O
Myristoyllipoteichoic_acid_n=24__linked__unsubstituted_c0	Myristoyllipoteichoic_acid_n=24__linked__unsubstituted_c0	KEGG:;SEED:cpd15747	-24	C115H224O135P24
UDP_c0	UDP_c0	KEGG:C00015;SEED:cpd00014	-2	C9H12N2O12P2
Myristoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine_c0	Myristoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine_c0	KEGG:;SEED:cpd15765	-24	C307H536N24O255P24
UDP-N-acetylglucosamine_c0	UDP-N-acetylglucosamine_c0	KEGG:C00043;SEED:cpd00037	-2	C17H25N3O17P2
fa3_c0	fa3_c0	KEGG:;SEED:cpd11436	-1	C15H29O2
fa3coa_c0	fa3coa_c0	KEGG:;SEED:cpd11437	-3	C36H61N7O17P3S
Dimethylbenzimidazole_c0	Dimethylbenzimidazole_c0	KEGG:C03114;SEED:cpd01997	0	C9H10N2
Niacin_c0	Niacin_c0	KEGG:C00253;SEED:cpd00218	-1	C6H4NO2
Nicotinate_ribonucleotide_c0	Nicotinate_ribonucleotide_c0	KEGG:;SEED:cpd00873	-1	C11H13NO9P
alpha-Ribazole_5'-phosphate_c0	alpha-Ribazole_5'-phosphate_c0	KEGG:;SEED:cpd02904	-1	C14H18N2O7P
Undecaprenyl-diphospho-N-acetylmuramoyl-N-acetylglucosamine-L-alanyl-D-glutaminyl-meso-2_6-diaminopimeloyl-D-alanyl-D-alanine_c0	Undecaprenyl-diphospho-N-acetylmuramoyl-N-acetylglucosamine-L-alanyl-D-glutaminyl-meso-2_6-diaminopimeloyl-D-alanyl-D-alanine_c0	KEGG:;SEED:cpd03496	-3	C95H154N9O27P2
Undecaprenyl-diphospho-N-acetylmuramoyl-N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala_c0	Undecaprenyl-diphospho-N-acetylmuramoyl-N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala_c0	KEGG:;SEED:cpd03495	-4	C95H152N8O28P2
Oxidizedferredoxin_c0	Oxidizedferredoxin_c0	KEGG:C00139;SEED:cpd11621	6	Fe2R4S6
Reducedferredoxin_c0	Reducedferredoxin_c0	KEGG:C00138;SEED:cpd11620	4	Fe2R4S6
Cobalt-precorrin_3_c0	Cobalt-precorrin_3_c0	KEGG:;SEED:cpd08369	-6	C43H42CoN4O16
Cobalt-precorrin_2_c0	Cobalt-precorrin_2_c0	KEGG:;SEED:cpd08368	-6	C42H40CoN4O16
Protein_biosynthesis_c0	Protein_biosynthesis_c0	KEGG:;SEED:cpd17041	0	
Undecaprenyl-diphospho-N-acetylmuramoyl-N-acetylglucosamine-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine_c0	Undecaprenyl-diphospho-N-acetylmuramoyl-N-acetylglucosamine-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine_c0	KEGG:;SEED:cpd03492	-2	C94H155N9O25P2
Undecaprenyl-diphospho-N-acetylmuramoyl-N-acetylglucosamine-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine_c0	Undecaprenyl-diphospho-N-acetylmuramoyl-N-acetylglucosamine-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine_c0	KEGG:;SEED:cpd03491	-3	C94H153N8O26P2
Indoleglycerol_phosphate_c0	Indoleglycerol_phosphate_c0	KEGG:;SEED:cpd02210	-1	C11H13NO6P
indol_c0	indol_c0	KEGG:C00463;SEED:cpd00359	0	C8H7N
5-Amino-6-5-phosphoribitylaminouracil_c0	5-Amino-6-5-phosphoribitylaminouracil_c0	KEGG:;SEED:cpd02720	-1	C9H16N4O9P
5-Amino-6-5-phosphoribosylaminouracil_c0	5-Amino-6-5-phosphoribosylaminouracil_c0	KEGG:;SEED:cpd00931	-1	C9H14N4O9P
Anteisoheptadecanoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine_c0	Anteisoheptadecanoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine_c0	KEGG:;SEED:cpd15768	-24	C313H548N24O255P24
Anteisoheptadecanoyllipoteichoic_acid_n=24__linked__unsubstituted_c0	Anteisoheptadecanoyllipoteichoic_acid_n=24__linked__unsubstituted_c0	KEGG:;SEED:cpd15750	-24	C121H236O135P24
Isopentenyldiphosphate_c0	Isopentenyldiphosphate_c0	KEGG:C00129;SEED:cpd00113	-2	C5H10O7P2
Geranylgeranyl_diphosphate_c0	Geranylgeranyl_diphosphate_c0	KEGG:;SEED:cpd00289	-2	C20H34O7P2
Farnesyldiphosphate_c0	Farnesyldiphosphate_c0	KEGG:C00448;SEED:cpd00350	-2	C15H26O7P2
2_3-Dihydroxy-isovalerate_c0	2_3-Dihydroxy-isovalerate_c0	KEGG:;SEED:cpd02498	-1	C5H9O4
O-Phospho-L-homoserine_c0	O-Phospho-L-homoserine_c0	KEGG:C01102;SEED:cpd00809	-1	C4H9NO6P
ACTN_c0	ACTN_c0	KEGG:C00466|C00810;SEED:cpd00361	0	C4H8O2
ALCTT_c0	ALCTT_c0	KEGG:C06010|C00900;SEED:cpd00668	-1	C5H7O4
UTP_c0	UTP_c0	KEGG:C00075;SEED:cpd00062	-3	C9H12N2O15P3
D-Glucosamine_phosphate_c0	D-Glucosamine_phosphate_c0	KEGG:;SEED:cpd00288	0	C6H14NO8P
4-Amino-5-phosphomethyl-2-methylpyrimidine_c0	4-Amino-5-phosphomethyl-2-methylpyrimidine_c0	KEGG:C04556;SEED:cpd02775	-1	C6H9N3O4P
Toxopyrimidine_c0	Toxopyrimidine_c0	KEGG:C01279;SEED:cpd00939	0	C6H9N3O
p-hydroxyphenylpyruvate_c0	p-hydroxyphenylpyruvate_c0	KEGG:C01179;SEED:cpd00868	-1	C9H7O4
L-Tyrosine_c0	L-Tyrosine_c0	KEGG:C00082|C01536;SEED:cpd00069	0	C9H11NO3
Nitrate_c0	Nitrate_c0	KEGG:C00244;SEED:cpd00209	-1	NO3
Nitrate_e0	Nitrate_e0	KEGG:C00244;SEED:cpd00209	-1	NO3
Cobyrinate_c0	Cobyrinate_c0	KEGG:C05773;SEED:cpd03421	-5	C45H53CoN4O14
DNA_replication_c0	DNA_replication_c0	KEGG:;SEED:cpd17042	0	
Co2_c0	Co2_c0	KEGG:;SEED:cpd00149	2	Co
LL-2_6-Diaminopimelate_c0	LL-2_6-Diaminopimelate_c0	KEGG:;SEED:cpd00504	0	C7H14N2O4
meso-2_6-Diaminopimelate_c0	meso-2_6-Diaminopimelate_c0	KEGG:;SEED:cpd00516	0	C7H14N2O4
L-Asparagine_c0	L-Asparagine_c0	KEGG:C00152;SEED:cpd00132	0	C4H8N2O3
gly-asn-L_c0	gly-asn-L_c0	KEGG:;SEED:cpd11581	0	C6H11N3O4
7_8-Dihydroneopterin_3'-triphosphate_c0	7_8-Dihydroneopterin_3'-triphosphate_c0	KEGG:;SEED:cpd02978	-3	C9H13N5O13P3
dADP_c0	dADP_c0	KEGG:C00206;SEED:cpd00177	-2	C10H13N5O9P2
5-Methyl-H4MPT_c0	5-Methyl-H4MPT_c0	KEGG:C04488;SEED:cpd02737	-3	C31H44N6O16P
Methyl_CoM_c0	Methyl_CoM_c0	KEGG:;SEED:cpd02438	-1	C3H7O3S2
H4MPT_c0	H4MPT_c0	KEGG:C01217;SEED:cpd00895	-3	C30H42N6O16P
CoM_c0	CoM_c0	KEGG:C03576;SEED:cpd02246	-1	C2H5O3S2
D-Alanine_c0	D-Alanine_c0	KEGG:C00133;SEED:cpd00117	0	C3H7NO2
Adenine_c0	Adenine_c0	KEGG:C00147;SEED:cpd00128	0	C5H5N5
methylthioribose-1-phosphate_c0	methylthioribose-1-phosphate_c0	KEGG:C04188;SEED:cpd02574	-1	C6H12O7PS
CDP-1_2-dianteisoheptadecanoylglycerol_c0	CDP-1_2-dianteisoheptadecanoylglycerol_c0	KEGG:;SEED:cpd15684	-2	C46H83N3O15P2
1_2-dianteisoheptadecanoyl-sn-glycerol_3-phosphate_c0	1_2-dianteisoheptadecanoyl-sn-glycerol_3-phosphate_c0	KEGG:;SEED:cpd15678	-1	C37H72O8P
4-phosphopantothenate_c0	4-phosphopantothenate_c0	KEGG:C03492;SEED:cpd02201	-2	C9H16NO8P
3MOP_c0	3MOP_c0	KEGG:C03465|C00671;SEED:cpd00508	-1	C6H9O3
2_3-Dihydroxy-3-methylvalerate_c0	2_3-Dihydroxy-3-methylvalerate_c0	KEGG:;SEED:cpd02535	-1	C6H11O4
imidazole_acetol-phosphate_c0	imidazole_acetol-phosphate_c0	KEGG:;SEED:cpd00930	-1	C6H8N2O5P
L-histidinol-phosphate_c0	L-histidinol-phosphate_c0	KEGG:C01100;SEED:cpd00807	0	C6H12N3O4P
FAD_c0	FAD_c0	KEGG:C00016;SEED:cpd00015	-2	C27H31N9O15P2
FADH2_c0	FADH2_c0	KEGG:C01352;SEED:cpd00982	-2	C27H33N9O15P2
Cobalt-precorrin_6_c0	Cobalt-precorrin_6_c0	KEGG:;SEED:cpd08372	-6	C44H46CoN4O16
1-2-carboxyphenylamino-1-deoxyribulose_5-phosphate_c0	1-2-carboxyphenylamino-1-deoxyribulose_5-phosphate_c0	KEGG:;SEED:cpd00956	-2	C12H14NO9P
Undecaprenylphosphate_c0	Undecaprenylphosphate_c0	KEGG:C17556|C00348;SEED:cpd00286	-1	C55H90O4P
Propionyl-CoA_c0	Propionyl-CoA_c0	KEGG:C00100;SEED:cpd00086	-3	C24H37N7O17P3S
Propionate_c0	Propionate_c0	KEGG:C00163;SEED:cpd00141	-1	C3H5O2
D-Erythrose4-phosphate_c0	D-Erythrose4-phosphate_c0	KEGG:C00279;SEED:cpd00236	-1	C4H8O7P
UppppU_c0	UppppU_c0	KEGG:C06198;SEED:cpd03706	-4	C18H22N4O23P4
Citrulline_c0	Citrulline_c0	KEGG:C00327;SEED:cpd00274	0	C6H13N3O3
D-Ribulose5-phosphate_c0	D-Ribulose5-phosphate_c0	KEGG:C00199;SEED:cpd00171	-1	C5H10O8P
CDP-1_2-ditetradec-7-enoylglycerol_c0	CDP-1_2-ditetradec-7-enoylglycerol_c0	KEGG:;SEED:cpd15422	-2	C40H67N3O15P2
1_2-ditetradec-7-enoyl-sn-glycerol_3-phosphate_c0	1_2-ditetradec-7-enoyl-sn-glycerol_3-phosphate_c0	KEGG:;SEED:cpd15523	-1	C31H56O8P
CDP_c0	CDP_c0	KEGG:C00112;SEED:cpd00096	-2	C9H13N3O11P2
3-Dehydroshikimate_c0	3-Dehydroshikimate_c0	KEGG:C02637;SEED:cpd01716	-1	C7H7O5
trans_trans_cis-Geranylgeranyl_diphosphate_c0	trans_trans_cis-Geranylgeranyl_diphosphate_c0	KEGG:;SEED:cpd08211	-2	C20H34O7P2
2-isopropyl-3-oxosuccinate_c0	2-isopropyl-3-oxosuccinate_c0	KEGG:C04236;SEED:cpd02605	-2	C7H8O5
3-Isopropylmalate_c0	3-Isopropylmalate_c0	KEGG:C04411;SEED:cpd02693	-2	C7H10O5
4-Hydroxy-L-threonine_c0	4-Hydroxy-L-threonine_c0	KEGG:C06056;SEED:cpd03608	0	C4H9NO4
4-Phosphonooxy-threonine_c0	4-Phosphonooxy-threonine_c0	KEGG:;SEED:cpd03607	-1	C4H9NO7P
dUMP_c0	dUMP_c0	KEGG:C00365;SEED:cpd00299	-1	C9H12N2O8P
5-Aminolevulinate_c0	5-Aminolevulinate_c0	KEGG:C00430;SEED:cpd00338	0	C5H9NO3
Porphobilinogen_c0	Porphobilinogen_c0	KEGG:C00931;SEED:cpd00689	-1	C10H13N2O4
Precorrin_8_c0	Precorrin_8_c0	KEGG:;SEED:cpd03835	-7	C45H53N4O14
L-Tryptophan_c0	L-Tryptophan_c0	KEGG:C00078|C00806;SEED:cpd00065	0	C11H12N2O2
PAN_c0	PAN_c0	KEGG:C00864;SEED:cpd00644	-1	C9H16NO5
phosphatidylserine_ditetradec-7-enoyl_c0	phosphatidylserine_ditetradec-7-enoyl_c0	KEGG:;SEED:cpd15554	-2	C34H60NO10P
beta-D-Glucose_6-phosphate_c0	beta-D-Glucose_6-phosphate_c0	KEGG:;SEED:cpd00863	-1	C6H12O9P
R-3-Hydroxy-3-methyl-2-oxopentanoate_c0	R-3-Hydroxy-3-methyl-2-oxopentanoate_c0	KEGG:;SEED:cpd10162	-1	C6H9O4
dCDP_c0	dCDP_c0	KEGG:C00705;SEED:cpd00533	-2	C9H13N3O10P2
dCTP_c0	dCTP_c0	KEGG:C00458;SEED:cpd00356	-3	C9H13N3O13P3
Gly-Leu_c0	Gly-Leu_c0	KEGG:;SEED:cpd15604	0	C8H16N2O3
FAICAR_c0	FAICAR_c0	KEGG:C04734;SEED:cpd02884	-1	C10H14N4O9P
UDP-N-acetyl-D-galactosamine_c0	UDP-N-acetyl-D-galactosamine_c0	KEGG:C00203;SEED:cpd00175	-2	C17H25N3O17P2
2-Oxo-3-hydroxyisovalerate_c0	2-Oxo-3-hydroxyisovalerate_c0	KEGG:C04181;SEED:cpd02569	-1	C5H7O4
dCMP_c0	dCMP_c0	KEGG:C00239;SEED:cpd00206	-1	C9H13N3O7P
Precorrin_4_c0	Precorrin_4_c0	KEGG:;SEED:cpd03834	-7	C44H45N4O17
Precorrin_5_c0	Precorrin_5_c0	KEGG:;SEED:cpd03839	-7	C45H47N4O17
Prephenate_c0	Prephenate_c0	KEGG:C00254;SEED:cpd00219	-2	C10H8O6
Pretyrosine_c0	Pretyrosine_c0	KEGG:C00826;SEED:cpd00616	-1	C10H12NO5
1_2-dihexadecanoyl-sn-glycerol_3-phosphate_c0	1_2-dihexadecanoyl-sn-glycerol_3-phosphate_c0	KEGG:;SEED:cpd15524	-1	C35H68O8P
CDP-1_2-dioctadec-11-enoylglycerol_c0	CDP-1_2-dioctadec-11-enoylglycerol_c0	KEGG:;SEED:cpd15420	-2	C48H83N3O15P2
1_2-dioctadec-11-enoyl-sn-glycerol_3-phosphate_c0	1_2-dioctadec-11-enoyl-sn-glycerol_3-phosphate_c0	KEGG:;SEED:cpd15527	-1	C39H72O8P
Pyridoxal_phosphate_c0	Pyridoxal_phosphate_c0	KEGG:;SEED:cpd00016	-1	C8H9NO6P
Na_c0	Na_c0	KEGG:;SEED:cpd00971	1	Na
Na_e0	Na_e0	KEGG:;SEED:cpd00971	1	Na
L-Proline_c0	L-Proline_c0	KEGG:C00148;SEED:cpd00129	-1	C5H8NO2
L-Proline_e0	L-Proline_e0	KEGG:C00148;SEED:cpd00129	-1	C5H8NO2
phosphatidylserine_dioctadecanoyl_c0	phosphatidylserine_dioctadecanoyl_c0	KEGG:;SEED:cpd15557	-2	C42H80NO10P
1_3-Bisphospho-D-glycerate_c0	1_3-Bisphospho-D-glycerate_c0	KEGG:;SEED:cpd00203	-2	C3H6O10P2
5-phosphomevalonate_c0	5-phosphomevalonate_c0	KEGG:C01107;SEED:cpd00812	-2	C6H11O7P
Mevalonic_acid_c0	Mevalonic_acid_c0	KEGG:;SEED:cpd00332	-1	C6H11O4
Phenylpyruvate_c0	Phenylpyruvate_c0	KEGG:C00166;SEED:cpd00143	-1	C9H7O3
Propionyladenylate_c0	Propionyladenylate_c0	KEGG:C05983;SEED:cpd03560	-1	C13H17N5O8P
Thiamine_phosphate_c0	Thiamine_phosphate_c0	KEGG:;SEED:cpd00793	0	C12H17N4O4PS
4-Amino-2-methyl-5-diphosphomethylpyrimidine_c0	4-Amino-2-methyl-5-diphosphomethylpyrimidine_c0	KEGG:C04752;SEED:cpd02894	-2	C6H9N3O7P2
4-Methyl-5-2-phosphoethyl-thiazole_c0	4-Methyl-5-2-phosphoethyl-thiazole_c0	KEGG:;SEED:cpd02654	-1	C6H9NO4PS
Pimeloyl-CoA_c0	Pimeloyl-CoA_c0	KEGG:C01063;SEED:cpd00782	-4	C28H42N7O19P3S
Pimelate_c0	Pimelate_c0	KEGG:C02656;SEED:cpd01727	-2	C7H10O4
L-alanylglycine_c0	L-alanylglycine_c0	KEGG:;SEED:cpd11585	0	C5H10N2O3
Isohexadecanoyllipoteichoic_acid_n=24__linked__unsubstituted_c0	Isohexadecanoyllipoteichoic_acid_n=24__linked__unsubstituted_c0	KEGG:;SEED:cpd15754	-24	C119H232O135P24
Isohexadecanoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine_c0	Isohexadecanoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine_c0	KEGG:;SEED:cpd15772	-24	C311H544N24O255P24
PRPP_c0	PRPP_c0	KEGG:C00119;SEED:cpd00103	-3	C5H10O14P3
Stearoyllipoteichoic_acid_n=24__linked__unsubstituted_c0	Stearoyllipoteichoic_acid_n=24__linked__unsubstituted_c0	KEGG:;SEED:cpd15748	-24	C123H240O135P24
Stearoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine_c0	Stearoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine_c0	KEGG:;SEED:cpd15766	-24	C315H552N24O255P24
ala-L-asp-L_c0	ala-L-asp-L_c0	KEGG:;SEED:cpd11593	-1	C7H11N2O5
fa6_c0	fa6_c0	KEGG:;SEED:cpd11440	-1	C16H31O2
fa6coa_c0	fa6coa_c0	KEGG:;SEED:cpd11441	-3	C37H63N7O17P3S
2_5-Diamino-6-5'-triphosphoryl-3'_4'-trihydroxy-2'-oxopentyl-_amino-4-oxopyrimidine_c0	2_5-Diamino-6-5'-triphosphoryl-3'_4'-trihydroxy-2'-oxopentyl-_amino-4-oxopyrimidine_c0	KEGG:;SEED:cpd03666	-3	C9H15N5O14P3
D-Glyceraldehyde_c0	D-Glyceraldehyde_c0	KEGG:C00577;SEED:cpd00448	0	C3H6O3
Glycerol_c0	Glycerol_c0	KEGG:C00116;SEED:cpd00100	0	C3H8O3
Deamido-NAD_c0	Deamido-NAD_c0	KEGG:C00857;SEED:cpd00638	-2	C21H24N6O15P2
AICAR_c0	AICAR_c0	KEGG:C04677;SEED:cpd02851	-1	C9H14N4O8P
SAICAR_c0	SAICAR_c0	KEGG:C04823|C04811;SEED:cpd02921	-3	C13H16N4O12P
Acetoacetate_c0	Acetoacetate_c0	KEGG:C00164;SEED:cpd00142	-1	C4H5O3
Acetoacetyl-CoA_c0	Acetoacetyl-CoA_c0	KEGG:C00332;SEED:cpd00279	-3	C25H37N7O18P3S
Pyruvate_c0	Pyruvate_c0	KEGG:C00022;SEED:cpd00020	-1	C3H3O3
Anthranilate_c0	Anthranilate_c0	KEGG:C00108;SEED:cpd00093	-1	C7H6NO2
Chorismate_c0	Chorismate_c0	KEGG:C00251;SEED:cpd00216	-2	C10H8O6
Cys-Gly_c0	Cys-Gly_c0	KEGG:C01419;SEED:cpd01017	0	C5H10N2O3S
Lipoamide_c0	Lipoamide_c0	KEGG:C15972|C00248;SEED:cpd00213	0	C8H15NOS2
Dihydrolipoamide_c0	Dihydrolipoamide_c0	KEGG:C00579|C15973;SEED:cpd00449	0	C8H17NOS2
Diisopentadecanoylphosphatidylserine_c0	Diisopentadecanoylphosphatidylserine_c0	KEGG:;SEED:cpd15692	-2	C36H68NO10P
CDP-1_2-diisopentadecanoylglycerol_c0	CDP-1_2-diisopentadecanoylglycerol_c0	KEGG:;SEED:cpd15686	-2	C42H75N3O15P2
Pseudouridine_5'-phosphate_c0	Pseudouridine_5'-phosphate_c0	KEGG:;SEED:cpd00859	-1	C9H12N2O9P
Gly-Gln_c0	Gly-Gln_c0	KEGG:;SEED:cpd11580	0	C7H13N3O4
H2O2_c0	H2O2_c0	KEGG:C00027;SEED:cpd00025	0	H2O2
5-O-1-Carboxyvinyl-3-phosphoshikimate_c0	5-O-1-Carboxyvinyl-3-phosphoshikimate_c0	KEGG:;SEED:cpd00932	-3	C10H10O10P
2-Hydroxyethyl-ThPP_c0	2-Hydroxyethyl-ThPP_c0	KEGG:C05125;SEED:cpd03049	-1	C14H21N4O8P2S
2-Aceto-2-hydroxybutanoate_c0	2-Aceto-2-hydroxybutanoate_c0	KEGG:C00659|C06006;SEED:cpd00498	-1	C6H9O4
