id	name	aliases	charge	formula
TPP_c0	TPP_c0	KEGG:C00068;SEED:cpd00056	-1	C12H17N4O7P2S
2-Oxobutyrate_c0	2-Oxobutyrate_c0	KEGG:C00109;SEED:cpd00094	-1	C4H5O3
S-Dihydroorotate_c0	S-Dihydroorotate_c0	KEGG:C00337;SEED:cpd00282	-1	C5H5N2O4
Orotate_c0	Orotate_c0	KEGG:C00295;SEED:cpd00247	-1	C5H3N2O4
CDP-1_2-diisotetradecanoylglycerol_c0	CDP-1_2-diisotetradecanoylglycerol_c0	KEGG:;SEED:cpd15685	-2	C40H71N3O15P2
1_2-diisotetradecanoyl-sn-glycerol_3-phosphate_c0	1_2-diisotetradecanoyl-sn-glycerol_3-phosphate_c0	KEGG:;SEED:cpd15679	-1	C31H60O8P
HTP_c0	HTP_c0	KEGG:C04628;SEED:cpd02817	-2	C11H20NO7PS
CoM-S-S-CoB_c0	CoM-S-S-CoB_c0	KEGG:C04832;SEED:cpd02935	-3	C13H23NO10PS3
Formylmethanofuran_c0	Formylmethanofuran_c0	KEGG:C01001;SEED:cpd00735	-5	C35H39N4O16
Methanofuran_c0	Methanofuran_c0	KEGG:C00862;SEED:cpd00643	-4	C34H40N4O15
UroporphyrinogenIII_c0	UroporphyrinogenIII_c0	KEGG:C01051;SEED:cpd00774	-8	C40H36N4O16
2_5-Diamino-6-5'-phosphoribosylamino-4-pyrimidineone_c0	2_5-Diamino-6-5'-phosphoribosylamino-4-pyrimidineone_c0	KEGG:;SEED:cpd00957	-1	C9H15N5O8P
Taurine_c0	Taurine_c0	KEGG:C00245;SEED:cpd00210	0	C2H7NO3S
Taurine_e0	Taurine_e0	KEGG:C00245;SEED:cpd00210	0	C2H7NO3S
methylthioribulose-1-phosphate_c0	methylthioribulose-1-phosphate_c0	KEGG:C04582;SEED:cpd02791	-1	C6H12O7PS
RNA_transcription_c0	RNA_transcription_c0	KEGG:;SEED:cpd17043	0	
Tartrate_c0	Tartrate_c0	KEGG:C00898|C02107;SEED:cpd00666	-2	C4H4O6
L-Glutamate1-semialdehyde_c0	L-Glutamate1-semialdehyde_c0	KEGG:C03741;SEED:cpd02345	0	C5H9NO3
N2_c0	N2_c0	KEGG:C00697;SEED:cpd00528	0	N2
H2_c0	H2_c0	KEGG:C00282;SEED:cpd11640	0	H2
Reduced_coenzyme_F420_c0	Reduced_coenzyme_F420_c0	KEGG:;SEED:cpd00792	-4	C29H34N5O18P
Coenzyme_F420_c0	Coenzyme_F420_c0	KEGG:;SEED:cpd00649	-4	C29H32N5O18P
4-Hydroxybenzoate_c0	4-Hydroxybenzoate_c0	KEGG:C00156;SEED:cpd00136	-1	C7H5O3
N-Formyl-GAR_c0	N-Formyl-GAR_c0	KEGG:C04376;SEED:cpd02678	-1	C8H14N2O9P
N-Acetyl-D-mannosamine_c0	N-Acetyl-D-mannosamine_c0	KEGG:C00645;SEED:cpd00492	0	C8H15NO6
fa11coa_c0	fa11coa_c0	KEGG:;SEED:cpd11432	-3	C38H65N7O17P3S
fa11_c0	fa11_c0	KEGG:;SEED:cpd11431	-1	C17H33O2
L-Glutamine_e0	L-Glutamine_e0	KEGG:C00064;SEED:cpd00053	0	C5H10N2O3
dTMP_c0	dTMP_c0	KEGG:C00364;SEED:cpd00298	-1	C10H14N2O8P
3-phosphoshikimate_c0	3-phosphoshikimate_c0	KEGG:C03175;SEED:cpd02030	-2	C7H9O8P
L-Isoleucine_c0	L-Isoleucine_c0	KEGG:C00407;SEED:cpd00322	0	C6H13NO2
phosphatidylserine_ditetradecanoyl_c0	phosphatidylserine_ditetradecanoyl_c0	KEGG:;SEED:cpd15553	-2	C34H64NO10P
CDP-1_2-ditetradecanoylglycerol_c0	CDP-1_2-ditetradecanoylglycerol_c0	KEGG:;SEED:cpd15423	-2	C40H71N3O15P2
BET_c0	BET_c0	KEGG:C00719;SEED:cpd00540	0	C5H11NO2
BET_e0	BET_e0	KEGG:C00719;SEED:cpd00540	0	C5H11NO2
ADPribose_c0	ADPribose_c0	KEGG:C00301;SEED:cpd00251	-2	C15H21N5O14P2
ITP_c0	ITP_c0	KEGG:C00081;SEED:cpd00068	-3	C10H12N4O14P3
IDP_c0	IDP_c0	KEGG:C00104;SEED:cpd00090	-2	C10H12N4O11P2
Thymine_c0	Thymine_c0	KEGG:C00178;SEED:cpd00151	0	C5H6N2O2
5-Methylcytosine_c0	5-Methylcytosine_c0	KEGG:C02376;SEED:cpd01587	0	C5H7N3O
Dianteisoheptadecanoylphosphatidylserine_c0	Dianteisoheptadecanoylphosphatidylserine_c0	KEGG:;SEED:cpd15690	-2	C40H76NO10P
L-Phenylalanine_c0	L-Phenylalanine_c0	KEGG:C00079;SEED:cpd00066	0	C9H11NO2
Gly-Phe_c0	Gly-Phe_c0	KEGG:;SEED:cpd15605	0	C11H14N2O3
HYXN_c0	HYXN_c0	KEGG:C00262;SEED:cpd00226	0	C5H4N4O
HYXN_e0	HYXN_e0	KEGG:C00262;SEED:cpd00226	0	C5H4N4O
2-Isopropylmaleate_c0	2-Isopropylmaleate_c0	KEGG:C02631;SEED:cpd01710	-2	C7H8O4
DMAPP_c0	DMAPP_c0	KEGG:C00235|C17627;SEED:cpd00202	-2	C5H10O7P2
5'-Deoxyadenosine_c0	5'-Deoxyadenosine_c0	KEGG:C05198;SEED:cpd03091	0	C10H13N5O3
Dethiobiotin_c0	Dethiobiotin_c0	KEGG:C01909;SEED:cpd01311	-1	C10H17N2O3
BIOT_c0	BIOT_c0	KEGG:C00120;SEED:cpd00104	-1	C10H15N2O3S
S_c0	S_c0	KEGG:C00087;SEED:cpd00074	0	S
Adenylosuccinate_c0	Adenylosuccinate_c0	KEGG:C03794;SEED:cpd02375	-3	C14H15N5O11P
dGTP_c0	dGTP_c0	KEGG:C00286;SEED:cpd00241	-3	C10H13N5O13P3
L-Histidinal_c0	L-Histidinal_c0	KEGG:C01929;SEED:cpd01324	1	C6H10N3O
L-Histidine_c0	L-Histidine_c0	KEGG:C00135;SEED:cpd00119	0	C6H9N3O2
ocdca_c0	ocdca_c0	KEGG:C01530;SEED:cpd01080	-1	C18H35O2
