id	charge	formula	name	aliases
4-methyl-3-oxo-hexanoyl-ACP_c0	-1	C18H31N2O9PRS	4-methyl-3-oxo-hexanoyl-ACP_c0	|cpd11496
2-methylbutyryl-ACP_c0	-1	C16H29N2O8PRS	2-methylbutyryl-ACP_c0	|cpd11495
Lipid_X_c0	-1	C34H65NO12P	Lipid_X_c0	|
UDP-2_3-bis3-hydroxytetradecanoylglucosamine_c0	-2	C43H75N3O20P2	UDP-2_3-bis3-hydroxytetradecanoylglucosamine_c0	|
CoproporphyrinogenIII_c0	-4	C36H40N4O8	CoproporphyrinogenIII_c0	C03263|cpd02083
3-Deoxy-D-manno-octulosonate8-phosphate_c0	-2	C8H13O11P	3-Deoxy-D-manno-octulosonate8-phosphate_c0	C04478|cpd02730
D-Arabinose5-phosphate_c0	-1	C5H10O8P	D-Arabinose5-phosphate_c0	C01112|cpd00817
12-methyl-tetra-decanoyl-ACP_c0	-1	C26H49N2O8PRS	12-methyl-tetra-decanoyl-ACP_c0	|cpd11515
12-methyl-trans-tetra-dec-2-enoyl-ACP_c0	-1	C26H47N2O8PRS	12-methyl-trans-tetra-dec-2-enoyl-ACP_c0	|cpd11514
Dianteisoheptadecanoylphosphatidylglycerophosphate_c0	-2	C40H78O13P2	Dianteisoheptadecanoylphosphatidylglycerophosphate_c0	|cpd15717
ddca_c0	-1	C12H23O2	ddca_c0	C02679|cpd01741
ddca_e0	-1	C12H23O2	ddca_e0	C02679|cpd01741
Acetoacetyl-ACP_c0	-1	C15H25N2O9PRS	Acetoacetyl-ACP_c0	C05744|cpd11488
Octadecanoyl-ACP_c0	-1	C29H55N2O8PRS	Octadecanoyl-ACP_c0	|cpd15268
FMNH2_c0	-1	C17H22N4O9P	FMNH2_c0	C01847|cpd01270
Aminoacetaldehyde_c0	1	C2H6NO	Aminoacetaldehyde_c0	C06735|cpd04122
FMN_c0	-1	C17H20N4O9P	FMN_c0	C00061|cpd00050
D-Glucose_c0	0	C6H12O6	D-Glucose_c0	C00267|C00293|C00031|cpd00027
14-methyl-hexa-decanoyl-ACP_c0	-1	C28H53N2O8PRS	14-methyl-hexa-decanoyl-ACP_c0	|cpd11519
9-methyl-decanoyl-ACP_c0	-1	C22H41N2O8PRS	9-methyl-decanoyl-ACP_c0	|cpd11532
9-methyl-trans-dec-2-enoyl-ACP_c0	-1	C22H39N2O8PRS	9-methyl-trans-dec-2-enoyl-ACP_c0	|cpd11531
10-methyl-3-hydroxy-dodecanoyl-ACP_c0	-1	C24H45N2O9PRS	10-methyl-3-hydroxy-dodecanoyl-ACP_c0	|cpd11509
10-methyl-trans-dodec-2-enoyl-ACP_c0	-1	C24H43N2O8PRS	10-methyl-trans-dodec-2-enoyl-ACP_c0	|cpd11510
Glycerol-3-phosphate_c0	-1	C3H8O6P	Glycerol-3-phosphate_c0	C00623|C00093|cpd00080
11-methyl-3-oxo-dodecanoyl-ACP_c0	-1	C24H43N2O9PRS	11-methyl-3-oxo-dodecanoyl-ACP_c0	|cpd11533
Adenosyl_cobinamide_c0	2	C58H85CoN16O11	Adenosyl_cobinamide_c0	|
1-isoheptadecanoyl-sn-glycerol_3-phosphate_c0	-1	C20H40O7P	1-isoheptadecanoyl-sn-glycerol_3-phosphate_c0	|
Nicotinamide_ribonucleotide_e0	0	C11H15N2O8P	Nicotinamide_ribonucleotide_e0	|
dTDPglucose_c0	-2	C16H24N2O16P2	dTDPglucose_c0	C00842|cpd00626
dTDP-4-oxo-L-rhamnose_c0	-2	C16H22N2O15P2	dTDP-4-oxo-L-rhamnose_c0	C00688|cpd00522
dTDP-rhamnose_c0	-2	C16H24N2O15P2	dTDP-rhamnose_c0	C03319|cpd02113
heptosyl-heptosyl-kdo2-lipidA_c0	-4	C124H222N2O51P2	heptosyl-heptosyl-kdo2-lipidA_c0	|cpd15484
Dihydrodipicolinate_c0	-2	C7H5NO4	Dihydrodipicolinate_c0	C03340|cpd02120
2-Octaprenyl-3-methyl-6-methoxy-1_4-benzoquinone_c0	0	C48H72O3	2-Octaprenyl-3-methyl-6-methoxy-1_4-benzoquinone_c0	|
2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1_4-benzoquinone_c0	-1	C48H71O4	2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1_4-benzoquinone_c0	|
Folate_c0	-2	C19H17N7O6	Folate_c0	C00504|cpd00393
Folate_e0	-2	C19H17N7O6	Folate_e0	C00504|cpd00393
14-methyl-3-oxo-hexa-decanoyl-ACP_c0	-1	C28H51N2O9PRS	14-methyl-3-oxo-hexa-decanoyl-ACP_c0	|cpd11516
14-methyl-trans-hexa-dec-2-enoyl-ACP_c0	-1	C28H51N2O8PRS	14-methyl-trans-hexa-dec-2-enoyl-ACP_c0	|cpd11518
8-methyl-decanoyl-ACP_c0	-1	C22H41N2O8PRS	8-methyl-decanoyl-ACP_c0	|cpd11507
10-methyl-3-oxo-dodecanoyl-ACP_c0	-1	C24H43N2O9PRS	10-methyl-3-oxo-dodecanoyl-ACP_c0	|cpd11508
8-methyl-3-oxo-decanoyl-ACP_c0	-1	C22H39N2O9PRS	8-methyl-3-oxo-decanoyl-ACP_c0	|cpd11504
2-Octaprenyl-6-methoxy-1_4-benzoquinone_c0	0	C47H70O3	2-Octaprenyl-6-methoxy-1_4-benzoquinone_c0	|
5-methyl-3-hydroxy-hexanoyl-ACP_c0	-1	C18H33N2O9PRS	5-methyl-3-hydroxy-hexanoyl-ACP_c0	|cpd11522
Cu2_e0	2	Cu	Cu2_e0	|
all-trans-Hexaprenyl_diphosphate_c0	-2	C30H50O7P2	all-trans-Hexaprenyl_diphosphate_c0	|
12-methyl-3-hydroxy-tetra-decanoyl-ACP_c0	-1	C26H49N2O9PRS	12-methyl-3-hydroxy-tetra-decanoyl-ACP_c0	|cpd11513
KDO-lipid_IVA_c0	-3	C76H139N2O30P2	KDO-lipid_IVA_c0	|
Lipid_IVA_c0	-2	C68H128N2O23P2	Lipid_IVA_c0	|
CMP-KDO_c0	-2	C17H24N3O15P	CMP-KDO_c0	C04121|cpd02546
kdo2-lipid_a_c0	-4	C110H198N2O39P2	kdo2-lipid_a_c0	|
Lauroyl-KDO2-lipid_IVA_c0	-4	C96H172N2O38P2	Lauroyl-KDO2-lipid_IVA_c0	|
Myristoyl-ACP_c0	-1	C25H47N2O8PRS	Myristoyl-ACP_c0	C05761|cpd11466
13-methyl-tetra-decanoyl-ACP_c0	-1	C26H49N2O8PRS	13-methyl-tetra-decanoyl-ACP_c0	|cpd11540
13-methyl-trans-tetra-dec-2-enoyl-ACP_c0	-1	C26H47N2O8PRS	13-methyl-trans-tetra-dec-2-enoyl-ACP_c0	|cpd11539
2-Methylbutyryl-CoA_c0	-3	C26H41N7O17P3S	2-Methylbutyryl-CoA_c0	C01033|C15980|cpd00760
4-methyl-trans-hex-2-enoyl-ACP_c0	-1	C18H31N2O8PRS	4-methyl-trans-hex-2-enoyl-ACP_c0	|cpd11498
4-methyl-hexanoyl-ACP_c0	-1	C18H33N2O8PRS	4-methyl-hexanoyl-ACP_c0	|cpd11499
13-methyl-3-hydroxy-tetra-decanoyl-ACP_c0	-1	C26H49N2O9PRS	13-methyl-3-hydroxy-tetra-decanoyl-ACP_c0	|cpd11538
Adenosyl_cobinamide_phosphate_c0	0	C58H84CoN16O14P	Adenosyl_cobinamide_phosphate_c0	|
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate_c0	-4	C28H39N5O23P2	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate_c0	C00692|cpd00525
UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2-6-diaminopimelate_c0	-4	C35H51N7O26P2	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2-6-diaminopimelate_c0	C04877|cpd02964
Adenosylcobyric_acid_c0	1	C55H77CoN15O11	Adenosylcobyric_acid_c0	|
1-Aminopropan-2-ol_c0	1	C3H10NO	1-Aminopropan-2-ol_c0	C03194|C05771|cpd02039
Spermine_c0	4	C10H30N4	Spermine_c0	C00750|cpd00558
all-trans-Heptaprenyl_diphosphate_c0	-2	C35H58O7P2	all-trans-Heptaprenyl_diphosphate_c0	|
Farnesylfarnesylgeraniol_c0	-2	C40H66O7P2	Farnesylfarnesylgeraniol_c0	C04146|cpd02557
HMA_c0	-1	C25H47N2O9PRS	HMA_c0	C04688|cpd11484
UDP-3-O-beta-hydroxymyristoyl-D-glucosamine_c0	-1	C29H50N3O18P2	UDP-3-O-beta-hydroxymyristoyl-D-glucosamine_c0	|
9-methyl-3-oxo-decanoyl-ACP_c0	-1	C22H39N2O9PRS	9-methyl-3-oxo-decanoyl-ACP_c0	|cpd11529
9-methyl-3-hydroxy-decanoyl-ACP_c0	-1	C22H41N2O9PRS	9-methyl-3-hydroxy-decanoyl-ACP_c0	|cpd11530
Spermine_e0	4	C10H30N4	Spermine_e0	C00750|cpd00558
Isovaleryl-CoA_c0	-3	C26H41N7O17P3S	Isovaleryl-CoA_c0	C02939|cpd01882
Lipid_A_disaccharide_c0	-1	C68H128N2O20P	Lipid_A_disaccharide_c0	|
14-methyl-3-hydroxy-hexa-decanoyl-ACP_c0	-1	C28H53N2O9PRS	14-methyl-3-hydroxy-hexa-decanoyl-ACP_c0	|cpd11517
2dmmq7_c0	0	C45H62O2	2dmmq7_c0	C05818|cpd11425
Phosphatidylglycerophosphate_dioctadecanoyl_c0	-2	C42H82O13P2	Phosphatidylglycerophosphate_dioctadecanoyl_c0	|
UDP-N-acetylmuramoyl-L-alanine_c0	-3	C23H33N4O20P2	UDP-N-acetylmuramoyl-L-alanine_c0	C01212|cpd00890
D-Glutamate_c0	-1	C5H8NO4	D-Glutamate_c0	C00217|cpd00186
glucosyl-inner_core_oligosaccharide_lipid_A_c0	-7	C151H265N2O79P4	glucosyl-inner_core_oligosaccharide_lipid_A_c0	|
galactosyl-glucosyl-inner_core_oligosaccharide_lipid_A_c0	-7	C157H275N2O84P4	galactosyl-glucosyl-inner_core_oligosaccharide_lipid_A_c0	|
4-methyl-3-hydroxy-hexanoyl-ACP_c0	-1	C18H33N2O9PRS	4-methyl-3-hydroxy-hexanoyl-ACP_c0	|cpd11497
15-methyl-hexa-decanoyl-ACP_c0	-1	C28H53N2O8PRS	15-methyl-hexa-decanoyl-ACP_c0	|cpd11544
Mn2_e0	2	Mn	Mn2_e0	|
N-acetyl-LL-2_6-diaminopimelate_c0	-1	C9H15N2O5	N-acetyl-LL-2_6-diaminopimelate_c0	|
Adenosyl_cobyrinate_diamide_c0	-3	C55H69CoN11O15	Adenosyl_cobyrinate_diamide_c0	|
CobIyrinate_diamide_c0	-4	C45H57CoN6O12	CobIyrinate_diamide_c0	|
glucosyl-glucosyl-galactosyl-glucosyl-inner_core_oligosaccharide_lipid_A_c0	-7	C169H295N2O94P4	glucosyl-glucosyl-galactosyl-glucosyl-inner_core_oligosaccharide_lipid_A_c0	|
glucosyl-galactosyl-glucosyl-inner_core_oligosaccharide_lipid_A_c0	-7	C163H285N2O89P4	glucosyl-galactosyl-glucosyl-inner_core_oligosaccharide_lipid_A_c0	|
Ca2_e0	2	Ca	Ca2_e0	|
Adenosylcobinamide-GDP_c0	0	C68H96CoN21O21P2	Adenosylcobinamide-GDP_c0	C06510|cpd03920
Diisoheptadecanoylphosphatidylglycerophosphate_c0	-2	C40H78O13P2	Diisoheptadecanoylphosphatidylglycerophosphate_c0	|cpd15716
UDP-N-acetylglucosamine_enolpyruvate_c0	-3	C20H26N3O19P2	UDP-N-acetylglucosamine_enolpyruvate_c0	|
6-methyl-octanoyl-ACP_c0	-1	C20H37N2O8PRS	6-methyl-octanoyl-ACP_c0	|cpd11503
6-methyl-trans-oct-2-enoyl-ACP_c0	-1	C20H35N2O8PRS	6-methyl-trans-oct-2-enoyl-ACP_c0	|cpd11502
11-methyl-dodecanoyl-ACP_c0	-1	C24H45N2O8PRS	11-methyl-dodecanoyl-ACP_c0	|cpd11536
11-methyl-trans-dodec-2-enoyl-ACP_c0	-1	C24H43N2O8PRS	11-methyl-trans-dodec-2-enoyl-ACP_c0	|cpd11535
Dodecanoyl-ACP_c0	-1	C23H43N2O8PRS	Dodecanoyl-ACP_c0	C05223|cpd11468
kdo2-lipid_iva_c0	-4	C84H150N2O37P2	kdo2-lipid_iva_c0	|
2-Octaprenyl-6-methoxyphenol_c0	0	C47H72O2	2-Octaprenyl-6-methoxyphenol_c0	C05812|cpd03446
Dephospho-CoA_e0	-2	C21H33N7O13P2S	Dephospho-CoA_e0	C00882|cpd00655
L-2-Acetamido-6-oxopimelate_c0	-2	C9H11NO6	L-2-Acetamido-6-oxopimelate_c0	C05539|cpd03289
heptosyl-kdo2-lipidA_c0	-4	C117H210N2O45P2	heptosyl-kdo2-lipidA_c0	|cpd15485
11-methyl-3-hydroxy-dodecanoyl-ACP_c0	-1	C24H45N2O9PRS	11-methyl-3-hydroxy-dodecanoyl-ACP_c0	|cpd11534
1-anteisoheptadecanoyl-sn-glycerol_3-phosphate_c0	-1	C20H40O7P	1-anteisoheptadecanoyl-sn-glycerol_3-phosphate_c0	|
D-Glycero-D-manno-heptose1-7-bisphosphate_c0	-2	C7H14O13P2	D-Glycero-D-manno-heptose1-7-bisphosphate_c0	C11472|cpd08316
D-Glycero-D-manno-heptose7-phosphate_c0	-1	C7H14O10P	D-Glycero-D-manno-heptose7-phosphate_c0	C07836|cpd04918
inner_core_oligosaccharide_lipid_A_c0	-7	C145H255N2O74P4	inner_core_oligosaccharide_lipid_A_c0	|
kdo-phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA_c0	-7	C139H245N2O70P4	kdo-phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA_c0	|cpd15492
phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA_c0	-6	C131H234N2O63P4	phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA_c0	|cpd15550
D-Glycero-D-manno-heptose1-phosphate_c0	-1	C7H14O10P	D-Glycero-D-manno-heptose1-phosphate_c0	C07838|cpd04920
2-Octaprenyl-6-hydroxyphenol_c0	0	C46H70O2	2-Octaprenyl-6-hydroxyphenol_c0	C05811|cpd03445
5-methyl-3-oxo-hexanoyl-ACP_c0	-1	C18H31N2O9PRS	5-methyl-3-oxo-hexanoyl-ACP_c0	|cpd11521
isovaleryl-ACP_c0	-1	C16H29N2O8PRS	isovaleryl-ACP_c0	|cpd11520
Succinylbenzoyl-CoA_c0	-4	C32H40N7O20P3S	Succinylbenzoyl-CoA_c0	C03160|cpd02021
10-methyl-dodecanoyl-ACP_c0	-1	C24H45N2O8PRS	10-methyl-dodecanoyl-ACP_c0	|cpd11511
ProtoporphyrinogenIX_c0	-2	C34H38N4O4	ProtoporphyrinogenIX_c0	C01079|cpd00791
Adenosine_3-5-bisphosphate_c0	-2	C10H13N5O10P2	Adenosine_3-5-bisphosphate_c0	|
Ala-Ala_c0	0	C6H12N2O3	Ala-Ala_c0	C00993|cpd00731
UDP-3-O-beta-hydroxymyristoyl-N-acetylglucosamine_c0	-2	C31H51N3O19P2	UDP-3-O-beta-hydroxymyristoyl-N-acetylglucosamine_c0	|
alpha-Ribazole_c0	0	C14H18N2O4	alpha-Ribazole_c0	C05775|cpd03423
Protoporphyrin_c0	-2	C34H32N4O4	Protoporphyrin_c0	C02191|cpd01476
13-methyl-3-oxo-tetra-decanoyl-ACP_c0	-1	C26H47N2O9PRS	13-methyl-3-oxo-tetra-decanoyl-ACP_c0	|cpd11537
octadecenoate_e0	-1	C18H33O2	octadecenoate_e0	|cpd15269
UDP-MurNAc_c0	-3	C20H28N3O19P2	UDP-MurNAc_c0	C01050|cpd00773
KDO_c0	-1	C8H13O8	KDO_c0	C01187|cpd00875
15-methyl-3-oxo-hexa-decanoyl-ACP_c0	-1	C28H51N2O9PRS	15-methyl-3-oxo-hexa-decanoyl-ACP_c0	|cpd11541
7-methyl-octanoyl-ACP_c0	-1	C20H37N2O8PRS	7-methyl-octanoyl-ACP_c0	|cpd11528
Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine_c0	-4	C87H139N7O23P2	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine_c0	C05897|cpd03494
2-octadecanoyl-sn-glycerol_3-phosphate_c0	-1	C21H42O7P	2-octadecanoyl-sn-glycerol_3-phosphate_c0	|
1-4-Dihydroxy-2-naphthoate_c0	-1	C11H7O4	1-4-Dihydroxy-2-naphthoate_c0	C03657|cpd02295
12-methyl-3-oxo-tetra-decanoyl-ACP_c0	-1	C26H47N2O9PRS	12-methyl-3-oxo-tetra-decanoyl-ACP_c0	|cpd11512
Oxidized_glutathione_c0	-2	C20H30N6O12S2	Oxidized_glutathione_c0	|
ADP-D-glycero-D-manno-heptose_c0	-2	C17H25N5O16P2	ADP-D-glycero-D-manno-heptose_c0	C06397|cpd03830
15-methyl-trans-hexa-dec-2-enoyl-ACP_c0	-1	C28H51N2O8PRS	15-methyl-trans-hexa-dec-2-enoyl-ACP_c0	|cpd11543
Cobinamide_e0	3	C48H73CoN11O8	Cobinamide_e0	C05774|cpd03422
UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-_D-alanine_c0	-4	C41H61N9O28P2	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-_D-alanine_c0	|
Isochorismate_c0	-2	C10H8O6	Isochorismate_c0	C00885|cpd00658
ocdca_e0	-1	C18H35O2	ocdca_e0	C01530|cpd01080
15-methyl-3-hydroxy-hexa-decanoyl-ACP_c0	-1	C28H53N2O9PRS	15-methyl-3-hydroxy-hexa-decanoyl-ACP_c0	|cpd11542
Oxidized_glutathione_e0	-2	C20H30N6O12S2	Oxidized_glutathione_e0	|
6-methyl-3-hydroxy-octanoyl-ACP_c0	-1	C20H37N2O9PRS	6-methyl-3-hydroxy-octanoyl-ACP_c0	|cpd11501
6-methyl-3-oxo-octanoyl-ACP_c0	-1	C20H35N2O9PRS	6-methyl-3-oxo-octanoyl-ACP_c0	|cpd11500
Myristic_acid_e0	-1	C14H27O2	Myristic_acid_e0	|
4-methylthio_2-oxobutyrate_c0	-1	C5H7O3S	4-methylthio_2-oxobutyrate_c0	|
2_3-diketo5-methylthio-1-phosphopentane_c0	-1	C6H10O6PS	2_3-diketo5-methylthio-1-phosphopentane_c0	|
1_4-Dihydroxy-2-naphthoyl-CoA_c0	-3	C32H39N7O19P3S	1_4-Dihydroxy-2-naphthoyl-CoA_c0	|
Malonyl-CoA_c0	-4	C24H34N7O19P3S	Malonyl-CoA_c0	C00083|cpd00070
beta-Alanine_c0	0	C3H7NO2	beta-Alanine_c0	C00099|cpd00085
gamma-Glutamylcysteine_c0	-1	C8H13N2O5S	gamma-Glutamylcysteine_c0	C00669|cpd00506
Acetylphosphate_c0	-1	C2H4O5P	Acetylphosphate_c0	C00227|cpd00196
NH3_e0	1	NH4	NH3_e0	C01342|C00014|cpd00013
5-diphosphomevalonate_c0	-3	C6H11O10P2	5-diphosphomevalonate_c0	C01143|cpd00841
pendp_c0	-2	C25H42O7P2	pendp_c0	C04217|cpd02591
CH33N_c0	1	C3H10N	CH33N_c0	|
CH33NO_c0	0	C3H9NO	CH33NO_c0	|
2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate_c0	-3	C14H13O9	2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate_c0	C16519|cpd16335
APS_c0	-2	C10H12N5O10PS	APS_c0	C00224|cpd00193
sulfoacetaldehyde_c0	-1	C2H3O4S	sulfoacetaldehyde_c0	|
3-sulfopyruvate_c0	-2	C3H2O6S	3-sulfopyruvate_c0	|
(2R)-3-sulfolactate_c0	-2	C3H4O6S	(2R)-3-sulfolactate_c0	|
Citramalate_c0	-2	C5H6O5	Citramalate_c0	C00815|cpd00607
Citraconate_c0	-2	C5H4O4	Citraconate_c0	C02226|cpd01502
D-erythro-3-methylmalate_c0	0	C5H6O5	D-erythro-3-methylmalate_c0	|
Acetate_e0	-1	C2H3O2	Acetate_e0	C00033|cpd00029
Indole-3-pyruvate_c0	-1	C11H8NO3	Indole-3-pyruvate_c0	|
S-2-(indol-3-yl)acetyl-CoA_c0	-3	C31H40N8O17P3S	S-2-(indol-3-yl)acetyl-CoA_c0	|
L-Alanine_e0	0	C3H7NO2	L-Alanine_e0	C00041|cpd00035
D-Alanine_e0	0	C3H7NO2	D-Alanine_e0	C00133|cpd00117
N2_e0	0	N2	N2_e0	C00697|cpd00528
H2S_e0	0	H2S	H2S_e0	C00297|C00283|cpd00239
trans-homoaconitate_c0	-3	C7H5O6	trans-homoaconitate_c0	C16579|cpd15886
S-homocitrate_c0	-3	C7H7O7	S-homocitrate_c0	|cpd15833
cis-Homoaconitate_c0	-3	C7H5O6	cis-Homoaconitate_c0	C04002|cpd02483
threo-isohomocitrate_c0	-3	C7H7O7	threo-isohomocitrate_c0	|cpd15888
2-oxohexanedioic_acid_c0	-2	C6H6O5	2-oxohexanedioic_acid_c0	|
(R)-(homo)2citrate_c0	-3	C8H9O7	(R)-(homo)2citrate_c0	C16583|cpd15831
cis-(homo)2aconitate_c0	-3	C8H7O6	cis-(homo)2aconitate_c0	|cpd15882
(-)threo-iso(homo)2citrate_c0	-3terin_phosphate_c0	-1	C9H13N5O7P	Dihydroneopterin_phosphate_c0		Dihydroneopterin_c0	0	C9H13N5O4	Dihydroneopterin_c0	C04874cpd02961	6-hydroxymethyl_dihydropterin_c0	0	C7H9N5O2	6-hydroxymethyl_dihydropterin_c0		Glycolaldehyde_c0	0	C2H4O2	Glycolaldehyde_c0	C00266cpd00229	2-Amino-4-hydroxy-6-hydroxymethyl-7-8-dihydropteridinediphosphate_c0	-2	C7H9N5O8P2	2-Amino-4-hydroxy-6-hydroxymethyl-7-8-dihydropteridinediphosphate_c0		ABEE_c0	-1	C7H6NO2	ABEE_c0	C00568cpd00443	4-(B-D-ribofuranosyl)aminobenzene_5-phosphate_c0	-2	C11H14NO7P	4-(B-D-ribofuranosyl)aminobenzene_5-phosphate_c0		7,8-dihydropterin-6-ylmethyl-4-(B-D-ribofuranosyl)_aminobenzene_5-phosphate_c0	-2	C18H21N6O8P	7,8-dihydropterin-6-ylmethyl-4-(B-D-ribofuranosyl)_aminobenzene_5-phosphate_c0		(S)-2-Hydroxyglutarate_c0	-2	C5H6O5	(S)-2-Hydroxyglutarate_c0	C03196cpd02041	4,5-diketo-6-deoxyfructose_1-phosphate_c0	-2	C6H7O8P	4,5-diketo-6-deoxyfructose_1-phosphate_c0		6-deoxy-5-ketofructose-1-phosphate_c0	-2	C6H9O8P	6-deoxy-5-ketofructose-1-phosphate_c0		4-ketofructose_1,6-bisphosphate_c0	-4	C6H8O12P2	4-ketofructose_1,6-bisphosphate_c0		2-amino-2,3,7-trideoxy-D-lyxo-hept-6-ulosonate_c0	-2	C7H11NO5	2-amino-2,3,7-trideoxy-D-lyxo-hept-6-ulosonate_c0		Hydroxypyruvaldehyde_phosphate_c0	0	C3H5O6P	Hydroxypyruvaldehyde_phosphate_c0		3-Dehydroquinate_c0	-1	C7H9O6	3-Dehydroquinate_c0		4-Amino-3-Dehydroquinate_c0	-1	C7H10O5N	4-Amino-3-Dehydroquinate_c0		4-Amino-3-Dehydroshikimate_c0	-1	C7H8O4N	4-Amino-3-Dehydroshikimate_c0		4-Aminoshikimate_c0	-1	C7H10O4N	4-Aminoshikimate_c0		4-amino-3-hydroxycyclohexa-1,5-diene-1-carboxylate_c0	-1	C7H8O3N	4-amino-3-hydroxycyclohexa-1,5-diene-1-carboxylate_c0		Glycolate_c0	-1	C2H3O3	Glycolate_c0	C00160cpd00139	Glyoxalate_c0	-1	C2HO3	Glyoxalate_c0	C00048cpd00040	Tyramine_c0	1	C8H12NO	Tyramine_c0	C00483cpd00374	gamma-Glutamyl-tyramine_c0	0	C13H18N2O4	gamma-Glutamyl-tyramine_c0		4-(hydroxymethyl)-2-furancarboxaldehyde-phosphate_c0	-1	C6H6O6P	4-(hydroxymethyl)-2-furancarboxaldehyde-phosphate_c0		5-(aminomethyl)-3-furanmethanol-phosphate_c0	0	C6H10O5NP	5-(aminomethyl)-3-furanmethanol-phosphate_c0		5-(aminomethyl)-3-furanmethanol-pyrophosphate_c0	-1	C6H10O8NP2	5-(aminomethyl)-3-furanmethanol-pyrophosphate_c0		4((4-(2-aminoethyl)phenoxy)methyl)-2-furanmethanamine_c0	1	C19H26O5N3	4((4-(2-aminoethyl)phenoxy)methyl)-2-furanmethanamine_c0		Ni2_c0	2	Ni	Ni2_c0		Pyrrochorphinate_c0	-6	C42H42N6NiO14	Pyrrochorphinate_c0		Dihydrocorphinate_c0	-5	C42H45N6NiO14	Dihydrocorphinate_c0		Tetrahydrocorphinate_c0	-5	C42H47N6NiO14	Tetrahydrocorphinate_c0		15_17-seco-F430-17-acid_c0	-5	C42H47N6NiO14	15_17-seco-F430-17-acid_c0		Factor_430_c0	-4	C42H46N6O13Ni	Factor_430_c0		Ni2_e0	2	Ni	Ni2_e0			-1	C6H6O6P	4-(hydroxymethyl)-2-furancarboxaldehyde-phosphate_c0	|
5-(aminomethyl)-3-furanmethanol-phosphate_c0	0	C6H10O5NP	5-(aminomethyl)-3-furanmethanol-phosphate_c0	|
5-(aminomethyl)-3-furanmethanol-pyrophosphate_c0	-1	C6H10O8NP2	5-(aminomethyl)-3-furanmethanol-pyrophosphate_c0	|
4((4-(2-aminoethyl)phenoxy)methyl)-2-furanmethanamine_c0	1	C19H26O5N3	4((4-(2-aminoethyl)phenoxy)methyl)-2-furanmethanamine_c0	|
Ni2_c0	2	Ni	Ni2_c0	|
Pyrrochorphinate_c0	-6	C42H42N6NiO14	Pyrrochorphinate_c0	|
Dihydrocorphinate_c0	-5	C42H45N6NiO14	Dihydrocorphinate_c0	|
Tetrahydrocorphinate_c0	-5	C42H47N6NiO14	Tetrahydrocorphinate_c0	|
15_17-seco-F430-17-acid_c0	-5	C42H47N6NiO14	15_17-seco-F430-17-acid_c0	|
Factor_430_c0	-4	C42H46N6O13Ni	Factor_430_c0	|
Ni2_e0	2	Ni	Ni2_e0	|
