id	charge	formula	name	aliases
ala-L-asp-L_c0	-1	C7H11N2O5	ala-L-asp-L_c0	|cpd11593
fa6_c0	-1	C16H31O2	fa6_c0	|cpd11440
fa6coa_c0	-3	C37H63N7O17P3S	fa6coa_c0	|cpd11441
2_5-Diamino-6-5'-triphosphoryl-3'_4'-trihydroxy-2'-oxopentyl-_amino-4-oxopyrimidine_c0	-3	C9H15N5O14P3	2_5-Diamino-6-5'-triphosphoryl-3'_4'-trihydroxy-2'-oxopentyl-_amino-4-oxopyrimidine_c0	|
D-Glyceraldehyde_c0	0	C3H6O3	D-Glyceraldehyde_c0	C00577|cpd00448
Glycerol_c0	0	C3H8O3	Glycerol_c0	C00116|cpd00100
Deamido-NAD_c0	-2	C21H24N6O15P2	Deamido-NAD_c0	C00857|cpd00638
AICAR_c0	-1	C9H14N4O8P	AICAR_c0	C04677|cpd02851
SAICAR_c0	-3	C13H16N4O12P	SAICAR_c0	C04823|C04811|cpd02921
Acetoacetate_c0	-1	C4H5O3	Acetoacetate_c0	C00164|cpd00142
Acetoacetyl-CoA_c0	-3	C25H37N7O18P3S	Acetoacetyl-CoA_c0	C00332|cpd00279
Pyruvate_c0	-1	C3H3O3	Pyruvate_c0	C00022|cpd00020
Anthranilate_c0	-1	C7H6NO2	Anthranilate_c0	C00108|cpd00093
Chorismate_c0	-2	C10H8O6	Chorismate_c0	C00251|cpd00216
Cys-Gly_c0	0	C5H10N2O3S	Cys-Gly_c0	C01419|cpd01017
Lipoamide_c0	0	C8H15NOS2	Lipoamide_c0	C15972|C00248|cpd00213
Dihydrolipoamide_c0	0	C8H17NOS2	Dihydrolipoamide_c0	C00579|C15973|cpd00449
Diisopentadecanoylphosphatidylserine_c0	-2	C36H68NO10P	Diisopentadecanoylphosphatidylserine_c0	|cpd15692
CDP-1_2-diisopentadecanoylglycerol_c0	-2	C42H75N3O15P2	CDP-1_2-diisopentadecanoylglycerol_c0	|
Pseudouridine_5'-phosphate_c0	-1	C9H12N2O9P	Pseudouridine_5'-phosphate_c0	|
Gly-Gln_c0	0	C7H13N3O4	Gly-Gln_c0	|cpd11580
H2O2_c0	0	H2O2	H2O2_c0	C00027|cpd00025
5-O-1-Carboxyvinyl-3-phosphoshikimate_c0	-3	C10H10O10P	5-O-1-Carboxyvinyl-3-phosphoshikimate_c0	|
2-Hydroxyethyl-ThPP_c0	-1	C14H21N4O8P2S	2-Hydroxyethyl-ThPP_c0	C05125|cpd03049
2-Aceto-2-hydroxybutanoate_c0	-1	C6H9O4	2-Aceto-2-hydroxybutanoate_c0	C00659|C06006|cpd00498
TPP_c0	-1	C12H17N4O7P2S	TPP_c0	C00068|cpd00056
2-Oxobutyrate_c0	-1	C4H5O3	2-Oxobutyrate_c0	C00109|cpd00094
S-Dihydroorotate_c0	-1	C5H5N2O4	S-Dihydroorotate_c0	C00337|cpd00282
Orotate_c0	-1	C5H3N2O4	Orotate_c0	C00295|cpd00247
O2_c0	0	O2	O2_c0	C00007|cpd00007
CDP-1_2-diisotetradecanoylglycerol_c0	-2	C40H71N3O15P2	CDP-1_2-diisotetradecanoylglycerol_c0	|
1_2-diisotetradecanoyl-sn-glycerol_3-phosphate_c0	-1	C31H60O8P	1_2-diisotetradecanoyl-sn-glycerol_3-phosphate_c0	|
HTP_c0	-2	C11H20NO7PS	HTP_c0	C04628|cpd02817
CoM-S-S-CoB_c0	-3	C13H23NO10PS3	CoM-S-S-CoB_c0	C04832|cpd02935
Formylmethanofuran_c0	-5	C35H39N4O16	Formylmethanofuran_c0	C01001|cpd00735
Methanofuran_c0	-4	C34H40N4O15	Methanofuran_c0	C00862|cpd00643
UroporphyrinogenIII_c0	-8	C40H36N4O16	UroporphyrinogenIII_c0	C01051|cpd00774
2_5-Diamino-6-5'-phosphoribosylamino-4-pyrimidineone_c0	-1	C9H15N5O8P	2_5-Diamino-6-5'-phosphoribosylamino-4-pyrimidineone_c0	|
Taurine_c0	0	C2H7NO3S	Taurine_c0	C00245|cpd00210
Taurine_e0	0	C2H7NO3S	Taurine_e0	C00245|cpd00210
methylthioribulose-1-phosphate_c0	-1	C6H12O7PS	methylthioribulose-1-phosphate_c0	C04582|cpd02791
RNA_transcription_c0	0		RNA_transcription_c0	|
Tartrate_c0	-2	C4H4O6	Tartrate_c0	C00898|C02107|cpd00666
L-Glutamate1-semialdehyde_c0	0	C5H9NO3	L-Glutamate1-semialdehyde_c0	C03741|cpd02345
N2_c0	0	N2	N2_c0	C00697|cpd00528
H2_c0	0	H2	H2_c0	C00282|cpd11640
Reduced_coenzyme_F420_c0	-4	C29H34N5O18P	Reduced_coenzyme_F420_c0	|
Coenzyme_F420_c0	-4	C29H32N5O18P	Coenzyme_F420_c0	|
4-Hydroxybenzoate_c0	-1	C7H5O3	4-Hydroxybenzoate_c0	C00156|cpd00136
N-Formyl-GAR_c0	-1	C8H14N2O9P	N-Formyl-GAR_c0	C04376|cpd02678
N-Acetyl-D-mannosamine_c0	0	C8H15NO6	N-Acetyl-D-mannosamine_c0	C00645|cpd00492
fa11coa_c0	-3	C38H65N7O17P3S	fa11coa_c0	|cpd11432
fa11_c0	-1	C17H33O2	fa11_c0	|cpd11431
L-Glutamine_e0	0	C5H10N2O3	L-Glutamine_e0	C00064|cpd00053
dTMP_c0	-1	C10H14N2O8P	dTMP_c0	C00364|cpd00298
3-phosphoshikimate_c0	-2	C7H9O8P	3-phosphoshikimate_c0	C03175|cpd02030
L-Isoleucine_c0	0	C6H13NO2	L-Isoleucine_c0	C00407|cpd00322
phosphatidylserine_ditetradecanoyl_c0	-2	C34H64NO10P	phosphatidylserine_ditetradecanoyl_c0	|
CDP-1_2-ditetradecanoylglycerol_c0	-2	C40H71N3O15P2	CDP-1_2-ditetradecanoylglycerol_c0	|
BET_c0	0	C5H11NO2	BET_c0	C00719|cpd00540
BET_e0	0	C5H11NO2	BET_e0	C00719|cpd00540
ADPribose_c0	-2	C15H21N5O14P2	ADPribose_c0	C00301|cpd00251
ITP_c0	-3	C10H12N4O14P3	ITP_c0	C00081|cpd00068
IDP_c0	-2	C10H12N4O11P2	IDP_c0	C00104|cpd00090
Thymine_c0	0	C5H6N2O2	Thymine_c0	C00178|cpd00151
5-Methylcytosine_c0	0	C5H7N3O	5-Methylcytosine_c0	C02376|cpd01587
Dianteisoheptadecanoylphosphatidylserine_c0	-2	C40H76NO10P	Dianteisoheptadecanoylphosphatidylserine_c0	|cpd15690
L-Phenylalanine_c0	0	C9H11NO2	L-Phenylalanine_c0	C00079|cpd00066
Gly-Phe_c0	0	C11H14N2O3	Gly-Phe_c0	|cpd15605
HYXN_c0	0	C5H4N4O	HYXN_c0	C00262|cpd00226
HYXN_e0	0	C5H4N4O	HYXN_e0	C00262|cpd00226
2-Isopropylmaleate_c0	-2	C7H8O4	2-Isopropylmaleate_c0	C02631|cpd01710
DMAPP_c0	-2	C5H10O7P2	DMAPP_c0	C00235|C17627|cpd00202
5'-Deoxyadenosine_c0	0	C10H13N5O3	5'-Deoxyadenosine_c0	C05198|cpd03091
Dethiobiotin_c0	-1	C10H17N2O3	Dethiobiotin_c0	C01909|cpd01311
BIOT_c0	-1	C10H15N2O3S	BIOT_c0	C00120|cpd00104
S_c0	0	S	S_c0	C00087|cpd00074
Adenylosuccinate_c0	-3	C14H15N5O11P	Adenylosuccinate_c0	C03794|cpd02375
Dihydrofolate_c0	-2	C19H19N7O6	Dihydrofolate_c0	C00415|cpd00330
5-10-Methylenetetrahydrofolate_c0	-2	C20H21N7O6	5-10-Methylenetetrahydrofolate_c0	C00143|cpd00125
dGTP_c0	-3	C10H13N5O13P3	dGTP_c0	C00286|cpd00241
L-Histidinal_c0	1	C6H10N3O	L-Histidinal_c0	C01929|cpd01324
L-Histidine_c0	0	C6H9N3O2	L-Histidine_c0	C00135|cpd00119
ocdca_c0	-1	C18H35O2	ocdca_c0	C01530|cpd01080
strcoa_c0	-3	C39H67N7O17P3S	strcoa_c0	C00412|cpd00327
1_2-ditetradecanoyl-sn-glycerol_3-phosphate_c0	-1	C31H60O8P	1_2-ditetradecanoyl-sn-glycerol_3-phosphate_c0	|
Fe2_e0	2	Fe	Fe2_e0	|
L-Histidinol_c0	1	C6H12N3O	L-Histidinol_c0	C00860|cpd00641
L-Threonine_phosphate_c0	-1	C4H9NO6P	L-Threonine_phosphate_c0	|
R-1-Aminopropan-2-yl_phosphate_c0	0	C3H10NO4P	R-1-Aminopropan-2-yl_phosphate_c0	|
CobIIyrinate_diamide_c0	-3	C45H57CoN6O12	CobIIyrinate_diamide_c0	|
Ala-His_c0	0	C9H14N4O3	Ala-His_c0	|cpd11584
fa1_c0	-1	C14H27O2	fa1_c0	|cpd11430
fa1coa_c0	-3	C35H59N7O17P3S	fa1coa_c0	|cpd11435
Cobalt-precorrin_6B_c0	-6	C44H48CoN4O16	Cobalt-precorrin_6B_c0	|
Cl-_c0	-1	Cl	Cl-_c0	C00698|C01327|cpd00099
Cl-_e0	-1	Cl	Cl-_e0	C00698|C01327|cpd00099
Formate_e0	-1	CHO2	Formate_e0	C00058|cpd00047
gly-glu-L_c0	-1	C7H11N2O5	gly-glu-L_c0	|cpd11592
Cobalt-precorrin_4_c0	-6	C44H44CoN4O16	Cobalt-precorrin_4_c0	|
5-Phosphoribosylamine_c0	0	C5H12NO7P	5-Phosphoribosylamine_c0	C03090|cpd01982
Hydroxymethylbilane_c0	-8	C40H38N4O17	Hydroxymethylbilane_c0	C01024|cpd00755
D-erythro-imidazol-glycerol-phosphate_c0	-1	C6H10N2O6P	D-erythro-imidazol-glycerol-phosphate_c0	C04666|cpd02843
XMP_c0	-1	C10H12N4O9P	XMP_c0	C00655|cpd00497
Ala-Gln_c0	0	C8H15N3O4	Ala-Gln_c0	|cpd11587
3-4-dihydroxy-2-butanone4-phosphate_c0	-1	C4H8O6P	3-4-dihydroxy-2-butanone4-phosphate_c0	C15556|cpd11225
5_10-Methylenetetrahydromethanopterin_c0	-3	C31H42N6O16P	5_10-Methylenetetrahydromethanopterin_c0	|
8-Amino-7-oxononanoate_c0	0	C9H17NO3	8-Amino-7-oxononanoate_c0	C01092|cpd00800
Nicotinamide_ribonucleotide_c0	0	C11H15N2O8P	Nicotinamide_ribonucleotide_c0	|
CDP-1_2-diisoheptadecanoylglycerol_c0	-2	C46H83N3O15P2	CDP-1_2-diisoheptadecanoylglycerol_c0	|
Diisoheptadecanoylphosphatidylserine_c0	-2	C40H76NO10P	Diisoheptadecanoylphosphatidylserine_c0	|cpd15689
fa4_c0	-1	C15H29O2	fa4_c0	|cpd11438
fa4coa_c0	-3	C36H61N7O17P3S	fa4coa_c0	|cpd11439
1_2-diisopentadecanoyl-sn-glycerol_3-phosphate_c0	-1	C33H64O8P	1_2-diisopentadecanoyl-sn-glycerol_3-phosphate_c0	|
Succinyl-CoA_c0	-4	C25H36N7O19P3S	Succinyl-CoA_c0	C00091|cpd00078
Palmitoyllipoteichoic_acid_n=24__linked__unsubstituted_c0	-24	C119H232O135P24	Palmitoyllipoteichoic_acid_n=24__linked__unsubstituted_c0	|
Palmitoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine_c0	-24	C311H544N24O255P24	Palmitoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine_c0	|
N-Acetyl-L-glutamate_c0	-2	C7H9NO5	N-Acetyl-L-glutamate_c0	C00624|cpd00477
UDP-glucose_c0	-2	C15H22N2O17P2	UDP-glucose_c0	C00029|cpd00026
UDPglucuronate_c0	-3	C15H19N2O18P2	UDPglucuronate_c0	C00167|cpd00144
GAR_c0	0	C7H15N2O8P	GAR_c0	C03838|cpd02394
Shikimate_c0	-1	C7H9O5	Shikimate_c0	C00493|cpd00383
Ethanol_c0	0	C2H6O	Ethanol_c0	C00469|cpd00363
tRNA-Glu_c0	0	C10H12N5O3R	tRNA-Glu_c0	C01641|cpd11912
L-Glutamyl-tRNA-Glu_c0	0	C15H19N6O6R	L-Glutamyl-tRNA-Glu_c0	C02987|cpd12227
EX_Methane_c0	0	CH4	EX_Methane_c0	|
Isotetradecanoyllipoteichoic_acid_n=24__linked__unsubstituted_c0	-24	C115H224O135P24	Isotetradecanoyllipoteichoic_acid_n=24__linked__unsubstituted_c0	|
Isotetradecanoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine_c0	-24	C307H536N24O255P24	Isotetradecanoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine_c0	|
N-5-phosphoribosyl-anthranilate_c0	-2	C12H14NO9P	N-5-phosphoribosyl-anthranilate_c0	C04302|cpd02642
fa12coa_c0	-3	C38H65N7O17P3S	fa12coa_c0	|cpd11434
fa12_c0	-1	C17H33O2	fa12_c0	|cpd11433
Myristoyl-CoA_c0	-3	C35H59N7O17P3S	Myristoyl-CoA_c0	C02593|cpd01695
Myristic_acid_c0	-1	C14H27O2	Myristic_acid_c0	|
Cytosine_e0	0	C4H5N3O	Cytosine_e0	C00380|cpd00307
n-acetylglutamyl-phosphate_c0	-2	C7H10NO8P	n-acetylglutamyl-phosphate_c0	C04133|cpd02552
CDP-1_2-didodecanoylglycerol_c0	-2	C36H63N3O15P2	CDP-1_2-didodecanoylglycerol_c0	|
phosphatidylserine_didodecanoyl_c0	-2	C30H56NO10P	phosphatidylserine_didodecanoyl_c0	|
O-Succinyl-L-homoserine_c0	-1	C8H12NO6	O-Succinyl-L-homoserine_c0	C01118|cpd00822
Precorrin_3B_c0	-6	C43H44N4O17	Precorrin_3B_c0	|
ADC_c0	-1	C10H10NO5	ADC_c0	C11355|cpd08210
Gly-Tyr_c0	0	C11H14N2O4	Gly-Tyr_c0	|cpd15606
L-Lactaldehyde_c0	0	C3H6O2	L-Lactaldehyde_c0	C00424|cpd00334
L-Fuculose1-phosphate_c0	-1	C6H12O8P	L-Fuculose1-phosphate_c0	C01099|cpd00806
L-Valine_c0	0	C5H11NO2	L-Valine_c0	C00183|cpd00156
Palmitoyl-CoA_c0	-3	C37H63N7O17P3S	Palmitoyl-CoA_c0	C00154|cpd00134
Palmitate_c0	-1	C16H31O2	Palmitate_c0	C00249|cpd00214
Isoheptadecanoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine_c0	-24	C313H548N24O255P24	Isoheptadecanoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine_c0	|
Isoheptadecanoyllipoteichoic_acid_n=24__linked__unsubstituted_c0	-24	C121H236O135P24	Isoheptadecanoyllipoteichoic_acid_n=24__linked__unsubstituted_c0	|
GDP_c0	-2	C10H13N5O11P2	GDP_c0	C00035|cpd00031
UDP-N-acetyl-D-mannosamine_c0	-2	C17H25N3O17P2	UDP-N-acetyl-D-mannosamine_c0	C01170|cpd00861
cAMP_c0	-1	C10H11N5O6P	cAMP_c0	C00575|cpd00446
Adenosine_c0	0	C10H13N5O4	Adenosine_c0	C00212|cpd00182
HMG-CoA_c0	-4	C27H40N7O20P3S	HMG-CoA_c0	C00356|cpd00292
Sulfate_c0	-2	O4S	Sulfate_c0	C00059|cpd00048
4-Phospho-L-aspartate_c0	-1	C4H7NO7P	4-Phospho-L-aspartate_c0	C03082|cpd01977
Geranyldiphosphate_c0	-2	C10H18O7P2	Geranyldiphosphate_c0	C00341|cpd00283
Undecaprenyl-diphospho-N-acetylmuramoyl-N-acetylglucosamine-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine_c0	-3	C94H153N8O26P2	Undecaprenyl-diphospho-N-acetylmuramoyl-N-acetylglucosamine-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine_c0	|
Undecaprenyl-diphospho-N-acetylmuramoyl-N-acetylglucosamine-L-alanyl-D-glutaminyl-L-lysyl-D-alanyl-D-alanine_c0	-2	C94H155N9O25P2	Undecaprenyl-diphospho-N-acetylmuramoyl-N-acetylglucosamine-L-alanyl-D-glutaminyl-L-lysyl-D-alanyl-D-alanine_c0	|
Glucose-1-phosphate_c0	-1	C6H12O9P	Glucose-1-phosphate_c0	C00103|cpd00089
glycogenn-1_c0	0	C24H42O21	glycogenn-1_c0	|
Glycogen_c0	0	C30H52O26	Glycogen_c0	C00182|cpd00155
Hydrogenobyrinate_diamide_c0	-4	C45H58N6O12	Hydrogenobyrinate_diamide_c0	|
Hydrogenobyrinate_c0	-6	C45H54N4O14	Hydrogenobyrinate_c0	C06399|cpd03832
7-8-Diaminononanoate_c0	1	C9H21N2O2	7-8-Diaminononanoate_c0	C01037|cpd00764
gly-pro-L_c0	0	C7H12N2O3	gly-pro-L_c0	|cpd11588
5_10-Methenyltetrahydromethanopterin_c0	-2	C31H41N6O16P	5_10-Methenyltetrahydromethanopterin_c0	|
5-Formyl-H4MPT_c0	-3	C31H42N6O17P	5-Formyl-H4MPT_c0	C01274|cpd00936
Ala-Leu_c0	0	C9H18N2O3	Ala-Leu_c0	|cpd11583
1_2-didodecanoyl-sn-glycerol_3-phosphate_c0	-1	C27H52O8P	1_2-didodecanoyl-sn-glycerol_3-phosphate_c0	|
UDP-galactose_c0	-2	C15H22N2O17P2	UDP-galactose_c0	C00052|cpd00043
Uracil_e0	0	C4H4N2O2	Uracil_e0	C00106|cpd00092
Diisotetradecanoylphosphatidylserine_c0	-2	C34H64NO10P	Diisotetradecanoylphosphatidylserine_c0	|cpd15691
octadecenoate_c0	-1	C18H33O2	octadecenoate_c0	|cpd15269
Octadecenoyl-CoA_c0	-3	C39H65N7O17P3S	Octadecenoyl-CoA_c0	|cpd15274
Gly-Met_c0	0	C7H14N2O3S	Gly-Met_c0	|cpd11591
Anteisopentadecanoyllipoteichoic_acid_n=24__linked__unsubstituted_c0	-24	C117H228O135P24	Anteisopentadecanoyllipoteichoic_acid_n=24__linked__unsubstituted_c0	|
Anteisopentadecanoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine_c0	-24	C309H540N24O255P24	Anteisopentadecanoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine_c0	|
2-Demethylmenaquinone_8_c0	0	C50H70O2	2-Demethylmenaquinone_8_c0	|
2-Demethylmenaquinol_8_c0	0	C50H72O2	2-Demethylmenaquinol_8_c0	|
L-Methionine_S-oxide_c0	0	C5H11NO3S	L-Methionine_S-oxide_c0	|
phosphatidylserine_dioctadec-11-enoyl_c0	-2	C42H76NO10P	phosphatidylserine_dioctadec-11-enoyl_c0	|
S-Adenosyl-4-methylthio-2-oxobutanoate_c0	0	C15H19N5O6S	S-Adenosyl-4-methylthio-2-oxobutanoate_c0	C04425|cpd02701
Co2_e0	2	Co	Co2_e0	|
phosphatidylserine_dihexadec-9-enoyl_c0	-2	C38H68NO10P	phosphatidylserine_dihexadec-9-enoyl_c0	|
CDP-1_2-dihexadec-9-enoylglycerol_c0	-2	C44H75N3O15P2	CDP-1_2-dihexadec-9-enoylglycerol_c0	|
dTDP-4-oxo-6-deoxy-D-glucose_c0	-2	C16H22N2O15P2	dTDP-4-oxo-6-deoxy-D-glucose_c0	C11907|cpd00521
dTDP-4-amino-4_6-dideoxy-D-glucose_c0	-1	C16H26N3O14P2	dTDP-4-amino-4_6-dideoxy-D-glucose_c0	|
Lipoylprotein_c0	0	CHRS2	Lipoylprotein_c0	C02051|cpd12005
Dihydrolipolprotein_c0	0	CH3RS2	Dihydrolipolprotein_c0	C02972|cpd12225
1_2-dianteisopentadecanoyl-sn-glycerol_3-phosphate_c0	-1	C33H64O8P	1_2-dianteisopentadecanoyl-sn-glycerol_3-phosphate_c0	|
Diisohexadecanoylphosphatidylserine_c0	-2	C38H72NO10P	Diisohexadecanoylphosphatidylserine_c0	|cpd15694
Ornithine_c0	1	C5H13N2O2	Ornithine_c0	C00077|C01602|cpd00064
1_2-dihexadec-9-enoyl-sn-glycerol_3-phosphate_c0	-1	C35H64O8P	1_2-dihexadec-9-enoyl-sn-glycerol_3-phosphate_c0	|
Undecaprenyl_diphospho_N-acetyl-glucosamine_c0	-2	C63H103NO12P2	Undecaprenyl_diphospho_N-acetyl-glucosamine_c0	|
GMP_c0	-1	C10H13N5O8P	GMP_c0	C00144|cpd00126
Guanosine_c0	0	C10H13N5O5	Guanosine_c0	C00387|cpd00311
D-Mannose1-phosphate_c0	-1	C6H12O9P	D-Mannose1-phosphate_c0	C00636|cpd00485
D-mannose-6-phosphate_c0	-1	C6H12O9P	D-mannose-6-phosphate_c0	C00275|cpd00235
Thiamin_c0	1	C12H17N4OS	Thiamin_c0	C00378|cpd00305
Thiamin_e0	1	C12H17N4OS	Thiamin_e0	C00378|cpd00305
dGDP_c0	-2	C10H13N5O10P2	dGDP_c0	C00361|cpd00295
Urea_c0	0	CH4N2O	Urea_c0	C00086|cpd00073
Urea_e0	0	CH4N2O	Urea_e0	C00086|cpd00073
Hexadecenoyl-CoA_c0	-3	C37H61N7O17P3S	Hexadecenoyl-CoA_c0	|cpd15238
hexadecenoate_c0	-1	C16H29O2	hexadecenoate_c0	|cpd15237
4-Hydroxy-2-oxoglutarate_c0	-2	C5H4O6	4-Hydroxy-2-oxoglutarate_c0	C05946|C01127|cpd00830
4-Hydroxy-L-glutamate_c0	-1	C5H8NO5	4-Hydroxy-L-glutamate_c0	C03079|C05947|cpd01974
2-Dehydropantoate_c0	-1	C6H9O4	2-Dehydropantoate_c0	C00966|cpd00712
Pantoate_c0	-1	C6H11O4	Pantoate_c0	C00522|cpd00408
4-Methyl-5-2-hydroxyethyl-thiazole_c0	0	C6H9NOS	4-Methyl-5-2-hydroxyethyl-thiazole_c0	|
Cytidine_c0	0	C9H13N3O5	Cytidine_c0	C00475|cpd00367
phosphoserine_c0	-1	C3H7NO6P	phosphoserine_c0	C01005|cpd00738
Isopentadecanoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine_c0	-24	C309H540N24O255P24	Isopentadecanoyllipoteichoic_acid_n=24__linked__N-acetyl-D-glucosamine_c0	|
Isopentadecanoyllipoteichoic_acid_n=24__linked__unsubstituted_c0	-24	C117H228O135P24	Isopentadecanoyllipoteichoic_acid_n=24__linked__unsubstituted_c0	|
1_2-diisoheptadecanoyl-sn-glycerol_3-phosphate_c0	-1	C37H72O8P	1_2-diisoheptadecanoyl-sn-glycerol_3-phosphate_c0	|
Agmatine_c0	2	C5H16N4	Agmatine_c0	C00179|cpd00152
fe3_c0	3	Fe	fe3_c0	C14819|cpd10516
fe3_e0	3	Fe	fe3_e0	C14819|cpd10516
5-Hydroxyisourate_c0	0	C5H4N4O4	5-Hydroxyisourate_c0	C11821|cpd08625
R-Allantoin_c0	0	C4H6N4O3	R-Allantoin_c0	|
Allantoin_c0	0	C4H6N4O3	Allantoin_c0	C01551|C02350|cpd01092
H2O_e0	0	H2O	H2O_e0	C00001|C01328|cpd00001
CO2_e0	0	CO2	CO2_e0	C00011|cpd00011
O2_e0	0	O2	O2_e0	C00007|cpd00007
L-Glutamate5-semialdehyde_c0	0	C5H9NO3	L-Glutamate5-semialdehyde_c0	C01165|cpd00858
1-Pyrroline-5-carboxylate_c0	-1	C5H6NO2	1-Pyrroline-5-carboxylate_c0	C03912|cpd02431
2-Amino-3-oxo-4-phosphonooxybutyrate_c0	-1	C4H7NO7P	2-Amino-3-oxo-4-phosphonooxybutyrate_c0	C07335|cpd04539
3-Amino-2-oxopropyl_phosphate_c0	0	C3H8NO5P	3-Amino-2-oxopropyl_phosphate_c0	|
L-2-Amino-6-oxopimelate_c0	-1	C7H10NO5	L-2-Amino-6-oxopimelate_c0	C03871|cpd02414
tetrahydrodipicolinate_c0	-2	C7H7NO4	tetrahydrodipicolinate_c0	C03972|cpd02465
Carbamate_c0	-1	CH2NO2	Carbamate_c0	C01563|cpd01101
L-2-Amino-acetoacetate_c0	0	C4H7NO3	L-2-Amino-acetoacetate_c0	C03508|cpd02211
Aminoacetone_c0	1	C3H8NO	Aminoacetone_c0	C01888|cpd01298
5-Hydroxy-2-oxo-4-ureido-2_5-dihydro-1H-imidazole-5-carboxylate_c0	-1	C5H5N4O5	5-Hydroxy-2-oxo-4-ureido-2_5-dihydro-1H-imidazole-5-carboxylate_c0	|
2-Aminoadipate_6-semialdehyde_c0	0	C6H11NO3	2-Aminoadipate_6-semialdehyde_c0	|
delta1-Piperideine-6-L-carboxylate_c0	-1	C6H8NO2	delta1-Piperideine-6-L-carboxylate_c0	C00450|cpd00352
delta1-Piperideine-2-carboxylate_c0	-1	C6H8NO2	delta1-Piperideine-2-carboxylate_c0	C04092|cpd00922
2-Oxo-6-aminocaproate_c0	0	C6H11NO3	2-Oxo-6-aminocaproate_c0	C03239|cpd02074
Mn2_c0	2	Mn	Mn2_c0	|
Cu2_c0	2	Cu	Cu2_c0	|
GSH_c0	-1	C10H16N3O6S	GSH_c0	C00051|cpd00042
apo-ACP_c0	0	HOR	apo-ACP_c0	C03688|cpd12370
Biomass_c0	0		Biomass_c0	|cpd11416
Ca2_c0	2	Ca	Ca2_c0	|
Cobinamide_c0	3	C48H73CoN11O8	Cobinamide_c0	C05774|cpd03422
5-Methyltetrahydrofolate_c0	-2	C20H23N7O6	5-Methyltetrahydrofolate_c0	C00440|cpd00345
Tetrahydrofolate_c0	-2	C19H21N7O6	Tetrahydrofolate_c0	C00101|cpd00087
Calomide_c0	1	C72H101CoN18O17P	Calomide_c0	C00194|cpd00166
ACP_c0	-1	C11H21N2O7PRS	ACP_c0	C00229|cpd11493
10-Formyltetrahydrofolate_c0	-2	C20H21N7O7	10-Formyltetrahydrofolate_c0	C00234|cpd00201
Heme_c0	-2	C34H30FeN4O4	Heme_c0	C00032|cpd00028
Zn2_c0	2	Zn	Zn2_c0	|
7-methyl-trans-oct-2-enoyl-ACP_c0	-1	C20H35N2O8PRS	7-methyl-trans-oct-2-enoyl-ACP_c0	|cpd11527
7-methyl-3-hydroxy-octanoyl-ACP_c0	-1	C20H37N2O9PRS	7-methyl-3-hydroxy-octanoyl-ACP_c0	|cpd11526
3-Octaprenyl-4-hydroxybenzoate_c0	-1	C47H69O3	3-Octaprenyl-4-hydroxybenzoate_c0	C05809|cpd03443
2-Octaprenylphenol_c0	0	C46H70O	2-Octaprenylphenol_c0	C05810|cpd03444
heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA_c0	-5	C131H234N2O60P3	heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA_c0	|cpd15488
ADP-L-glycero-D-manno-heptose_c0	-2	C17H25N5O16P2	ADP-L-glycero-D-manno-heptose_c0	C06398|cpd03831
phospho-heptosyl-heptosyl-kdo2-lipidA_c0	-5	C124H222N2O54P3	phospho-heptosyl-heptosyl-kdo2-lipidA_c0	|cpd15549
8-methyl-trans-dec-2-enoyl-ACP_c0	-1	C22H39N2O8PRS	8-methyl-trans-dec-2-enoyl-ACP_c0	|cpd11506
8-methyl-3-hydroxy-decanoyl-ACP_c0	-1	C22H41N2O9PRS	8-methyl-3-hydroxy-decanoyl-ACP_c0	|cpd11505
5-methyl-hexanoyl-ACP_c0	-1	C18H33N2O8PRS	5-methyl-hexanoyl-ACP_c0	|cpd11524
5-methyl-trans-hex-2-enoyl-ACP_c0	-1	C18H31N2O8PRS	5-methyl-trans-hex-2-enoyl-ACP_c0	|cpd11523
Succinylbenzoate_c0	-2	C11H8O5	Succinylbenzoate_c0	C02730|cpd01772
SHCHC_c0	-2	C11H10O6	SHCHC_c0	C05817|cpd03451
Triphosphate_c0	-4	HO10P3	Triphosphate_c0	C00536|cpd00421
Malonyl-acyl-carrierprotein-_c0	-2	C14H22N2O10PRS	Malonyl-acyl-carrierprotein-_c0	C01209|cpd11492
7-methyl-3-oxo-octanoyl-ACP_c0	-1	C20H35N2O9PRS	7-methyl-3-oxo-octanoyl-ACP_c0	|cpd11525
Zn2_e0	2	Zn	Zn2_e0	|
