cpd00001[e0]	0.01	-1000.000000	1000.000000
cpd00009[e0]	0.01	-1000.000000	1000.000000
cpd00011[e0]	0.01	-1000.000000	1000.000000
cpd00013[e0]	0.01	-1000.000000	1000.000000
cpd00029[e0]	0.01	-1000.000000	-0.000000
cpd00030[e0]	0.01	-1000.000000	1000.000000
cpd00034[e0]	0.01	-1000.000000	1000.000000
cpd00035[e0]	0.01	-0.000000	-0.000000
cpd00047[e0]	0.01	-0.000000	-0.000000
cpd00053[e0]	0.01	-0.000000	-0.000000
cpd00058[e0]	0.01	-1000.000000	1000.000000
cpd00063[e0]	0.01	-1000.000000	1000.000000
cpd00067[e0]	0.01	-0.000000	-0.000000
cpd00073[e0]	0.01	-1000.000000	-0.000000
cpd00092[e0]	0.01	-1000.000000	-0.000000
cpd00099[e0]	0.01	-1000.000000	1000.000000
cpd00111[e0]	0.01	-1000.000000	-0.000000
cpd00116[e0]	0.01	-10.000000	-10.000000
cpd00117[e0]	0.01	-0.000000	-0.000000
cpd00129[e0]	0.01	-1000.000000	-0.000000
cpd00131[e0]	0.01	-1000.000000	1000.000000
cpd00149[e0]	0.01	-1000.000000	1000.000000
cpd00204[e0]	0.01	-1000.000000	-0.000000
cpd00205[e0]	0.01	-1000.000000	1000.000000
cpd00209[e0]	0.01	-1000.000000	-0.000000
cpd00210[e0]	0.01	-1000.000000	-0.000000
cpd00226[e0]	0.01	-1000.000000	-0.000000
cpd00239[e0]	0.01	-1000.000000	1000.000000
cpd00244[e0]	0.01	-1000.000000	1000.000000
cpd00254[e0]	0.01	-1000.000000	1000.000000
cpd00305[e0]	0.01	-1000.000000	1000.000000
cpd00307[e0]	0.01	-1000.000000	-0.000000
cpd00355[e0]	0.01	-1000.000000	1000.000000
cpd00430[e0]	0.01	-1000.000000	-0.000000
cpd00489[e0]	0.01	-1000.000000	-0.000000
cpd00528[e0]	0.01	-1000.000000	-0.000000
cpd00540[e0]	0.01	-1000.000000	-0.000000
cpd00558[e0]	0.01	-1000.000000	-0.000000
cpd00655[e0]	0.01	-1000.000000	-0.000000
cpd00703[e0]	0.01	-1000.000000	-0.000000
cpd00971[e0]	0.01	-1000.000000	-0.000000
cpd01024[e0]	0.01	-0.000000	1000.000000
cpd01080[e0]	0.01	-1000.000000	-0.000000
cpd01741[e0]	0.01	-1000.000000	-0.000000
cpd03396[e0]	0.01	-1000.000000	1000.000000
cpd03422[e0]	0.01	-1000.000000	-0.000000
cpd03847[e0]	0.01	-1000.000000	-0.000000
cpd10515[e0]	0.01	-1000.000000	1000.000000
cpd10516[e0]	0.01	-1000.000000	1000.000000
cpd11416[c0]	0.01	-1000.000000	-0.000000
cpd11640[e0]	0.01	-1000.000000	-0.000000
cpd15269[e0]	0.01	-1000.000000	1000.000000
cpd15302[c0]	0.01	-1000.000000	-0.000000
cpd15573[c0]	0.01	-1000.000000	1000.000000
cpd15000[c0]	0.01	-1000.000000	Inf
cpd17041[c0]	0.01	-1000.000000	-0.000000
cpd17042[c0]	0.01	-1000.000000	-0.000000
cpd17043[c0]	0.01	-1000.000000	-0.000000
