reaction_id	probability	complex_diagnostic	complex_details	putative_GPR
rxn05500	0	HASCOMPLEXES	///kb|cpx.411 (0.0000; CPLX_NOTTHERE) 	
rxn10302	0.036574538513259	HASCOMPLEXES	///kb|cpx.131 (0.0366; CPLX_FULL) 	(fig|267377.1.peg.1088 or fig|267377.1.peg.356 or fig|267377.1.peg.1293)
rxn04052	0.976895469571289	HASCOMPLEXES	///kb|cpx.582 (0.9769; CPLX_FULL) 	fig|267377.1.peg.330
rxn05508	0	HASCOMPLEXES	///kb|cpx.334 (0.0000; CPLX_NOREPS) 	
rxn04050	0.948902821092955	HASCOMPLEXES	///kb|cpx.96 (0.9489; CPLX_FULL) 	fig|267377.1.peg.599
rxn03020	0.946583105276695	HASCOMPLEXES	///kb|cpx.614 (0.9457; CPLX_FULL) ///kb|cpx.613 (0.6314; CPLX_FULL) ///kb|cpx.619 (0.8997; CPLX_FULL) ///kb|cpx.612 (0.6723; CPLX_FULL) ///kb|cpx.617 (0.9466; CPLX_FULL) ///kb|cpx.618 (0.9083; CPLX_FULL) ///kb|cpx.616 (0.7618; CPLX_FULL) ///kb|cpx.615 (0.9108; CPLX_FULL) 	fig|267377.1.peg.1562 or fig|267377.1.peg.1563 or fig|267377.1.peg.1560 or fig|267377.1.peg.1561 or fig|267377.1.peg.1567 or (fig|267377.1.peg.1564 or fig|267377.1.peg.1565)
rxn01044	0	HASCOMPLEXES	///kb|cpx.1157 (0.0000; CPLX_NOTTHERE) 	
rxn02516	0	HASCOMPLEXES	///kb|cpx.50990 (0.0000; CPLX_NOREPS) 	
rxn10215	0	HASCOMPLEXES	///kb|cpx.16 (0.0000; CPLX_NOTTHERE) 	
rxn10214	0	HASCOMPLEXES	///kb|cpx.16 (0.0000; CPLX_NOTTHERE) 	
rxn10217	0	HASCOMPLEXES	///kb|cpx.16 (0.0000; CPLX_NOTTHERE) 	
rxn10216	0	HASCOMPLEXES	///kb|cpx.16 (0.0000; CPLX_NOTTHERE) 	
rxn10211	0	HASCOMPLEXES	///kb|cpx.16 (0.0000; CPLX_NOTTHERE) 	
rxn10210	0	HASCOMPLEXES	///kb|cpx.11 (0.0000; CPLX_NOTTHERE) ///kb|cpx.447 (0.0000; CPLX_NOTTHERE) 	
rxn10213	0	HASCOMPLEXES	///kb|cpx.16 (0.0000; CPLX_NOTTHERE) 	
rxn10212	0	HASCOMPLEXES	///kb|cpx.16 (0.0000; CPLX_NOTTHERE) 	
rxn19776	0	HASCOMPLEXES	///kb|cpx.51298 (0.0000; CPLX_NOTTHERE) 	
rxn10219	0	HASCOMPLEXES	///kb|cpx.16 (0.0000; CPLX_NOTTHERE) 	
rxn10218	0	HASCOMPLEXES	///kb|cpx.16 (0.0000; CPLX_NOTTHERE) 	
rxn00892	0	HASCOMPLEXES	///kb|cpx.609 (0.0000; CPLX_NOREPS) ///kb|cpx.608 (0.0000; CPLX_NOTTHERE) 	
rxn22698	0	HASCOMPLEXES	///kb|cpx.50779 (0.0000; CPLX_NOREPS) 	
rxn22699	0	HASCOMPLEXES	///kb|cpx.50779 (0.0000; CPLX_NOREPS) 	
rxn00897	0	HASCOMPLEXES	///kb|cpx.1719 (0.0000; CPLX_NOTTHERE) 	
rxn22694	0	HASCOMPLEXES	///kb|cpx.50779 (0.0000; CPLX_NOREPS) 	
rxn22695	0	HASCOMPLEXES	///kb|cpx.50779 (0.0000; CPLX_NOREPS) 	
rxn22696	0	HASCOMPLEXES	///kb|cpx.50779 (0.0000; CPLX_NOREPS) 	
rxn22697	0	HASCOMPLEXES	///kb|cpx.50779 (0.0000; CPLX_NOREPS) 	
rxn03931	0	HASCOMPLEXES	///kb|cpx.504 (0.0000; CPLX_NOTTHERE) 	
rxn22691	0	HASCOMPLEXES	///kb|cpx.50779 (0.0000; CPLX_NOREPS) 	
rxn22692	0	HASCOMPLEXES	///kb|cpx.50779 (0.0000; CPLX_NOREPS) 	
rxn22693	0	HASCOMPLEXES	///kb|cpx.50779 (0.0000; CPLX_NOREPS) 	
rxn00060	0.971995725667513	HASCOMPLEXES	///kb|cpx.1323 (0.9720; CPLX_FULL) 	fig|267377.1.peg.872
rxn28248	0	HASCOMPLEXES	///kb|cpx.11 (0.0000; CPLX_NOTTHERE) 	
rxn05470	0	HASCOMPLEXES	///kb|cpx.1213 (0.0000; CPLX_NOTTHERE) 	
rxn28243	0	HASCOMPLEXES	///kb|cpx.11 (0.0000; CPLX_NOTTHERE) 	
rxn28242	0	HASCOMPLEXES	///kb|cpx.11 (0.0000; CPLX_NOTTHERE) 	
rxn00879	0.403514016515957	HASCOMPLEXES	///kb|cpx.161 (0.4035; CPLX_FULL) 	fig|267377.1.peg.352
rxn12645	0.969971331379672	HASCOMPLEXES	///kb|cpx.47 (0.9240; CPLX_FULL) ///kb|cpx.51 (0.0000; CPLX_NOTTHERE) ///kb|cpx.46 (0.0000; CPLX_NOTTHERE) ///kb|cpx.50 (0.0000; CPLX_NOTTHERE) ///kb|cpx.52 (0.0000; CPLX_NOTTHERE) ///kb|cpx.48 (0.0000; CPLX_NOTTHERE) ///kb|cpx.45 (0.9700; CPLX_FULL) ///kb|cpx.49 (0.0000; CPLX_NOTTHERE) 	fig|267377.1.peg.1444 or fig|267377.1.peg.1204
rxn00872	0	HASCOMPLEXES	///kb|cpx.464 (0.0000; CPLX_NOTTHERE) 	
rxn10131	0.0285329640722161	HASCOMPLEXES	///kb|cpx.1688 (0.0285; CPLX_FULL) 	fig|267377.1.peg.850
rxn10132	0	HASCOMPLEXES	///kb|cpx.1635 (0.0000; CPLX_NOTTHERE) 	
rxn10133	0	HASCOMPLEXES	///kb|cpx.1259 (0.0000; CPLX_NOTTHERE) 	
rxn10136	0	HASCOMPLEXES	///kb|cpx.1804 (0.0000; CPLX_NOTTHERE) 	
rxn00875	0	HASCOMPLEXES	///kb|cpx.100 (0.0000; CPLX_NOTTHERE) 	
rxn20221	0	HASCOMPLEXES	///kb|cpx.1589 (0.0000; CPLX_NOTTHERE) 	
rxn09996	0.16883162383553	HASCOMPLEXES	///kb|cpx.732 (0.1688; CPLX_PARTIAL_2_of_6) 	(fig|267377.1.peg.1088 and fig|267377.1.peg.1079)
rxn27009	0	HASCOMPLEXES	///kb|cpx.51251 (0.0000; CPLX_NOREPS) 	
rxn05656	0.1573635390564	HASCOMPLEXES	///kb|cpx.232 (0.1574; CPLX_PARTIAL_2_of_3) 	(fig|267377.1.peg.1197 and fig|267377.1.peg.1198)
rxn26772	0	HASCOMPLEXES	///kb|cpx.51376 (0.0000; CPLX_NOREPS) 	
rxn05654	0	HASCOMPLEXES	///kb|cpx.335 (0.0000; CPLX_NOTTHERE) ///kb|cpx.334 (0.0000; CPLX_NOREPS) ///kb|cpx.333 (0.0000; CPLX_NOTTHERE) ///kb|cpx.336 (0.0000; CPLX_NOTTHERE) 	
rxn05655	0	HASCOMPLEXES	///kb|cpx.1755 (0.0000; CPLX_NOTTHERE) 	
rxn26776	0	HASCOMPLEXES	///kb|cpx.1324 (0.0000; CPLX_NOTTHERE) 	
rxn05651	0.993382860683408	HASCOMPLEXES	///kb|cpx.1568 (0.9934; CPLX_FULL) ///kb|cpx.1567 (0.0000; CPLX_NOTTHERE) 	(fig|267377.1.peg.663 or fig|267377.1.peg.529)
rxn05890	0	HASCOMPLEXES	///kb|cpx.1186 (0.0000; CPLX_NOTTHERE) 	
rxn05893	0.00781235962003699	HASCOMPLEXES	///kb|cpx.1366 (0.0078; CPLX_FULL) 	fig|267377.1.peg.78
rxn10044	0	HASCOMPLEXES	///kb|cpx.329 (0.0000; CPLX_NOTTHERE) 	
rxn10046	0	HASCOMPLEXES	///kb|cpx.1395 (0.0000; CPLX_NOTTHERE) 	
rxn00278	0.987200686816842	HASCOMPLEXES	///kb|cpx.1316 (0.9872; CPLX_FULL) 	fig|267377.1.peg.1513
rxn00449	0	HASCOMPLEXES	///kb|cpx.483 (0.0000; CPLX_NOREPS) 	
rxn10042	0.998948993400842	HASCOMPLEXES	///kb|cpx.51330 (0.0000; CPLX_NOREPS) ///kb|cpx.51325 (0.8612; CPLX_FULL) ///kb|cpx.50541 (0.9470; CPLX_FULL) ///kb|cpx.50457 (0.9782; CPLX_FULL) ///kb|cpx.50162 (0.0000; CPLX_NOREPS) ///kb|cpx.50081 (0.9844; CPLX_FULL) ///kb|cpx.50896 (0.0000; CPLX_NOREPS) ///kb|cpx.51120 (0.9519; CPLX_FULL) ///kb|cpx.50576 (0.9989; CPLX_FULL) ///kb|cpx.51240 (0.0000; CPLX_NOTTHERE) ///kb|cpx.51384 (0.0000; CPLX_NOTTHERE) ///kb|cpx.51082 (0.0000; CPLX_NOTTHERE) ///kb|cpx.50023 (0.0106; CPLX_PARTIAL_9_of_10) ///kb|cpx.51122 (0.0000; CPLX_NOREPS) ///kb|cpx.1175 (0.0000; CPLX_NOTTHERE) ///kb|cpx.51069 (0.7558; CPLX_FULL) ///kb|cpx.50550 (0.9777; CPLX_FULL) ///kb|cpx.50042 (0.0106; CPLX_FULL) ///kb|cpx.51126 (0.0000; CPLX_NOTTHERE) ///kb|cpx.50366 (0.0000; CPLX_NOTTHERE) ///kb|cpx.50821 (0.0000; CPLX_NOREPS) ///kb|cpx.50999 (0.0000; CPLX_NOTTHERE) ///kb|cpx.50369 (0.0000; CPLX_NOREPS) ///kb|cpx.50021 (0.0000; CPLX_NOREPS) ///kb|cpx.50022 (0.0000; CPLX_NOREPS_AND_NOTTHERE) 	fig|267377.1.peg.1039 or fig|267377.1.peg.1045 or fig|267377.1.peg.1044 or fig|267377.1.peg.1046 or fig|267377.1.peg.1041 or fig|267377.1.peg.1040 or fig|267377.1.peg.1042
rxn10043	0	HASCOMPLEXES	///kb|cpx.757 (0.0000; CPLX_NOTTHERE) 	
rxn00274	0.391438963927851	HASCOMPLEXES	///kb|cpx.1560 (0.3914; CPLX_FULL) 	fig|267377.1.peg.1574
rxn00272	0.257816791144573	HASCOMPLEXES	///kb|cpx.801 (0.2578; CPLX_FULL) 	fig|267377.1.peg.391
rxn00257	0	HASCOMPLEXES	///kb|cpx.1003 (0.0000; CPLX_NOREPS) ///kb|cpx.50036 (0.0000; CPLX_NOREPS) ///kb|cpx.51165 (0.0000; CPLX_NOREPS) ///kb|cpx.1004 (0.0000; CPLX_NOREPS) 	
rxn00852	0	HASCOMPLEXES	///kb|cpx.50551 (0.0000; CPLX_NOREPS) 	
rxn24111	0	NOCOMPLEXES		
rxn24113	0	NOCOMPLEXES		
rxn24112	0	NOCOMPLEXES		
rxn05092	0	HASCOMPLEXES	///kb|cpx.1099 (0.0000; CPLX_NOTTHERE) 	
rxn00853	0	HASCOMPLEXES	///kb|cpx.701 (0.0000; CPLX_NOTTHERE) 	
rxn00441	0	HASCOMPLEXES	///kb|cpx.636 (0.0000; CPLX_NOTTHERE) 	
rxn05622	0	HASCOMPLEXES	///kb|cpx.396 (0.0000; CPLX_NOREPS) 	
rxn17242	0.0042086079274429	HASCOMPLEXES	///kb|cpx.544 (0.0042; CPLX_FULL) 	fig|267377.1.peg.981
rxn00440	0	HASCOMPLEXES	///kb|cpx.1644 (0.0000; CPLX_NOTTHERE) 	
rxn05621	0.1573635390564	HASCOMPLEXES	///kb|cpx.232 (0.1574; CPLX_PARTIAL_2_of_3) 	(fig|267377.1.peg.1197 and fig|267377.1.peg.1198)
rxn05252	0.512379791599011	HASCOMPLEXES	///kb|cpx.498 (0.5124; CPLX_FULL) 	fig|267377.1.peg.566
rxn05250	0.512379791599011	HASCOMPLEXES	///kb|cpx.498 (0.5124; CPLX_FULL) 	fig|267377.1.peg.566
rxn05251	0.512379791599011	HASCOMPLEXES	///kb|cpx.498 (0.5124; CPLX_FULL) 	fig|267377.1.peg.566
rxn05256	0.6886123988638	HASCOMPLEXES	///kb|cpx.1163 (0.6886; CPLX_FULL) 	fig|267377.1.peg.1681
rxn05155	0.00811483572513592	HASCOMPLEXES	///kb|cpx.1127 (0.0081; CPLX_FULL) ///kb|cpx.1126 (0.0027; CPLX_PARTIAL_1_of_3) 	fig|267377.1.peg.229
rxn20788	0	HASCOMPLEXES	///kb|cpx.212 (0.0000; CPLX_NOTTHERE) ///kb|cpx.50000 (0.0000; CPLX_NOTTHERE) ///kb|cpx.213 (0.0000; CPLX_NOTTHERE) 	
rxn00649	0	HASCOMPLEXES	///kb|cpx.260 (0.0000; CPLX_NOTTHERE) ///kb|cpx.259 (0.0000; CPLX_NOTTHERE) 	
rxn00646	0.143450059042288	HASCOMPLEXES	///kb|cpx.1043 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1042 (0.1435; CPLX_FULL) 	fig|267377.1.peg.437
rxn00641	0.162483524854265	HASCOMPLEXES	///kb|cpx.816 (0.1625; CPLX_FULL) 	fig|267377.1.peg.1076
rxn00640	0	HASCOMPLEXES	///kb|cpx.256 (0.0000; CPLX_NOTTHERE) 	
rxn00643	0	HASCOMPLEXES	///kb|cpx.51183 (0.0000; CPLX_NOTTHERE) 	
rxn00642	0	HASCOMPLEXES	///kb|cpx.1147 (0.0000; CPLX_NOTTHERE) 	
rxn26517	0	HASCOMPLEXES	///kb|cpx.50831 (0.0000; CPLX_NOREPS) 	
rxn08178	0	HASCOMPLEXES	///kb|cpx.634 (0.0000; CPLX_NOREPS) 	
rxn26518	0	HASCOMPLEXES	///kb|cpx.123 (0.0000; CPLX_NOTTHERE) 	
rxn01370	0	HASCOMPLEXES	///kb|cpx.7 (0.0000; CPLX_NOTTHERE) 	
rxn01403	0	HASCOMPLEXES	///kb|cpx.1195 (0.0000; CPLX_NOTTHERE) 	
rxn01406	0.989660889201521	HASCOMPLEXES	///kb|cpx.300 (0.9897; CPLX_FULL) 	fig|267377.1.peg.1584
rxn01404	0	HASCOMPLEXES	///kb|cpx.1549 (0.0000; CPLX_NOTTHERE) 	
rxn01973	0.24486286139482	HASCOMPLEXES	///kb|cpx.713 (0.2449; CPLX_FULL) 	fig|267377.1.peg.1398
rxn01972	0	HASCOMPLEXES	///kb|cpx.1356 (0.0000; CPLX_NOTTHERE) 	
rxn12206	0	HASCOMPLEXES	///kb|cpx.1709 (0.0000; CPLX_NOTTHERE) 	
rxn01977	0.982100091536022	HASCOMPLEXES	///kb|cpx.299 (0.9821; CPLX_FULL) 	fig|267377.1.peg.1295
rxn01975	0	HASCOMPLEXES	///kb|cpx.354 (0.0000; CPLX_NOTTHERE) 	
rxn01974	0.976915746281642	HASCOMPLEXES	///kb|cpx.593 (0.0000; CPLX_NOTTHERE) ///kb|cpx.594 (0.9769; CPLX_FULL) 	fig|267377.1.peg.917
rxn00950	0	HASCOMPLEXES	///kb|cpx.1245 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1246 (0.0000; CPLX_NOTTHERE) 	
rxn10305	0.036574538513259	HASCOMPLEXES	///kb|cpx.131 (0.0366; CPLX_FULL) 	(fig|267377.1.peg.1088 or fig|267377.1.peg.356 or fig|267377.1.peg.1293)
rxn08025	0	HASCOMPLEXES	///kb|cpx.341 (0.0000; CPLX_NOTTHERE) 	
rxn01080	0	HASCOMPLEXES	///kb|cpx.364 (0.0000; CPLX_NOTTHERE) 	
rxn00953	0.00586026278810263	HASCOMPLEXES	///kb|cpx.630 (0.0059; CPLX_FULL) 	fig|267377.1.peg.52
rxn01578	0.0174667811895274	HASCOMPLEXES	///kb|cpx.796 (0.0175; CPLX_FULL) 	fig|267377.1.peg.1133
rxn04771	0	HASCOMPLEXES	///kb|cpx.50769 (0.0000; CPLX_NOREPS) 	
rxn01573	0	HASCOMPLEXES	///kb|cpx.252 (0.0000; CPLX_NOTTHERE) 	
rxn01570	0	HASCOMPLEXES	///kb|cpx.50759 (0.0000; CPLX_NOTTHERE) 	
rxn02071	0	HASCOMPLEXES	///kb|cpx.654 (0.0000; CPLX_NOTTHERE) 	
rxn23921	0	HASCOMPLEXES	///kb|cpx.50264 (0.0000; CPLX_NOREPS) ///kb|cpx.50230 (0.0000; CPLX_NOREPS) 	
rxn23923	0	HASCOMPLEXES	///kb|cpx.50264 (0.0000; CPLX_NOREPS) ///kb|cpx.50230 (0.0000; CPLX_NOREPS) 	
rxn02988	0.989299585883328	HASCOMPLEXES	///kb|cpx.241 (0.0000; CPLX_NOREPS) ///kb|cpx.51168 (0.9893; CPLX_FULL) 	fig|267377.1.peg.1242
rxn02986	0.03022042826316	HASCOMPLEXES	///kb|cpx.1146 (0.0302; CPLX_FULL) 	fig|267377.1.peg.1250
rxn00007	0	HASCOMPLEXES	///kb|cpx.877 (0.0000; CPLX_NOTTHERE) ///kb|cpx.876 (0.0000; CPLX_NOTTHERE) 	
rxn00006	0	HASCOMPLEXES	///kb|cpx.1324 (0.0000; CPLX_NOTTHERE) 	
rxn00001	0.982200689984382	HASCOMPLEXES	///kb|cpx.1834 (0.9822; CPLX_FULL) ///kb|cpx.50997 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1833 (0.0143; CPLX_FULL) ///kb|cpx.1835 (0.0000; CPLX_NOTTHERE) 	fig|267377.1.peg.219
rxn00002	0	HASCOMPLEXES	///kb|cpx.1286 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1285 (0.0000; CPLX_NOTTHERE) 	
rxn01887	0	HASCOMPLEXES	///kb|cpx.50375 (0.0000; CPLX_NOTTHERE) 	
rxn28342	0	NOCOMPLEXES		
rxn01888	0	HASCOMPLEXES	///kb|cpx.50723 (0.0000; CPLX_NOREPS) 	
rxn09199	0	HASCOMPLEXES	///kb|cpx.251 (0.0000; CPLX_NOTTHERE) 	
rxn09198	0	HASCOMPLEXES	///kb|cpx.251 (0.0000; CPLX_NOTTHERE) 	
rxn00467	0	HASCOMPLEXES	///kb|cpx.1290 (0.0000; CPLX_NOTTHERE) 	
rxn01790	0.993205055486612	HASCOMPLEXES	///kb|cpx.777 (0.9932; CPLX_FULL) ///kb|cpx.1806 (0.9525; CPLX_FULL) 	fig|267377.1.peg.672 or fig|267377.1.peg.654
rxn00461	0	HASCOMPLEXES	///kb|cpx.610 (0.0000; CPLX_NOTTHERE) 	
rxn01799	0.312148680239896	HASCOMPLEXES	///kb|cpx.644 (0.3121; CPLX_FULL) ///kb|cpx.287 (0.1102; CPLX_FULL) 	fig|267377.1.peg.327
rxn00469	0.724097820373011	HASCOMPLEXES	///kb|cpx.1754 (0.7241; CPLX_FULL) 	fig|267377.1.peg.1398
rxn09197	0	HASCOMPLEXES	///kb|cpx.251 (0.0000; CPLX_NOTTHERE) 	
rxn02213	0.92885879805576	HASCOMPLEXES	///kb|cpx.699 (0.0037; CPLX_FULL) ///kb|cpx.698 (0.0000; CPLX_NOTTHERE) ///kb|cpx.697 (0.9289; CPLX_FULL) 	fig|267377.1.peg.1394
rxn02212	0.978794716498367	HASCOMPLEXES	///kb|cpx.114 (0.9788; CPLX_FULL) ///kb|cpx.113 (0.0000; CPLX_NOTTHERE) 	fig|267377.1.peg.6
rxn16289	0	HASCOMPLEXES	///kb|cpx.50477 (0.0000; CPLX_NOREPS) 	
rxn07584	0	HASCOMPLEXES	///kb|cpx.152 (0.0000; CPLX_NOTTHERE) 	
rxn05405	0	HASCOMPLEXES	///kb|cpx.147 (0.0000; CPLX_NOTTHERE) 	
rxn02219	0	NOCOMPLEXES		
rxn02187	0.993205055486612	HASCOMPLEXES	///kb|cpx.777 (0.9932; CPLX_FULL) 	fig|267377.1.peg.654
rxn02186	0.993205055486612	HASCOMPLEXES	///kb|cpx.777 (0.9932; CPLX_FULL) 	fig|267377.1.peg.654
rxn02185	0.991055742830519	HASCOMPLEXES	///kb|cpx.993 (0.0000; CPLX_NOTTHERE) ///kb|cpx.990 (0.0000; CPLX_NOTTHERE) ///kb|cpx.994 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1103 (0.0000; CPLX_NOTTHERE) ///kb|cpx.991 (0.9911; CPLX_FULL) ///kb|cpx.992 (0.0000; CPLX_NOTTHERE) 	(fig|267377.1.peg.651 and (fig|267377.1.peg.650 or fig|267377.1.peg.142))
rxn07586	0.947670637351662	HASCOMPLEXES	///kb|cpx.174 (0.9477; CPLX_FULL) 	fig|267377.1.peg.1591
rxn02181	0	HASCOMPLEXES	///kb|cpx.206 (0.0000; CPLX_NOTTHERE) 	
rxn01674	0	HASCOMPLEXES	///kb|cpx.7 (0.0000; CPLX_NOTTHERE) 	
rxn07587	0.986624182783359	HASCOMPLEXES	///kb|cpx.649 (0.9866; CPLX_FULL) 	fig|267377.1.peg.1203
rxn01675	0.197407836485961	HASCOMPLEXES	///kb|cpx.44 (0.1974; CPLX_FULL) 	fig|267377.1.peg.1076
rxn03852	0.0024843517867023	HASCOMPLEXES	///kb|cpx.183 (0.0025; CPLX_FULL) 	fig|267377.1.peg.90
rxn03856	0	HASCOMPLEXES	///kb|cpx.512 (0.0000; CPLX_NOTTHERE) 	
rxn02677	0	HASCOMPLEXES	///kb|cpx.50458 (0.0000; CPLX_NOREPS) 	
rxn00511	0	HASCOMPLEXES	///kb|cpx.1499 (0.0000; CPLX_NOTTHERE) 	
rxn00510	0	HASCOMPLEXES	///kb|cpx.1793 (0.0000; CPLX_NOTTHERE) 	
rxn00512	0.0660595419541658	HASCOMPLEXES	///kb|cpx.304 (0.0661; CPLX_FULL) 	fig|267377.1.peg.870
rxn00515	0.981008221413384	HASCOMPLEXES	///kb|cpx.356 (0.9810; CPLX_FULL) 	fig|267377.1.peg.283
rxn02853	0.268226151494167	HASCOMPLEXES	///kb|cpx.145 (0.2682; CPLX_FULL) 	fig|267377.1.peg.1487
rxn08808	0	HASCOMPLEXES	///kb|cpx.34 (0.0000; CPLX_NOTTHERE) ///kb|cpx.35 (0.0000; CPLX_NOTTHERE) 	
rxn08809	0	HASCOMPLEXES	///kb|cpx.34 (0.0000; CPLX_NOTTHERE) ///kb|cpx.35 (0.0000; CPLX_NOTTHERE) 	
rxn07487	0	HASCOMPLEXES	///kb|cpx.51183 (0.0000; CPLX_NOTTHERE) 	
rxn08804	0	HASCOMPLEXES	///kb|cpx.34 (0.0000; CPLX_NOTTHERE) ///kb|cpx.35 (0.0000; CPLX_NOTTHERE) 	
rxn02322	0.0293993712483485	HASCOMPLEXES	///kb|cpx.1671 (0.0294; CPLX_FULL) 	fig|267377.1.peg.1335
rxn02321	0	HASCOMPLEXES	///kb|cpx.1874 (0.0000; CPLX_NOTTHERE) 	
rxn08807	0	HASCOMPLEXES	///kb|cpx.34 (0.0000; CPLX_NOTTHERE) ///kb|cpx.35 (0.0000; CPLX_NOTTHERE) 	
rxn08800	0	HASCOMPLEXES	///kb|cpx.34 (0.0000; CPLX_NOTTHERE) ///kb|cpx.35 (0.0000; CPLX_NOTTHERE) 	
rxn08801	0	HASCOMPLEXES	///kb|cpx.34 (0.0000; CPLX_NOTTHERE) ///kb|cpx.35 (0.0000; CPLX_NOTTHERE) 	
rxn08802	0	HASCOMPLEXES	///kb|cpx.34 (0.0000; CPLX_NOTTHERE) ///kb|cpx.35 (0.0000; CPLX_NOTTHERE) 	
rxn08803	0	HASCOMPLEXES	///kb|cpx.34 (0.0000; CPLX_NOTTHERE) ///kb|cpx.35 (0.0000; CPLX_NOTTHERE) 	
rxn10868	0	HASCOMPLEXES	///kb|cpx.920 (0.0000; CPLX_NOREPS) 	
rxn15249	0	HASCOMPLEXES	///kb|cpx.908 (0.0000; CPLX_NOTTHERE) 	
rxn01522	0	HASCOMPLEXES	///kb|cpx.979 (0.0000; CPLX_NOTTHERE) ///kb|cpx.978 (0.0000; CPLX_NOTTHERE) ///kb|cpx.977 (0.0000; CPLX_NOTTHERE) 	
rxn10865	0	HASCOMPLEXES	///kb|cpx.451 (0.0000; CPLX_NOTTHERE) ///kb|cpx.452 (0.0000; CPLX_NOTTHERE) ///kb|cpx.450 (0.0000; CPLX_NOTTHERE) 	
rxn15045	0	HASCOMPLEXES	///kb|cpx.50524 (0.0000; CPLX_NOREPS) 	
rxn27340	0	HASCOMPLEXES	///kb|cpx.50875 (0.0000; CPLX_NOREPS) 	
rxn02937	0.98494903610562	HASCOMPLEXES	///kb|cpx.253 (0.9849; CPLX_FULL) 	fig|267377.1.peg.1254
rxn02286	0	HASCOMPLEXES	///kb|cpx.545 (0.0000; CPLX_NOTTHERE) 	
rxn04048	0.994627788899818	HASCOMPLEXES	///kb|cpx.798 (0.9946; CPLX_FULL) 	fig|267377.1.peg.1662
rxn04045	0.742016870638173	HASCOMPLEXES	///kb|cpx.586 (0.7420; CPLX_FULL) ///kb|cpx.587 (0.0078; CPLX_FULL) 	fig|267377.1.peg.164
rxn04046	0.964831371911341	HASCOMPLEXES	///kb|cpx.482 (0.9648; CPLX_FULL) 	fig|267377.1.peg.319
rxn04047	0.974108581287411	HASCOMPLEXES	///kb|cpx.1516 (0.9741; CPLX_FULL) 	fig|267377.1.peg.953
rxn03034	0.0469849638937229	HASCOMPLEXES	///kb|cpx.294 (0.0000; CPLX_NOREPS) ///kb|cpx.295 (0.0357; CPLX_FULL) ///kb|cpx.293 (0.0470; CPLX_FULL) 	fig|267377.1.peg.381
rxn08933	0	HASCOMPLEXES	///kb|cpx.173 (0.0000; CPLX_NOTTHERE) 	
rxn02529	0	HASCOMPLEXES	///kb|cpx.864 (0.0000; CPLX_NOTTHERE) 	
rxn08935	0	HASCOMPLEXES	///kb|cpx.173 (0.0000; CPLX_NOTTHERE) 	
rxn08936	0	HASCOMPLEXES	///kb|cpx.173 (0.0000; CPLX_NOTTHERE) 	
rxn15334	0	HASCOMPLEXES	///kb|cpx.1265 (0.0000; CPLX_NOTTHERE) 	
rxn04684	0	HASCOMPLEXES	///kb|cpx.51348 (0.0000; CPLX_NOREPS) 	
rxn02521	0	HASCOMPLEXES	///kb|cpx.475 (0.0000; CPLX_NOTTHERE) 	
rxn02522	0	HASCOMPLEXES	///kb|cpx.475 (0.0000; CPLX_NOTTHERE) 	
rxn10260	0	HASCOMPLEXES	///kb|cpx.210 (0.0000; CPLX_NOTTHERE) 	
rxn10261	0	HASCOMPLEXES	///kb|cpx.210 (0.0000; CPLX_NOTTHERE) 	
rxn10262	0	HASCOMPLEXES	///kb|cpx.210 (0.0000; CPLX_NOTTHERE) 	
rxn10263	0	HASCOMPLEXES	///kb|cpx.210 (0.0000; CPLX_NOTTHERE) 	
rxn10264	0	HASCOMPLEXES	///kb|cpx.210 (0.0000; CPLX_NOTTHERE) 	
rxn10265	0.733119406018769	HASCOMPLEXES	///kb|cpx.171 (0.0000; CPLX_NOTTHERE) ///kb|cpx.172 (0.7331; CPLX_FULL) 	fig|267377.1.peg.1631
rxn10266	0.733119406018769	HASCOMPLEXES	///kb|cpx.171 (0.0000; CPLX_NOTTHERE) ///kb|cpx.172 (0.7331; CPLX_FULL) 	fig|267377.1.peg.1631
rxn10267	0.733119406018769	HASCOMPLEXES	///kb|cpx.171 (0.0000; CPLX_NOTTHERE) ///kb|cpx.172 (0.7331; CPLX_FULL) 	fig|267377.1.peg.1631
rxn10268	0.733119406018769	HASCOMPLEXES	///kb|cpx.171 (0.0000; CPLX_NOTTHERE) ///kb|cpx.172 (0.7331; CPLX_FULL) 	fig|267377.1.peg.1631
rxn10269	0.733119406018769	HASCOMPLEXES	///kb|cpx.171 (0.0000; CPLX_NOTTHERE) ///kb|cpx.172 (0.7331; CPLX_FULL) 	fig|267377.1.peg.1631
rxn24134	0	HASCOMPLEXES	///kb|cpx.50918 (0.0000; CPLX_NOREPS) ///kb|cpx.50278 (0.0000; CPLX_NOREPS) 	
rxn09315	0.166306350949819	HASCOMPLEXES	///kb|cpx.91 (0.1663; CPLX_PARTIAL_1_of_3) 	fig|267377.1.peg.1502
