reaction_id	probability	complex_diagnostic	complex_details	putative_GPR
rxn10282	0	HASCOMPLEXES	///kb|cpx.202 (0.0000; CPLX_NOTTHERE) 	
rxn10283	0	HASCOMPLEXES	///kb|cpx.202 (0.0000; CPLX_NOTTHERE) 	
rxn10280	0	HASCOMPLEXES	///kb|cpx.202 (0.0000; CPLX_NOTTHERE) 	
rxn10281	0	HASCOMPLEXES	///kb|cpx.202 (0.0000; CPLX_NOTTHERE) 	
rxn10286	0	HASCOMPLEXES	///kb|cpx.202 (0.0000; CPLX_NOTTHERE) 	
rxn10287	0	HASCOMPLEXES	///kb|cpx.202 (0.0000; CPLX_NOTTHERE) 	
rxn10284	0	HASCOMPLEXES	///kb|cpx.202 (0.0000; CPLX_NOTTHERE) 	
rxn10285	0	HASCOMPLEXES	///kb|cpx.202 (0.0000; CPLX_NOTTHERE) 	
rxn27738	0.99416040077594	HASCOMPLEXES	///kb|cpx.388 (0.9942; CPLX_FULL) 	fig|267377.1.peg.132
rxn10288	0	HASCOMPLEXES	///kb|cpx.202 (0.0000; CPLX_NOTTHERE) 	
rxn10289	0	HASCOMPLEXES	///kb|cpx.122 (0.0000; CPLX_NOTTHERE) 	
rxn27739	0.99416040077594	HASCOMPLEXES	///kb|cpx.388 (0.9942; CPLX_FULL) 	fig|267377.1.peg.132
rxn00546	0	HASCOMPLEXES	///kb|cpx.1165 (0.0000; CPLX_NOTTHERE) 	
rxn03983	0	HASCOMPLEXES	///kb|cpx.50344 (0.0000; CPLX_NOREPS) 	
rxn23754	0	HASCOMPLEXES	///kb|cpx.51188 (0.0000; CPLX_NOREPS) 	
rxn19128	0	HASCOMPLEXES	///kb|cpx.714 (0.0000; CPLX_NOTTHERE) 	
rxn03167	0	HASCOMPLEXES	///kb|cpx.470 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1749 (0.0000; CPLX_NOTTHERE) 	
rxn03164	0	HASCOMPLEXES	///kb|cpx.155 (0.0000; CPLX_NOTTHERE) 	
rxn27735	0	HASCOMPLEXES	///kb|cpx.1599 (0.0000; CPLX_NOTTHERE) 	
rxn02341	0.978350750984592	HASCOMPLEXES	///kb|cpx.402 (0.9768; CPLX_FULL) ///kb|cpx.51163 (0.9784; CPLX_FULL) 	(fig|267377.1.peg.1606 or fig|267377.1.peg.204)
rxn02342	0	HASCOMPLEXES	///kb|cpx.1105 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1104 (0.0000; CPLX_NOTTHERE) 	
rxn02345	0	HASCOMPLEXES	///kb|cpx.104 (0.0000; CPLX_NOTTHERE) 	
rxn02344	0	HASCOMPLEXES	///kb|cpx.1681 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1680 (0.0000; CPLX_NOTTHERE) 	
rxn03168	0	HASCOMPLEXES	///kb|cpx.50384 (0.0000; CPLX_NOREPS) ///kb|cpx.809 (0.0000; CPLX_NOTTHERE) 	
rxn02346	0	HASCOMPLEXES	///kb|cpx.916 (0.0000; CPLX_NOTTHERE) 	
rxn08336	0.728831306156618	HASCOMPLEXES	///kb|cpx.998 (0.0058; CPLX_FULL) ///kb|cpx.996 (0.7288; CPLX_FULL) 	(fig|267377.1.peg.919 and fig|267377.1.peg.439)
rxn05347	0.0124531892902006	HASCOMPLEXES	///kb|cpx.244 (0.0125; CPLX_PARTIAL_1_of_2) ///kb|cpx.289 (0.0000; CPLX_NOTTHERE) 	fig|267377.1.peg.1211
rxn21325	0	HASCOMPLEXES	///kb|cpx.50703 (0.0000; CPLX_NOREPS) 	
rxn00808	0.00803577039173553	HASCOMPLEXES	///kb|cpx.770 (0.0080; CPLX_FULL) 	fig|267377.1.peg.1335
rxn00806	0.99416040077594	HASCOMPLEXES	///kb|cpx.388 (0.9942; CPLX_FULL) 	fig|267377.1.peg.132
rxn00804	0	HASCOMPLEXES	///kb|cpx.252 (0.0000; CPLX_NOTTHERE) 	
rxn03435	0.993205055486612	HASCOMPLEXES	///kb|cpx.777 (0.9932; CPLX_FULL) 	fig|267377.1.peg.654
rxn03436	0.993205055486612	HASCOMPLEXES	///kb|cpx.777 (0.9932; CPLX_FULL) 	fig|267377.1.peg.654
rxn03437	0.995437078719401	HASCOMPLEXES	///kb|cpx.562 (0.9954; CPLX_FULL) 	fig|267377.1.peg.318
rxn03188	0	HASCOMPLEXES	///kb|cpx.1287 (0.0000; CPLX_NOTTHERE) 	
rxn05031	0	HASCOMPLEXES	///kb|cpx.208 (0.0000; CPLX_NOTTHERE) 	
rxn03181	0	HASCOMPLEXES	///kb|cpx.1602 (0.0000; CPLX_NOTTHERE) 	
rxn03182	0	HASCOMPLEXES	///kb|cpx.1354 (0.0000; CPLX_NOTTHERE) 	
rxn07406	0	HASCOMPLEXES	///kb|cpx.50407 (0.0000; CPLX_NOREPS) 	
rxn06937	0.60018223279556	HASCOMPLEXES	///kb|cpx.1454 (0.6002; CPLX_FULL) 	fig|267377.1.peg.1011
rxn05461	0	HASCOMPLEXES	///kb|cpx.147 (0.0000; CPLX_NOTTHERE) 	
rxn10148	0.375762482681649	HASCOMPLEXES	///kb|cpx.162 (0.3758; CPLX_FULL) 	fig|267377.1.peg.850
rxn05371	0.0124531892902006	HASCOMPLEXES	///kb|cpx.244 (0.0125; CPLX_PARTIAL_1_of_2) 	fig|267377.1.peg.1211
rxn05370	0	HASCOMPLEXES	///kb|cpx.89 (0.0000; CPLX_NOTTHERE) 	
rxn05373	0	HASCOMPLEXES	///kb|cpx.94 (0.0000; CPLX_NOTTHERE) 	
rxn05372	0	HASCOMPLEXES	///kb|cpx.147 (0.0000; CPLX_NOTTHERE) 	
rxn05375	0.0124531892902006	HASCOMPLEXES	///kb|cpx.244 (0.0125; CPLX_PARTIAL_1_of_2) 	fig|267377.1.peg.1211
rxn05374	0	HASCOMPLEXES	///kb|cpx.89 (0.0000; CPLX_NOTTHERE) 	
rxn05377	0	HASCOMPLEXES	///kb|cpx.94 (0.0000; CPLX_NOTTHERE) 	
rxn05376	0	HASCOMPLEXES	///kb|cpx.147 (0.0000; CPLX_NOTTHERE) 	
rxn05379	0.0124531892902006	HASCOMPLEXES	///kb|cpx.244 (0.0125; CPLX_PARTIAL_1_of_2) 	fig|267377.1.peg.1211
rxn05378	0	HASCOMPLEXES	///kb|cpx.89 (0.0000; CPLX_NOTTHERE) 	
rxn19900	0.945022066608637	HASCOMPLEXES	///kb|cpx.127 (0.9450; CPLX_FULL) 	fig|267377.1.peg.401
rxn28986	0.704710111204864	HASCOMPLEXES	///kb|cpx.1673 (0.7047; CPLX_FULL) 	fig|267377.1.peg.391
rxn28987	0.802245258465798	HASCOMPLEXES	///kb|cpx.194 (0.8022; CPLX_FULL) 	fig|267377.1.peg.89
rxn04284	0	HASCOMPLEXES	///kb|cpx.50193 (0.0000; CPLX_NOREPS) 	
rxn27720	0.705828585954375	HASCOMPLEXES	///kb|cpx.571 (0.7058; CPLX_FULL) 	(fig|267377.1.peg.1072 or fig|267377.1.peg.1396)
rxn05573	0	HASCOMPLEXES	///kb|cpx.191 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1205 (0.0000; CPLX_NOTTHERE) 	
rxn05572	0.13520320598474	HASCOMPLEXES	///kb|cpx.13 (0.0470; CPLX_FULL) ///kb|cpx.12 (0.1352; CPLX_FULL) 	fig|267377.1.peg.835
rxn05571	0	HASCOMPLEXES	///kb|cpx.1063 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1061 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1062 (0.0000; CPLX_NOTTHERE) 	
rxn03236	0	HASCOMPLEXES	///kb|cpx.1445 (0.0000; CPLX_NOTTHERE) 	
rxn00975	0	HASCOMPLEXES	///kb|cpx.884 (0.0000; CPLX_NOTTHERE) 	
rxn00974	0.0416351255263723	HASCOMPLEXES	///kb|cpx.720 (0.0209; CPLX_FULL) ///kb|cpx.51058 (0.0416; CPLX_FULL) ///kb|cpx.717 (0.0416; CPLX_PARTIAL_1_of_2) ///kb|cpx.718 (0.0135; CPLX_FULL) ///kb|cpx.715 (0.0000; CPLX_NOTTHERE) 	fig|267377.1.peg.1480
rxn00979	0.0649539658822231	HASCOMPLEXES	///kb|cpx.148 (0.0650; CPLX_FULL) 	fig|267377.1.peg.1487
rxn03239	0	HASCOMPLEXES	///kb|cpx.382 (0.0000; CPLX_NOTTHERE) 	
rxn24744	0	HASCOMPLEXES	///kb|cpx.50327 (0.0000; CPLX_NOREPS) 	
rxn24745	0	HASCOMPLEXES	///kb|cpx.50327 (0.0000; CPLX_NOREPS) 	
rxn24746	0	HASCOMPLEXES	///kb|cpx.50282 (0.0000; CPLX_NOREPS) ///kb|cpx.50706 (0.0000; CPLX_NOREPS) 	
rxn24747	0	HASCOMPLEXES	///kb|cpx.50327 (0.0000; CPLX_NOREPS) 	
rxn12851	0.00858639436730884	HASCOMPLEXES	///kb|cpx.66 (0.0086; CPLX_FULL) ///kb|cpx.58 (0.0000; CPLX_NOTTHERE) ///kb|cpx.63 (0.0000; CPLX_NOTTHERE) ///kb|cpx.68 (0.0000; CPLX_NOTTHERE) ///kb|cpx.65 (0.0000; CPLX_NOTTHERE) 	(fig|267377.1.peg.413 or fig|267377.1.peg.929)
rxn12850	0.00858639436730884	HASCOMPLEXES	///kb|cpx.66 (0.0086; CPLX_FULL) ///kb|cpx.58 (0.0000; CPLX_NOTTHERE) ///kb|cpx.63 (0.0000; CPLX_NOTTHERE) ///kb|cpx.68 (0.0000; CPLX_NOTTHERE) ///kb|cpx.65 (0.0000; CPLX_NOTTHERE) 	(fig|267377.1.peg.413 or fig|267377.1.peg.929)
rxn19836	0	HASCOMPLEXES	///kb|cpx.317 (0.0000; CPLX_NOTTHERE) 	
rxn19835	0	HASCOMPLEXES	///kb|cpx.317 (0.0000; CPLX_NOTTHERE) 	
rxn19343	0	HASCOMPLEXES	///kb|cpx.50993 (0.0000; CPLX_NOREPS) 	
rxn00375	0	HASCOMPLEXES	///kb|cpx.302 (0.0000; CPLX_NOTTHERE) ///kb|cpx.303 (0.0000; CPLX_NOTTHERE) 	
rxn00377	0	HASCOMPLEXES	///kb|cpx.50521 (0.0000; CPLX_NOTTHERE) 	
rxn05484	0	HASCOMPLEXES	///kb|cpx.367 (0.0000; CPLX_NOTTHERE) 	
rxn00371	0.952110595928675	HASCOMPLEXES	///kb|cpx.957 (0.0012; CPLX_FULL) ///kb|cpx.952 (0.0014; CPLX_FULL) ///kb|cpx.949 (0.0000; CPLX_NOTTHERE) ///kb|cpx.956 (0.0234; CPLX_FULL) ///kb|cpx.959 (0.9521; CPLX_FULL) ///kb|cpx.951 (0.0035; CPLX_FULL) ///kb|cpx.955 (0.0000; CPLX_NOTTHERE) ///kb|cpx.958 (0.0000; CPLX_NOTTHERE) ///kb|cpx.954 (0.0003; CPLX_FULL) ///kb|cpx.51262 (0.0000; CPLX_NOREPS) ///kb|cpx.948 (0.0000; CPLX_NOTTHERE) ///kb|cpx.953 (0.0316; CPLX_FULL) 	fig|267377.1.peg.1233
rxn00379	0.400761940435532	HASCOMPLEXES	///kb|cpx.434 (0.0000; CPLX_NOTTHERE) ///kb|cpx.436 (0.2942; CPLX_FULL) ///kb|cpx.435 (0.4008; CPLX_FULL) 	fig|267377.1.peg.941
rxn27851	0.0724600732561093	HASCOMPLEXES	///kb|cpx.416 (0.0725; CPLX_FULL) 	fig|267377.1.peg.293
rxn00065	0.885812480733299	HASCOMPLEXES	///kb|cpx.1563 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1564 (0.8858; CPLX_FULL) 	fig|267377.1.peg.1064
rxn00066	0.00216746468495693	HASCOMPLEXES	///kb|cpx.1318 (0.0022; CPLX_FULL) 	fig|267377.1.peg.1259
rxn00068	0	HASCOMPLEXES	///kb|cpx.51136 (0.0000; CPLX_NOREPS) ///kb|cpx.51088 (0.0000; CPLX_NOREPS) ///kb|cpx.50617 (0.0000; CPLX_NOREPS) ///kb|cpx.50965 (0.0000; CPLX_NOREPS) ///kb|cpx.51156 (0.0000; CPLX_NOREPS) ///kb|cpx.51024 (0.0000; CPLX_NOREPS) 	
rxn00069	0	HASCOMPLEXES	///kb|cpx.50675 (0.0000; CPLX_NOREPS) 	
rxn05159	0.0194407024299834	HASCOMPLEXES	///kb|cpx.506 (0.0194; CPLX_PARTIAL_1_of_4) ///kb|cpx.507 (0.0188; CPLX_FULL) ///kb|cpx.925 (0.0000; CPLX_NOTTHERE) 	fig|267377.1.peg.407 or fig|267377.1.peg.620
rxn05158	0.0539278623926119	HASCOMPLEXES	///kb|cpx.429 (0.0539; CPLX_FULL) ///kb|cpx.430 (0.0517; CPLX_FULL) ///kb|cpx.431 (0.0000; CPLX_NOTTHERE) ///kb|cpx.432 (0.0000; CPLX_NOTTHERE) 	fig|267377.1.peg.1549 or fig|267377.1.peg.1518
rxn13414	0	HASCOMPLEXES	///kb|cpx.50182 (0.0000; CPLX_NOREPS) 	
rxn05151	0.215149100188742	HASCOMPLEXES	///kb|cpx.1049 (0.2151; CPLX_FULL) 	(fig|267377.1.peg.1632 or fig|267377.1.peg.550)
rxn05150	0	HASCOMPLEXES	///kb|cpx.1333 (0.0000; CPLX_NOREPS_AND_NOTTHERE) 	
rxn05153	0.0267242224008616	HASCOMPLEXES	///kb|cpx.285 (0.0117; CPLX_FULL) ///kb|cpx.284 (0.0267; CPLX_FULL) 	fig|267377.1.peg.942
rxn05152	0	HASCOMPLEXES	///kb|cpx.825 (0.0000; CPLX_NOREPS) 	
rxn05627	0.0533477842969217	HASCOMPLEXES	///kb|cpx.1645 (0.0533; CPLX_FULL) 	fig|267377.1.peg.835
rxn05154	0.10731664164305	HASCOMPLEXES	///kb|cpx.1551 (0.1073; CPLX_FULL) ///kb|cpx.1554 (0.0287; CPLX_FULL) ///kb|cpx.1553 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1552 (0.0863; CPLX_FULL) 	fig|267377.1.peg.551 or fig|267377.1.peg.712
rxn05625	0.0533477842969217	HASCOMPLEXES	///kb|cpx.1279 (0.0000; CPLX_NOREPS) ///kb|cpx.1645 (0.0533; CPLX_FULL) ///kb|cpx.1890 (0.0046; CPLX_FULL) 	fig|267377.1.peg.835
rxn05156	0.215149100188742	HASCOMPLEXES	///kb|cpx.1049 (0.2151; CPLX_FULL) 	(fig|267377.1.peg.1632 or fig|267377.1.peg.550)
rxn05399	0	HASCOMPLEXES	///kb|cpx.89 (0.0000; CPLX_NOTTHERE) 	
rxn05398	0	HASCOMPLEXES	///kb|cpx.94 (0.0000; CPLX_NOTTHERE) 	
rxn21071	0	HASCOMPLEXES	///kb|cpx.50391 (0.0000; CPLX_NOREPS) 	
rxn21070	0	HASCOMPLEXES	///kb|cpx.50391 (0.0000; CPLX_NOREPS) 	
rxn05393	0	HASCOMPLEXES	///kb|cpx.147 (0.0000; CPLX_NOTTHERE) 	
rxn05392	0.0124531892902006	HASCOMPLEXES	///kb|cpx.244 (0.0125; CPLX_PARTIAL_1_of_2) 	fig|267377.1.peg.1211
rxn05391	0	HASCOMPLEXES	///kb|cpx.89 (0.0000; CPLX_NOTTHERE) 	
rxn05390	0	HASCOMPLEXES	///kb|cpx.94 (0.0000; CPLX_NOTTHERE) 	
rxn05397	0	HASCOMPLEXES	///kb|cpx.147 (0.0000; CPLX_NOTTHERE) 	
rxn05396	0.0124531892902006	HASCOMPLEXES	///kb|cpx.244 (0.0125; CPLX_PARTIAL_1_of_2) 	fig|267377.1.peg.1211
rxn05395	0	HASCOMPLEXES	///kb|cpx.89 (0.0000; CPLX_NOTTHERE) 	
rxn05394	0	HASCOMPLEXES	///kb|cpx.94 (0.0000; CPLX_NOTTHERE) 	
rxn25769	0	HASCOMPLEXES	///kb|cpx.1743 (0.0000; CPLX_NOTTHERE) 	
rxn01670	0.0525779960217389	HASCOMPLEXES	///kb|cpx.1015 (0.0000; CPLX_NOTTHERE) ///kb|cpx.863 (0.0526; CPLX_FULL) 	fig|267377.1.peg.1201
rxn01671	0	HASCOMPLEXES	///kb|cpx.1727 (0.0000; CPLX_NOREPS) ///kb|cpx.1726 (0.0000; CPLX_NOTTHERE) 	
rxn01672	0.748569758287724	HASCOMPLEXES	///kb|cpx.1266 (0.7486; CPLX_FULL) 	fig|267377.1.peg.1426
rxn01673	0.981008221413384	HASCOMPLEXES	///kb|cpx.356 (0.9810; CPLX_FULL) 	fig|267377.1.peg.283
rxn01902	0	HASCOMPLEXES	///kb|cpx.50610 (0.0000; CPLX_NOREPS) 	
rxn01903	0	HASCOMPLEXES	///kb|cpx.50551 (0.0000; CPLX_NOREPS) 	
rxn01678	0.981008221413384	HASCOMPLEXES	///kb|cpx.356 (0.9810; CPLX_FULL) 	fig|267377.1.peg.283
rxn01679	0	HASCOMPLEXES	///kb|cpx.7 (0.0000; CPLX_NOTTHERE) 	
rxn05938	0.952610042127611	HASCOMPLEXES	///kb|cpx.1415 (0.9005; CPLX_FULL) ///kb|cpx.1417 (0.2882; CPLX_FULL) ///kb|cpx.1413 (0.9371; CPLX_FULL) ///kb|cpx.1414 (0.8179; CPLX_FULL) ///kb|cpx.1412 (0.2635; CPLX_FULL) ///kb|cpx.1411 (0.9526; CPLX_FULL) ///kb|cpx.1416 (0.1489; CPLX_FULL) 	fig|267377.1.peg.1504 or fig|267377.1.peg.1505 or fig|267377.1.peg.1506 or fig|267377.1.peg.1507
rxn01909	0	NOCOMPLEXES		
rxn23796	0	HASCOMPLEXES	///kb|cpx.50430 (0.0000; CPLX_NOREPS) 	
rxn01800	0.00144247444902693	HASCOMPLEXES	///kb|cpx.795 (0.0014; CPLX_FULL) 	(fig|267377.1.peg.550 or fig|267377.1.peg.770)
rxn00165	0	HASCOMPLEXES	///kb|cpx.1545 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1544 (0.0000; CPLX_NOTTHERE) ///kb|cpx.324 (0.0000; CPLX_NOTTHERE) 	
rxn00166	0	HASCOMPLEXES	///kb|cpx.603 (0.0000; CPLX_NOTTHERE) 	
rxn01278	0	HASCOMPLEXES	///kb|cpx.1679 (0.0000; CPLX_NOTTHERE) 	
rxn01279	0	HASCOMPLEXES	///kb|cpx.1192 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1191 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1190 (0.0000; CPLX_NOTTHERE) 	
rxn00162	0.620730423283532	HASCOMPLEXES	///kb|cpx.1181 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1178 (0.6207; CPLX_FULL) ///kb|cpx.1179 (0.0000; CPLX_NOREPS) ///kb|cpx.1182 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1183 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1180 (0.0000; CPLX_NOREPS) ///kb|cpx.1177 (0.0000; CPLX_NOTTHERE) 	fig|267377.1.peg.340
rxn01274	0.77063357792958	HASCOMPLEXES	///kb|cpx.595 (0.7706; CPLX_FULL) 	fig|267377.1.peg.118
rxn01275	0.0267107894353753	HASCOMPLEXES	///kb|cpx.1718 (0.0267; CPLX_FULL) 	fig|267377.1.peg.352
rxn02527	0.00196202920072639	HASCOMPLEXES	///kb|cpx.1588 (0.0020; CPLX_FULL) 	fig|267377.1.peg.802
rxn00168	0	HASCOMPLEXES	///kb|cpx.823 (0.0000; CPLX_NOTTHERE) 	
rxn05023	0	HASCOMPLEXES	///kb|cpx.1243 (0.0000; CPLX_NOREPS) 	
rxn28615	0.984411701747628	HASCOMPLEXES	///kb|cpx.50071 (0.9844; CPLX_FULL) 	fig|267377.1.peg.1002
rxn01015	0.0394472180292365	HASCOMPLEXES	///kb|cpx.1795 (0.0394; CPLX_FULL) 	fig|267377.1.peg.1549
rxn01879	0	HASCOMPLEXES	///kb|cpx.1788 (0.0000; CPLX_NOTTHERE) 	
rxn01011	0.192141865524662	HASCOMPLEXES	///kb|cpx.215 (0.1921; CPLX_FULL) ///kb|cpx.214 (0.0000; CPLX_NOREPS) 	fig|267377.1.peg.870
rxn01013	0.192141865524662	HASCOMPLEXES	///kb|cpx.215 (0.1921; CPLX_FULL) ///kb|cpx.214 (0.0000; CPLX_NOREPS) 	fig|267377.1.peg.870
rxn01872	0	HASCOMPLEXES	///kb|cpx.1810 (0.0000; CPLX_NOTTHERE) 	
rxn01870	0	HASCOMPLEXES	///kb|cpx.415 (0.0000; CPLX_NOTTHERE) 	
rxn01871	0.0817802545729193	HASCOMPLEXES	///kb|cpx.1525 (0.0818; CPLX_FULL) ///kb|cpx.1524 (0.0000; CPLX_NOTTHERE) 	fig|267377.1.peg.792
rxn01018	0.991412143036614	HASCOMPLEXES	///kb|cpx.386 (0.9914; CPLX_FULL) ///kb|cpx.387 (0.9617; CPLX_FULL) 	fig|267377.1.peg.1104 or fig|267377.1.peg.1659
rxn01019	0.988195796576434	HASCOMPLEXES	///kb|cpx.1748 (0.9882; CPLX_FULL) 	fig|267377.1.peg.553
rxn09128	0.00168642647699954	HASCOMPLEXES	///kb|cpx.195 (0.0017; CPLX_FULL) 	fig|267377.1.peg.276
rxn09129	0.00168642647699954	HASCOMPLEXES	///kb|cpx.195 (0.0017; CPLX_FULL) 	fig|267377.1.peg.276
rxn09124	0.00168642647699954	HASCOMPLEXES	///kb|cpx.195 (0.0017; CPLX_FULL) 	fig|267377.1.peg.276
rxn09125	0.00168642647699954	HASCOMPLEXES	///kb|cpx.195 (0.0017; CPLX_FULL) 	fig|267377.1.peg.276
rxn09126	0.00168642647699954	HASCOMPLEXES	///kb|cpx.195 (0.0017; CPLX_FULL) 	fig|267377.1.peg.276
rxn09127	0.00168642647699954	HASCOMPLEXES	///kb|cpx.195 (0.0017; CPLX_FULL) 	fig|267377.1.peg.276
rxn09123	0.00168642647699954	HASCOMPLEXES	///kb|cpx.195 (0.0017; CPLX_FULL) 	fig|267377.1.peg.276
rxn01476	0	HASCOMPLEXES	///kb|cpx.1837 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1836 (0.0000; CPLX_NOTTHERE) 	
rxn01477	0	HASCOMPLEXES	///kb|cpx.772 (0.0000; CPLX_NOTTHERE) 	
rxn01472	0	HASCOMPLEXES	///kb|cpx.51269 (0.0000; CPLX_NOREPS) ///kb|cpx.50512 (0.0000; CPLX_NOREPS) ///kb|cpx.50716 (0.0000; CPLX_NOREPS) 	
rxn01471	0	HASCOMPLEXES	///kb|cpx.50133 (0.0000; CPLX_NOREPS) 	
rxn01478	0	HASCOMPLEXES	///kb|cpx.50976 (0.0000; CPLX_NOREPS) 	
rxn01479	0	HASCOMPLEXES	///kb|cpx.50468 (0.0000; CPLX_NOREPS) 	
rxn01709	0	HASCOMPLEXES	///kb|cpx.554 (0.0000; CPLX_NOTTHERE) ///kb|cpx.555 (0.0000; CPLX_NOTTHERE) ///kb|cpx.553 (0.0000; CPLX_NOTTHERE) 	
rxn08619	0	HASCOMPLEXES	///kb|cpx.966 (0.0000; CPLX_NOTTHERE) 	
rxn08618	0.00971035076705286	HASCOMPLEXES	///kb|cpx.1367 (0.0097; CPLX_FULL) 	fig|267377.1.peg.1293
rxn08583	0	HASCOMPLEXES	///kb|cpx.1362 (0.0000; CPLX_NOTTHERE) 	
rxn01706	0	HASCOMPLEXES	///kb|cpx.7 (0.0000; CPLX_NOTTHERE) 	
rxn01492	0	HASCOMPLEXES	///kb|cpx.223 (0.0000; CPLX_NOTTHERE) 	
rxn01494	0	HASCOMPLEXES	///kb|cpx.50937 (0.0000; CPLX_NOREPS) 	
rxn09692	0	HASCOMPLEXES	///kb|cpx.128 (0.0000; CPLX_NOTTHERE) ///kb|cpx.129 (0.0000; CPLX_NOTTHERE) 	
rxn00584	0	HASCOMPLEXES	///kb|cpx.779 (0.0000; CPLX_NOTTHERE) 	
rxn00588	0	HASCOMPLEXES	///kb|cpx.1420 (0.0000; CPLX_NOTTHERE) 	
rxn00589	0	HASCOMPLEXES	///kb|cpx.160 (0.0000; CPLX_NOTTHERE) 	
rxn00993	0	HASCOMPLEXES	///kb|cpx.50932 (0.0000; CPLX_NOTTHERE) 	
rxn09699	0	HASCOMPLEXES	///kb|cpx.320 (0.0000; CPLX_NOREPS) 	
rxn06723	0	HASCOMPLEXES	///kb|cpx.1869 (0.0000; CPLX_NOTTHERE) 	
rxn02007	0	HASCOMPLEXES	///kb|cpx.1008 (0.0000; CPLX_NOTTHERE) 	
rxn02004	0	HASCOMPLEXES	///kb|cpx.1612 (0.0000; CPLX_NOTTHERE) 	
rxn02005	0	HASCOMPLEXES	///kb|cpx.1721 (0.0000; CPLX_NOTTHERE) 	
rxn00748	0	HASCOMPLEXES	///kb|cpx.621 (0.0000; CPLX_NOTTHERE) 	
rxn02003	0	HASCOMPLEXES	///kb|cpx.1868 (0.0000; CPLX_NOTTHERE) 	
rxn02000	0	HASCOMPLEXES	///kb|cpx.1677 (0.0000; CPLX_NOTTHERE) 	
rxn00744	0	HASCOMPLEXES	///kb|cpx.85 (0.0000; CPLX_NOTTHERE) ///kb|cpx.84 (0.0000; CPLX_NOTTHERE) ///kb|cpx.83 (0.0000; CPLX_NOTTHERE) 	
rxn00745	0	HASCOMPLEXES	///kb|cpx.1141 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1134 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1135 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1140 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1138 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1139 (0.0000; CPLX_NOTTHERE) 	
rxn06729	0.00126818360365291	HASCOMPLEXES	///kb|cpx.72 (0.0013; CPLX_FULL) 	fig|267377.1.peg.350
rxn00747	0.959593775410833	HASCOMPLEXES	///kb|cpx.1808 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1809 (0.9596; CPLX_FULL) 	fig|267377.1.peg.687
rxn00740	0	HASCOMPLEXES	///kb|cpx.168 (0.0000; CPLX_NOTTHERE) 	
rxn02008	0	HASCOMPLEXES	///kb|cpx.597 (0.0000; CPLX_NOTTHERE) 	
rxn00743	0	HASCOMPLEXES	///kb|cpx.470 (0.0000; CPLX_NOTTHERE) 	
rxn09674	0	HASCOMPLEXES	///kb|cpx.438 (0.0000; CPLX_NOTTHERE) 	
rxn15021	0.994972783527597	HASCOMPLEXES	///kb|cpx.991 (0.9911; CPLX_FULL) ///kb|cpx.50385 (0.9911; CPLX_FULL) ///kb|cpx.51193 (0.9950; CPLX_FULL) 	fig|267377.1.peg.651 or (fig|267377.1.peg.651 and (fig|267377.1.peg.650 or fig|267377.1.peg.142)) or (fig|267377.1.peg.650 or fig|267377.1.peg.142)
rxn15022	0.0366540206039345	HASCOMPLEXES	///kb|cpx.73 (0.0367; CPLX_FULL) 	(fig|267377.1.peg.908 or fig|267377.1.peg.1251 or fig|267377.1.peg.880)
rxn02914	0.00980455558694079	HASCOMPLEXES	///kb|cpx.1240 (0.0098; CPLX_FULL) ///kb|cpx.1241 (0.0033; CPLX_FULL) 	fig|267377.1.peg.391
rxn00616	0	HASCOMPLEXES	///kb|cpx.705 (0.0000; CPLX_NOTTHERE) ///kb|cpx.706 (0.0000; CPLX_NOTTHERE) ///kb|cpx.703 (0.0000; CPLX_NOTTHERE) 	
rxn02911	0	HASCOMPLEXES	///kb|cpx.206 (0.0000; CPLX_NOTTHERE) 	
rxn09272	0.882302684700769	HASCOMPLEXES	///kb|cpx.107 (0.8823; CPLX_FULL) ///kb|cpx.109 (0.5902; CPLX_FULL) ///kb|cpx.108 (0.0251; CPLX_PARTIAL_1_of_6) 	fig|267377.1.peg.1277
rxn02173	0	HASCOMPLEXES	///kb|cpx.1120 (0.0000; CPLX_NOTTHERE) 	
rxn02171	0	HASCOMPLEXES	///kb|cpx.207 (0.0000; CPLX_NOREPS) 	
