cco_keggcompound_id	cco_chebi_id
C12668	32083
C17752	81317
C02213	15387
C09990	9548
C15969	63067
C06682	40009
C06464	28385
C00063	17677
C15923	37704
C03056	17681
C07731	36538
C07494	9195
C18138	81535
C08289	6072
C15603	17594
C11245	5427
C11641	1322
C01063	15504
C13892	34077
C17654	81249
C07469	5959
C15245	79747
C06527	28593
C06427	27432
C11913	29568
C01729	6714
C09503	6914
C19558	15660
C12115	29476
C18661	38718
C09491	6380
C16244	52490
C14768	34450
C00891	17934
C01418	17074
C07331	16573
C19530	102265
C00794	17924
C03888	16877
C16803	80740
C01699	28833
C00597	17050
C06187	2807
C08901	5528
C06688	28077
C19186	82284
C15153	79671
C00944	32364
C11339	22584
C16604	80599
C04733	15863
C19364	82420
C18415	81732
C06051	17889
C17003	80854
C05301	28744
C15792	20000
C11936	37439
C05820	286
C04529	15615
C14327	34786
C10697	6001
C18101	81503
C03965	28453
C03089	16895
C13710	34433
C14143	34528
C02888	38342
C05933	7101
C02920	17678
C18928	82070
C02679	30805
C01083	16551
C18262	81613
C12052	29692
C15123	79641
C16532	74142
C02217	58022
C07630	9329
C10086	7622
C08870	6345
C12131	31217
C08698	6773
C18418	38505
C08187	3286
C18465	81765
C02150	5159
C01802	17737
C00751	15440
C10813	6145
C18141	47136
C14700	34266
C03995	15984
C03660	28310
C15720	80050
C11755	6621
C17366	45757
C16502	36969
C01186	15616
C16858	80771
C07778	3561
C04739	17222
C09485	6019
C03012	17435
C16972	70074
C04468	15386
C00427	15554
C17235	43103
C07073	6456
C00317	28057
C00603	49050
C07478	28249
C07319	10650
C11251	3663
C08370	4489
C17219	80967
C08809	9229
C19439	82480
C14341	34366
C01953	16581
C01123	15406
C12277	31341
C16806	80742
C00147	16708
C03964	10980
C18457	75212
C00817	17360
C14317	51348
C03373	28843
C14219	47083
C09399	4715
C07457	2691
C05717	27578
C10750	2699
C16341	76236
C06158	17937
C02389	17977
C07422	7983
C02470	71201
C01993	27427
C15038	41487
C15075	79595
C15893	75469
C19275	77701
C05959	27595
C15237	79739
C11227	4886
C10686	5479
C05906	11412
C14209	62845
C00736	15356
C15762	80086
C11926	76289
C15135	79653
C15371	79873
C09596	7712
C19449	82486
C14177	16585
C13732	34727
C12623	48681
C15566	49109
C16229	73030
C02886	27704
C09924	4320
C19410	82458
C00632	15793
C09011	6134
C06385	4621
C12078	29571
C14321	34569
C17246	50701
C06376	18207
C14399	18917
C15650	50604
C14198	34210
C13745	34941
C04039	15689
C09863	78334
C08407	5402
C04604	17978
C18918	82060
C11390	31
C10345	4783
C08275	6211
C15980	80225
C07551	7908
C01745	17323
C11922	30940
C17108	80934
C08080	82980
C15449	35077
C07487	7581
C00753	27998
C04524	16068
C08811	2528
C00129	16584
C18260	81611
C16896	80786
C00333	12952
C05203	27460
C03264	55534
C06507	2483
C04622	15660
C17643	81239
C15729	80058
C07635	541975
C15337	79839
C08179	6889
C15176	79694
C01341	30270
C13816	34005
C08732	2543
C07586	5001
C07235	45367
C05291	2295
C09730	10444
C08315	10275
C16284	80421
C00385	17712
C02202	10098
C14888	79415
C09662	4478
C19428	82471
C19051	82178
C11430	28820
C08547	5519
C12227	78373
C19048	82175
C17356	81025
C07570	6950
C09610	8303
C18521	81801
C03289	28745
C09790	33
C01964	9641
C07516	4792
C11193	8736
C14523	34711
C00768	27570
C07185	39867
C02914	61287
C11234	4537
C05791	4260
C14996	79519
C13697	34756
C10199	2506
C00294	17596
C00800	16154
C00319	26743
C14196	34223
C19351	82410
C06055	18336
C17737	81308
C08394	9752
C06850	3084
C01728	62357
C12288	32318
C13836	34601
C02781	27411
C10625	10042
C13903	34114
C14443	34320
C14248	34364
C15241	79743
C10820	9188
C06793	28509
C02990	17490
C08303	5265
C09883	6597
C06082	37569
C02801	15496
C10942	5887
C15745	80073
C04415	83032
C08579	27867
C05997	27874
C05800	1110
C18171	81559
C07195	45327
C03993	11935
C03630	36475
C07467	4814
C10946	39678
C08786	9681
C00319	16393
C10084	6052
C04734	18381
C06958	101278
C03567	16035
C03648	17343
C03626	17929
C05003	37719
C11080	3436
C06777	8352
C02681	17551
C16274	80412
C03948	27828
C16757	80707
C15634	75261
C00122	22958
C06161	15950
C11512	15929
C16660	80646
C00178	17821
C12393	32045
C18368	29415
C05841	27748
C12203	31136
C14387	34916
C11653	5969
C10232	6065
C02052	28460
C06988	39096
C15267	79769
C19260	82343
C07148	27999
C09201	9603
C00111	16108
C03220	16774
C07116	6709
C04091	16190
C01255	16780
C15459	79956
C16682	78272
C10647	2985
C10360	1177
C18103	81505
C05318	50537
C14434	34733
C01750	17558
C06152	23927
C06817	2611
C01028	16570
C16742	64035
C06988	39095
C12396	32211
C18691	38945
C05110	87051
C15465	79962
C09514	7022
C12811	31189
C12101	29565
C01588	5855
C15802	20712
C08981	9646
C00354	16905
C10674	4316
C10531	118
C06181	47858
C11383	15399
C15145	79663
C11038	835
C10963	9447
C14175	34698
C15019	79542
C01902	17030
C05936	7386
C03289	73681
C14720	34403
C18120	81522
C18174	67204
C07436	8078
C00798	15522
C16389	80483
C04348	15454
C08024	5779
C09482	5826
C01933	18347
C11458	3926
C11431	28668
C11342	138856
C06152	24848
C01479	17486
C18936	82077
C05913	26116
C04443	16860
C00238	29103
C05262	27668
C19359	82415
C00519	16668
C06578	25822
C02560	16984
C19425	33083
C05618	27715
C16393	19644
C13694	34799
C15409	79910
C08157	9464
C10014	9063
C09530	8267
C00847	17405
C03356	1656
C10228	5271
C02804	16230
C10969	8981
C15275	79777
C14132	34432
C00720	15858
C11650	2316
C11752	3414
C12134	70031
C08490	6084
C01500	24221
C01608	8249
C16550	80558
C11775	10055
C14671	34134
C08598	3439
C11743	8980
C18230	47828
C18464	81764
C08158	9466
C14820	34127
C06821	2639
C11168	64028
C00431	15887
C18654	38598
C00270	17012
C04546	10979
C13229	32169
C10191	9582
C04521	28695
C11760	2685
C04577	15559
C12372	32208
C06394	15385
C14183	34652
C02304	27924
C08875	7029
C11212	7437
C01037	2247
C15753	80081
C11764	75873
C14680	34464
C00922	17081
C01097	4251
C07192	6838
C06801	9470
C02394	33227
C10368	44401
C14049	79402
C18030	81459
C11569	855
C15050	79570
C16711	28371
C13168	31490
C06566	3543
C14856	34479
C01401	16977
C00164	13705
C08192	9118
C03683	18236
C18217	55330
C05793	29023
C01432	24996
C19388	82437
C07953	50931
C14173	34925
C14704	35807
C19280	82359
C18048	51309
C18434	39384
C16513	53488
C15251	79753
C18619	81870
C00365	17622
C04045	19891
C02242	46894
C14966	79490
C10007	5936
C00167	17200
C07919	6900
C09456	5281
C05191	17209
C13715	34851
C06462	27491
C16903	59118
C13811	28568
C09845	3706
C00884	85981
C04484	18046
C18266	81617
C12637	32081
C18755	81939
C18414	38463
C14747	34207
C18098	47951
C18973	82112
C19266	82347
C07551	7907
C00831	16753
C06999	5050
C10029	3684
C19544	82547
C18629	81873
C08693	6113
C17478	60579
C16281	80418
C08247	27522
C06102	2490
C06323	16092
C01796	27904
C14060	34817
C08349	28393
C14934	79459
C00905	4126
C19135	82255
C14358	34215
C09640	112
C19036	82165
C18318	81669
C00140	506227
C02937	17545
C13799	33990
C14332	34846
C14808	36190
C10816	8595
C10941	82787
C04671	15550
C18079	81484
C04237	28710
C02371	20364
C02010	15353
C13409	32234
C01672	18127
C15294	79796
C06573	2682
C02046	17486
C07672	3095
C17103	80929
C11061	28870
C10660	4512
C18323	75856
C00406	14261
C03442	16081
C17530	77700
C00137	17268
C10871	75251
C09127	6679
C05251	27906
C09488	6077
C03657	18094
C09319	2368
C05299	1189
C00878	20912
C03779	3122
C10728	7803
C14896	79423
C16942	80811
C14034	8232
C00713	7912
C14918	79443
C19012	82146
C10551	1959
C06899	28142
C19316	82379
C10434	2106
C10085	6995
C17638	81236
C01483	74101
C10159	32
C18951	82091
C02469	15436
C08841	69120
C18575	36616
C09076	42471
C04181	17667
C11341	7219
C10268	6567
C11041	949
C02862	7676
C00075	15713
C14418	34346
C09527	8041
C00029	46229
C11683	801
C19235	82324
C12194	31667
C08305	5583
C12123	29503
C11359	92
C11895	30038
C00123	15603
C17053	80893
C14716	34274
C08868	28271
C09781	5299
C16190	62734
C03178	17410
C14457	34976
C15559	52031
C00806	27897
C18832	81993
C07437	8079
C19370	82425
C00198	16217
C17623	81226
C15625	79991
C16743	80698
C09809	27610
C03600	17040
C05489	27783
C06354	41308
C17665	81259
C18259	81610
C07053	6005
C11864	32902
C11371	77649
C17372	81039
C01623	15933
C10776	7659
C14631	34452
C10720	8199
C01417	28024
C10194	9941
C11639	5300
C09135	6989
C10678	5093
C11370	7270
C09077	3829
C19516	82528
C17500	55409
C08740	10361
C08065	3240
C11546	82766
C03853	3121
C07370	8382
C13173	32109
C11956	29532
C15036	79558
C17615	81220
C01066	17766
C07559	3646
C08100	3542
C16645	80632
C09601	10058
C14806	34100
C05413	8191
C12472	31922
C06033	17801
C08775	7713
C18092	81495
C15844	77879
C14935	79460
C10140	3954
C05853	49000
C17612	81218
C08983	9211
C13780	34823
C11502	16086
C00795	4249
C19533	82540
C16973	80835
C10051	5525
C12016	29505
C05983	62415
C09393	3889
C14451	34401
C02941	1625
C04451	61493
C15417	79918
C16788	80728
C18410	39348
C14125	35043
C15695	65619
C10245	2899
C03141	17331
C10922	888
C15721	80051
C15112	79631
C17916	81379
C12321	76056
C17925	81386
C11321	1418
C16906	80787
C19432	24624
C02110	16066
C15771	63746
C18598	83742
C18360	81706
C03219	61143
C01917	28418
C13907	34898
C11172	27496
C00788	28918
C01358	18219
C06862	28901
C02283	30853
C15568	49269
C07521	102166
C04613	62420
C18095	81498
C01441	7489
C14815	64095
C08053	6518
C11573	2155
C07405	8491
C18879	82028
C09548	9060
C07042	5790
C01266	28590
C00474	15963
C15514	20805
C18811	44156
C04259	16029
C06969	4702
C08517	2626
C06478	27550
C06321	37888
C02487	269
C03598	17338
C04720	18048
C09181	3580
C15604	15825
C12252	31077
C04318	16147
C02081	9287
C12416	31915
C01212	84726
C00417	32805
C09977	10000
C18361	81707
C15726	80056
C04378	2285
C11526	30164
C07349	15692
C11012	7957
C07851	7868
C04314	44343
C11782	4575
C11416	50233
C17489	81127
C12073	29462
C10933	2635
C06662	48947
C19013	38858
C00155	17588
C18133	81530
C11737	3258
C12458	31111
C05281	28492
C17978	81429
C11734	2613
C14164	34521
C13016	31363
C12646	16596
C18738	32888
C09304	2851
C12018	29675
C06954	4530
C15188	79705
C02483	18185
C03953	28448
C09835	9021
C15455	75215
C01941	17711
C10181	9047
C18450	81755
C06575	28768
C00482	77131
C15799	20716
C10633	6093
C09013	6656
C07482	50730
C18608	75703
C11099	83394
C05060	50524
C14111	34447
C16922	517248
C19049	82176
C16138	21860
C13522	34853
C14814	34131
C15025	11060
C02210	10415
C00122	18012
C16589	80587
C08238	28554
C18105	81507
C05843	27838
C01854	81194
C01879	18183
C09093	5200
C14957	79481
C05465	9407
C01860	15861
C16843	44369
C11266	2312
C15048	79568
C01768	17548
C14040	34104
C16625	80619
C09843	19
C17742	65737
C05463	36261
C01131	17892
C09102	5515
C00533	16480
C06806	28052
C09078	3902
C08750	3189
C14410	34913
C11584	1904
C02611	15464
C15892	80158
C07671	5739
C17958	81410
C09893	35596
C08679	4387
C15525	48967
C06371	53481
C16171	63548
C06963	4646
C07760	3176
C01488	16689
C16170	63544
C00408	30913
C01053	16654
C14197	34198
C01017	28171
C03374	16427
C10293	2579
C07615	617099
C00688	15744
C19318	82380
C04272	15684
C08772	7567
C04083	17660
C16154	47027
C17929	74760
C05895	27457
C11660	706
C00561	18450
C18403	38843
C00085	15946
C09058	2527
C09981	10106
C01011	36882
C06649	46743
C18377	81715
C18504	63956
C15967	80216
C07446	6032
C01752	17488
C17502	81138
C13883	73234
C00846	15775
C18599	81858
C01089	10983
C07659	9336
C02037	17201
C01933	21203
C15777	50586
C11228	4868
C16982	80841
C08702	7657
C09699	6530
C00184	16016
C09175	8343
C08368	38300
C01314	433
C15542	61760
C01711	16751
C14948	79472
C04849	15631
C03887	17216
C08530	6599
C18964	82103
C02952	66953
C13771	34965
C18514	81796
C18751	81935
C03926	16622
C00385	48517
C18124	81526
C11507	28982
C18762	38881
C16410	66907
C04199	75432
C00366	46814
C03134	17741
C12218	31594
C14389	34026
C05079	100147
C12008	29670
C07899	7953
C08007	3216
C12422	75311
C10669	2516
C13675	34605
C01410	3146
C03932	16669
C15709	80041
C06616	64258
C17733	81305
C11700	18193
C10474	6575
C00855	16867
C07112	669
C08374	28817
C09416	4920
C06489	47727
C07360	7856
C03878	28009
C09263	490095
C15675	80014
C16873	41200
C07763	5784
C12090	29629
C06390	771
C14115	34883
C06606	27827
C19050	82177
C09424	4839
C10534	9429
C18534	81811
C01479	16684
C18090	81494
C11484	5206
C17592	76106
C14359	34225
C09348	2971
C00571	15773
C06183	75
C01680	16824
C15420	79921
C13787	34176
C11015	2555
C03080	1868
C19521	82532
C14342	34338
C09133	87
C19025	82156
C13524	34932
C03914	28549
C16712	80676
C10314	3686
C09419	4331
C13878	34085
C12083	29457
C18172	66868
C15700	61521
C00458	16311
C09019	583
C13772	34649
C13796	34968
C01959	17228
C01735	16315
C03564	39785
C19190	82287
C02660	16017
C19355	63921
C11072	9383
C16576	80579
C09292	2629
C04780	15720
C04534	2233
C15393	79894
C11818	18146
C04715	15574
C02174	39949
C08519	3196
C08924	2897
C12044	29673
C02046	16684
C01043	15737
C10359	8031
C10870	8178
C05293	2150
C09862	4988
C17574	81194
C16891	80782
C16567	80572
C08477	4491
C12644	31968
C09268	5679
C06687	100246
C06054	27951
C13422	31676
C03104	28507
C10459	10135
C01223	6851
C18756	38786
C10390	8413
C00415	15633
C09451	4982
C00096	15820
C07175	6823
C01874	16706
C14305	34407
C14178	18039
C06732	15802
C05133	27850
C15281	79783
C00117	17797
C09132	6697
C00616	17730
C16272	37032
C16355	80470
C07420	45081
C15767	49260
C19198	82293
C18774	73171
C15617	32509
C18398	81730
C08435	9658
C06611	28960
C03273	39153
C07341	78416
C14601	34841
C07451	7009
C13433	35305
C16591	80589
C14431	34837
C10655	3964
C09231	69444
C01965	45924
C13696	33991
C02994	18118
C01625	16405
C06423	28837
C05193	15716
C17166	80954
C16947	80815
C09237	8903
C09888	6721
C18561	78780
C16726	80686
C15162	79680
C16502	84162
C13377	31823
C01112	16241
C00490	30838
C14647	34585
C18339	81685
C02906	28917
C00986	15725
C05476	9481
C11335	7070
C08647	27475
C09094	24229
C10912	39380
C01484	27618
C09449	4942
C02975	18119
C00636	35374
C14988	79512
C12048	29606
C16562	80568
C06346	18418
C15457	79954
C08342	9717
C07603	5357
C15351	79853
C04264	17468
C18257	81608
C07428	8049
C13759	249982
C16845	25941
C04864	15931
C07254	7466
C07323	7770
C08230	27786
C10620	120
C19106	83786
C11395	227
C00362	16192
C11134	28835
C09452	4983
C07257	7496
C01816	16148
C08907	8588
C02496	42017
C14429	34917
C14880	79407
C03750	15707
C10584	3916
C07276	18515
C00013	18361
C07956	5124
C17353	81023
C11394	19
C04216	17613
C09054	3155
C00826	17530
C05551	7963
C14510	34760
C11098	5011
C00624	44337
C09203	5293
C12113	29704
C13400	31318
C03027	16524
C11422	28851
C02209	28563
C09099	28327
C17823	81355
C04415	16099
C15234	37187
C18080	81485
C06153	17268
C00314	30961
C01062	17426
C03057	17605
C15463	79960
C02657	17637
C00034	25158
C08886	15579
C07369	8378
C11881	29659
C17917	81380
C02280	42660
C00309	17173
C12345	31039
C08997	3248
C05654	2010
C15249	79751
C07418	50868
C15093	79612
C00072	29073
C02344	15405
C03462	29076
C12059	164200
C08482	18446
C07332	3058
C03741	15757
C06667	3734
C06269	47217
C10535	9442
C13673	34017
C14637	34173
C02996	6711
C18050	51834
C05179	17225
C08652	6584
C08738	2544
C02501	64016
C07504	10127
C08736	1040
C09679	5649
C13619	49900
C18930	82072
C01467	17231
C18699	81897
C10545	79
C05385	28547
C02569	16172
C13802	34939
C10621	5517
C19500	33090
C18968	82107
C15571	18135
C06661	27819
C16322	78700
C07122	28876
C18137	81534
C00527	15524
C11916	27801
C14798	33999
C12675	31269
C19155	59436
C13980	34789
C10717	7892
C09915	3157
C03076	1790
C19324	82386
C18348	81694
C14504	34678
C05657	27524
C15152	79670
C16316	84441
C00131	16284
C12814	32052
C08946	67987
C12429	31057
C08034	8733
C01304	59546
C18823	70062
C08923	2856
C10152	93
C08754	3197
C18862	39234
C17433	32934
C15348	79850
C16353	48991
C17331	48701
C17374	81041
C00009	18367
C18374	81712
C14670	34175
C10362	66029
C07308	48765
C15485	19274
C12538	31206
C12327	31764
C10528	29112
C15732	80061
C03822	948
C06635	27977
C14153	33270
C19158	82270
C00492	16634
C07592	23359
C01822	17630
C07083	27452
C10705	6406
C17970	81421
C14717	34159
C07052	46659
C13106	31642
C14870	34263
C02106	17129
C08503	8223
C02214	15670
C02808	2413
C11170	9322
C13853	34807
C04558	16754
C15322	79824
C14448	34779
C07361	8233
C00732	3070
C16834	44884
C03733	18251
C09539	8770
C06668	9920
C04217	16818
C07546	45652
C06837	2948
C03291	16593
C16977	80838
C15654	80005
C19088	82210
C11122	4302
C08825	18378
C02735	16343
C02272	27710
C01569	17702
C15084	79603
C14258	35092
C11112	6048
C07881	4724
C18440	81748
C13235	32056
C02727	17752
C11489	7438
C14572	34276
C16647	80633
C02167	30859
C04208	28609
C06475	28852
C02739	18263
C18943	82084
C08385	32948
C04823	18319
C00203	16650
C15557	37998
C02122	28422
C09806	59016
C14633	34481
C05463	9410
C16721	80682
C17754	81319
C16498	80533
C14376	34417
C08107	3516
C10457	5754
C03067	16207
C18106	81508
C10289	10556
C16981	68883
C10307	3446
C10909	6803
C09665	39236
C06582	2271
C12531	32184
C01602	15729
C15196	79711
C09911	9860
C19426	82469
C08833	8286
C10099	6146
C01487	4093
C11293	4874
C15533	11986
C02798	30935
C07852	8493
C14906	79432
C06171	18399
C14829	72665
C08012	6441
C07079	6520
C10665	4750
C07814	5747
C05433	28425
C08940	4446
C03595	27979
C06885	204928
C15750	80078
C03921	17305
C14494	116915
C13838	34811
C17429	81082
C00700	10049
C18860	82019
C10244	2520
C09383	10226
C00089	17992
C07206	10100
C12103	29735
C08767	748
C14642	34831
C18735	81924
C04660	27944
C08180	8380
C15414	79915
C15256	79758
C06224	1390
C09667	9597
C00230	36062
C11593	4732
C10586	3932
C11629	10613
C01930	6263
C14477	34322
C17582	65018
C04932	18380
C00869	30820
C02673	16957
C08905	7800
C08951	10635
C06949	4495
C01606	29069
C09479	27679
C04007	27590
C00742	17051
C00606	16345
C18216	81593
C18698	81896
C16495	19566
C18718	81911
C07342	8717
C10430	78308
C03375	16841
C05551	51354
C19095	82217
C09151	7894
C19418	82464
C11833	29607
C16312	55455
C13334	32020
C08829	27620
C18816	39289
C09445	5351
C13707	34945
C10739	8918
C13940	34974
C08883	9913
C02311	35413
C01551	15676
C10877	8522
C07339	8711
C13901	34120
C17599	81207
C11916	10525
C18245	81598
C17814	81352
C10785	146
C15377	59714
C11867	32903
C07163	6807
C13864	34111
C07532	60802
C17664	81258
C11088	28534
C15030	79552
C09867	5945
C16630	80624
C04416	17938
C08346	27672
C11627	46442
C17585	65112
C02104	18790
C08420	79367
C10892	69669
C11191	10454
C08941	4490
C03287	17798
C09088	3322
C09287	2425
C19100	82222
C18530	81807
C08201	2417
C08614	35288
C09458	5582
C15258	79760
C12248	31132
C02022	16023
C19226	82316
C06508	2480
C15202	79717
C10053	3008
C19256	82339
C05565	28297
C07218	10124
C14569	34363
C01212	16932
C15737	80066
C00022	32816
C11290	1475
C03804	17163
C00408	30633
C14460	34289
C07250	7447
C19471	82502
C11421	212
C16895	80785
C16823	80756
C14742	34875
C06398	16693
C07202	6904
C08403	79318
C14502	34584
C08658	2746
C13729	34923
C12149	32156
C17608	81214
C11901	30939
C02720	28902
C00082	17895
C11225	5674
C10422	52127
C02539	5010
C10072	2197
C10501	9953
C16185	84945
C09422	4837
C15943	80196
C08193	2930
C00337	17025
C02765	51209
C09782	5321
C11758	7025
C15874	62481
C07515	5615
C17215	80964
C05468	2149
C05108	18364
C09874	6589
C04017	28999
C18983	82122
C14314	74957
C04563	16507
C14982	79405
C10762	3705
C16842	80766
C03972	864
C08574	2772
C19562	82560
C10128	2813
C15138	79656
C07484	10102
C14812	34145
C10391	9108
C04138	30307
C11368	5543
C14086	34281
C15070	79590
C14400	34036
C08653	6665
C00765	27729
C02372	17602
C13872	34606
C03975	16713
C16243	52489
C06734	17457
C02457	16109
C12622	49071
C03153	17592
C02465	18258
C16404	80484
C18093	81496
C17017	64252
C08694	6378
C16166	63541
C14960	79484
C18693	38960
C14608	34355
C09314	28329
C11345	9675
C05471	732
C19251	82335
C11861	32906
C08357	4866
C08795	3942
C17680	81270
C10944	5990
C04859	15575
C12172	31053
C09336	2721
C05578	27404
C16261	50107
C09549	6000
C02218	17123
C09502	6737
C05382	15721
C03844	18266
C00445	15638
C10510	69437
C14056	34812
C09878	6592
C19062	82188
C00320	33542
C02615	36941
C10129	2814
C01432	78320
C04462	35266
C09506	6921
C01051	15437
C14331	34395
C04359	16421
C01226	15560
C15214	39095
C10672	2883
C07366	8362
C06488	10050
C07707	8025
C05266	28632
C03189	14336
C05520	28095
C04076	17917
C12173	31919
C06655	15427
C06891	4077
C04522	17337
C06349	27482
C06782	2269
C16447	80498
C18893	77010
C12107	29507
C12194	31052
C04367	16122
C01678	17141
C06538	28121
C08290	6259
C16477	80519
C06544	28051
C02940	1622
C03925	1395
C01724	16521
C18613	81866
C15808	50591
C10692	5618
C08917	9718
C09321	27916
C15214	39096
C00212	16335
C01386	51771
C06517	27460
C02639	1581
C03724	15510
C14691	35026
C16146	83048
C02354	27652
C13334	71260
C19454	82490
C08285	692
C09053	2599
C16997	80850
C15161	79679
C07577	1391
C16408	66904
C00120	15956
C16235	25618
C03434	17042
C04446	17993
C01236	16938
C06471	27778
C09944	6115
C13832	34446
C06152	22357
C09656	9512
C08319	28771
C11362	2966
C11967	29537
C11908	27678
C09516	7024
C09632	3531
C05797	44898
C12415	85142
C11522	29107
C18166	81556
C18191	26723
C13698	34888
C09577	9960
C19206	82300
C10643	2804
C14719	34865
C08674	4377
C04908	16986
C18240	26889
C15183	82677
C09186	9205
C18542	26276
C06199	5764
C08434	28871
C15661	80009
C07567	9122
C10775	7021
C09704	59958
C04738	28131
C03466	28188
C14195	34394
C04677	18406
C02811	17146
C02596	27982
C06651	29000
C10539	123
C14701	34905
C19127	82248
C11309	3305
C06456	127780
C09747	10022
C07461	3640
C18300	81651
C00799	18220
C05623	28299
C15924	80181
C11975	29540
C07973	28568
C11726	3605
C14874	34777
C00673	55513
C14858	34214
C10549	65684
C06124	37550
C05965	15626
C15018	79541
C09695	6348
C10398	8773
C14762	34154
C06093	15610
C06609	18624
C02280	18038
C17337	83036
C08778	8692
C07710	9434
C08373	45758
C11628	10618
C11646	4419
C09547	9042
C09320	2507
C11068	6614
C10266	6053
C15907	80166
C00645	17122
C18581	81846
C08532	6601
C07117	6710
C09259	4354
C07199	584020
C06459	7347
C02338	27586
C07383	8485
C06714	15485
C16597	72713
C17728	81300
C09208	5619
C18303	81654
C19178	23995
C02625	16738
C01602	18257
C01620	15908
C15990	11369
C19291	82367
C01990	30926
C01255	49255
C13947	34295
C11419	37291
C05580	27637
C08057	40009
C07111	16101
C09087	4661
C08928	7018
C12224	31884
C15331	79833
C05107	27910
C13154	31459
C18343	81689
C15197	79712
C00872	17475
C09165	3572
C02235	16318
C08986	9517
C07553	9940
C10681	5197
C16418	80490
C10000	3364
C02419	16209
C06633	28331
C05673	3276
C19139	82259
C08258	27371
C18081	83469
C05933	47821
C10791	9770
C18085	81489
C00814	17574
C09104	5606
C18580	81845
C05131	141
C08377	5660
C07905	6402
C16890	50422
C10999	28124
C19476	82506
C12962	31450
C19450	82487
C10075	6373
C15935	80189
C00546	17158
C11282	2952
C09702	7016
C17576	81196
C04520	15844
C02828	4223
C01871	540
C14813	34137
C14207	34827
C14920	79445
C17544	81171
C15302	79804
C01471	15368
C09446	5373
C03473	581
C09829	8234
C01853	15957
C11781	2168
C00034	33011
C02362	16327
C16475	80517
C01156	18030
C04030	15572
C14122	72292
C01823	28185
C00218	16830
C15166	79416
C14043	34828
C13881	37136
C12647	32115
C08176	5783
C08416	79349
C15519	42977
C12624	66939
C10753	2819
C18153	81544
C17684	81273
C09634	8912
C03900	17736
C16369	80476
C04488	17349
C06856	3181
C18757	38812
C15689	80024
C12114	29487
C12437	31808
C04480	18003
C09832	27566
C06492	3844
C07335	64186
C05324	17721
C08935	3700
C10176	74992
C07430	8060
C11780	2184
C17603	81209
C03930	16317
C07440	48574
C10427	470
C10598	5720
C05423	27634
C00236	16001
C11855	29592
C13860	34116
C07240	45409
C10083	1228
C06791	18882
C17821	81353
C18358	81704
C10973	9529
C14461	34337
C11487	4737
C00463	16881
C11675	769
C14832	34148
C13798	34491
C03284	18188
C05923	929
C05117	28317
C11126	9422
C17735	81307
C00477	16688
C08552	6368
C12078	58621
C10236	7948
C07263	63613
C04050	28469
C12223	31881
C05130	27398
C14690	49798
C18131	61122
C04444	27825
C18764	81944
C16179	74606
C19349	82408
C06439	28031
C13547	34893
C16680	80658
C11109	5588
C14384	34566
C17611	81217
C19334	190358
C13794	34926
C15014	79537
C04807	73083
C17445	81094
C13301	31324
C11567	1263
C10570	2745
C02041	15527
C05484	8387
C17250	80987
C09364	3092
C06645	2226
C15798	20714
C07639	28774
C17639	75632
C00601	16424
C11749	7965
C03591	28288
C09250	9911
C02207	15337
C14405	34876
C01850	17226
C10690	6720
C14283	34208
C00038	30185
C08276	1438
C09047	8908
C02191	15430
C18507	39165
C12019	29470
C14160	34782
C05198	17319
C18511	39170
C00247	48649
C00283	16136
C16991	80846
C18636	79173
C00822	16852
C12336	66272
C00119	17111
C11413	50235
C13740	35056
C10184	9062
C01275	15612
C05480	1712
C08791	3426
C15299	79801
C17508	81144
C01181	1941
C01479	78734
C10897	3392
C00258	32398
C10591	22
C07269	7596
C06711	16904
C19279	82358
C04353	15667
C09630	10216
C09655	9509
C16253	80402
C10661	4721
C17052	80892
C15736	80065
C07247	9137
C17343	37643
C11701	9848
C09417	4921
C17714	45571
C15049	79569
C02061	80663
C05590	24859
C15287	79789
C05269	27648
C04427	17783
C18692	38951
C05001	42320
C11592	59051
C18941	82082
C14285	34283
C19520	82531
C16859	80772
C00969	17871
C01618	17525
C04178	17192
C14975	79499
C06810	2453
C09216	4324
C11662	2262
C17464	81107
C14112	35078
C08483	756
C07879	247956
C09179	8809
C07180	9741
C19157	33385
C06787	4472
C01767	15400
C02364	20021
C12443	32340
C08799	3946
C14319	34967
C19174	35861
C01772	18176
C14054	34704
C09694	27493
C06153	27372
C11031	5616
C18146	81541
C13197	32031
C07471	6804
C15313	79815
C07564	8888
C12829	77043
C00811	36090
C15257	79759
C18454	67113
C13444	77006
C15037	2311
C03043	18226
C09814	27991
C17933	81391
C15012	79535
C08930	2961
C06413	17362
C05711	10565
C18474	81771
C17046	80886
C12208	75500
C07139	9587
C17951	81407
C11236	7572
C08554	6945
C08725	7951
C14540	34948
C07966	3558
C19304	348530
C18112	81514
C12320	32334
C19338	82398
C14686	34694
C16554	80561
C15041	79561
C17163	80953
C06736	15460
C00074	44897
C16790	80730
C18484	38887
C10817	8596
C01842	16459
C09200	27776
C14878	79405
C00055	17361
C14217	34065
C18475	81772
C17412	81068
C01530	25629
C06248	4235
C18520	38798
C10700	28032
C05595	28036
C04582	28096
C11602	6611
C09840	3440
C14733	34189
C02532	37713
C09718	10440
C08265	2596
C17676	67796
C10386	9105
C00853	15982
C08564	8340
C18388	81724
C19289	82366
C04217	53048
C04415	17335
C18877	73163
C19398	82446
C15177	79695
C10117	70007
C07047	5864
C09461	5677
