cco_keggcompound_id	cco_chebi_id
C13861	75549
C00818	16002
C17727	81299
C17675	81267
C05604	60872
C12712	31358
C15941	80194
C18325	75544
C15900	35330
C16483	80525
C08287	6248
C16699	61001
C15494	52020
C05657	36665
C12152	31908
C00117	52742
C02205	28518
C15586	18255
C06800	2504
C19045	82172
C14354	34246
C09269	5885
C15121	79640
C18553	38639
C02693	16031
C06764	9497
C17484	81124
C01832	15521
C05789	36479
C08476	3586
C14570	34715
C00418	17710
C16702	80667
C15445	79943
C13416	32143
C05938	27809
C11116	6886
C17525	81158
C08183	71418
C10341	6382
C18460	81761
C01147	17878
C07596	5592
C17655	81250
C14846	34387
C06030	50793
C14433	34556
C16602	80597
C04544	17078
C09725	9136
C18237	71306
C09189	9271
C09671	10084
C17646	81242
C13666	32269
C09301	2848
C17097	80923
C14208	73390
C13949	34508
C10981	83732
C11169	9337
C01220	17816
C07740	4658
C08703	7807
C15144	79662
C14803	34103
C05958	28130
C03789	17316
C12221	7061
C15171	79689
C08670	3454
C10805	6403
C03210	37028
C17061	49847
C07054	6030
C19214	82306
C00048	16891
C19232	82322
C09290	2542
C11379	3703
C06902	3614
C18588	38699
C15748	80076
C15350	79852
C15265	79767
C11845	29638
C01453	45980
C01061	30907
C18857	82016
C07256	7494
C14786	33998
C11042	5692
C19430	82473
C10187	9369
C12000	29700
C00137	24848
C11807	16791
C07128	6754
C11326	39708
C11026	3905
C18529	81806
C06156	27625
C16786	80726
C04118	17772
C09042	28463
C17159	80949
C07721	28234
C14503	34163
C18912	82055
C10241	9433
C08933	3338
C10027	3613
C10800	5545
C03826	17647
C04685	15545
C18338	81684
C16662	80648
C16291	80427
C14992	79515
C07544	4562
C07168	45951
C14271	34273
C12271	31231
C18356	81702
C11147	28826
C09520	7776
C10748	2609
C14235	35033
C07346	7820
C12046	85251
C05730	16613
C14698	34438
C11830	15433
C07459	101085
C12661	31959
C04453	16495
C00348	16141
C19465	82497
C01610	17939
C17469	81111
C18203	81582
C05332	18397
C07080	6532
C19599	82587
C12399	31063
C14151	47772
C06228	5019
C04442	15925
C10186	9159
C16782	80722
C15908	80167
C11402	228
C02604	46987
C12036	29554
C09950	6376
C04894	71358
C11490	2355
C11963	29538
C19164	25434
C16184	84883
C18308	81659
C05643	2198
C17111	80937
C15770	63558
C04687	15566
C08404	79328
C07435	8077
C09817	3060
C17999	73078
C08211	4712
C17231	80976
C13554	32042
C13202	32321
C10182	9050
C12400	31062
C10936	7085
C16577	80580
C17240	80982
C11114	6820
C04458	28333
C17595	81203
C01342	29352
C17983	81434
C19290	71419
C18688	38725
C05821	28855
C03569	28517
C19548	82551
C04242	2129
C16531	80548
C04707	15547
C01280	17751
C15458	79955
C14776	34486
C09084	3193
C09519	7715
C01138	16479
C08418	5414
C10958	8415
C05678	631
C02703	15829
C05431	16833
C00544	44747
C15610	17703
C06006	27681
C08676	4381
C06547	18153
C19531	82538
C02166	16978
C17652	81247
C09722	9084
C03292	6765
C14657	34231
C11018	2953
C02827	16809
C07657	7528
C00411	15540
C16247	19391
C14152	47771
C00308	609827
C12185	31895
C18560	81832
C08291	73169
C07267	7575
C01390	16019
C16368	80475
C11720	59877
C01133	38439
C08957	5865
C07582	37055
C01943	17791
C17667	81261
C11069	6615
C14229	34936
C00210	3796
C02915	16512
C13050	31445
C05957	27485
C18855	82014
C10036	75107
C03147	16872
C04631	68507
C01504	17404
C10195	75440
C02385	29016
C03345	15478
C10644	2902
C19363	82419
C08628	6570
C17990	81441
C11156	84002
C17660	81255
C11253	3507
C02538	17474
C06554	38028
C06889	3508
C14845	34390
C07780	3645
C15454	79952
C10061	4946
C10281	1926
C01795	15920
C00035	17552
C01286	17860
C19501	18308
C15092	79611
C17244	80985
C11416	158
C13112	74843
C02203	10099
C14147	30260
C14516	43572
C19315	51739
C12242	31389
C02804	45564
C14120	34300
C04507	16046
C14639	34291
C01301	16466
C18363	76136
C17632	69305
C02535	4610
C01113	4141
C00474	17151
C07759	3047
C01401	16449
C04851	37738
C18956	82096
C09560	9499
C01625	16177
C18820	74875
C06420	28479
C02946	17645
C05010	5729
C12255	31142
C04661	36240
C05911	48026
C10071	636
C05135	28483
C03570	27503
C07833	4882
C09029	8623
C14953	79477
C17514	81148
C02017	3892
C08620	28064
C15608	42491
C09949	4962
C17203	80959
C11108	28598
C05330	17230
C08995	2925
C07303	17068
C05261	28726
C04114	11946
C18271	81622
C01013	33404
C00282	33251
C04025	30794
C07941	3112
C18226	50060
C04623	16130
C09869	6556
C01387	17590
C13767	34780
C07464	6123
C18458	81759
C15141	79659
C09217	5979
C14766	72842
C06921	3761
C05966	15628
C14478	34308
C02225	10860
C09668	48635
C08755	3460
C08556	6947
C09696	6350
C02323	16464
C07618	6784
C08163	6413
C01719	37725
C00250	17310
C08781	9018
C14100	20367
C14426	34520
C14467	35077
C17942	81398
C14393	34571
C10523	8616
C01733	16811
C17774	81327
C18903	82853
C00661	17138
C18579	81844
C17490	81128
C10361	8039
C17673	78029
C15332	79834
C17268	63552
C01893	16615
C11684	6618
C09071	3445
C05139	27771
C07468	3347
C11279	3565
C12428	31056
C06207	952
C14927	79452
C11882	29510
C09296	2809
C14184	34852
C14526	34743
C00128	16556
C00313	15535
C07309	63622
C14928	79453
C16723	80683
C06739	47892
C18567	81836
C05485	28043
C02704	17760
C19389	82438
C17068	80904
C19397	36693
C03392	4623
C10797	3999
C15999	49031
C03848	17332
C11186	7614
C19121	82242
C14479	34764
C09913	9955
C08033	4309
C16685	28902
C05148	4344
C06672	30816
C07195	9978
C00509	17846
C12382	31125
C09242	9385
C00440	15641
C17393	81056
C08106	3501
C05444	28540
C12395	31738
C00637	18086
C14498	34178
C06674	27758
C11966	29527
C18413	39400
C11328	6419
C00596	11641
C18283	81634
C15390	79891
C15481	59277
C00643	17780
C02466	16517
C02728	17604
C18451	39330
C09980	10089
C15546	38266
C02230	46893
C19196	82291
C06463	28587
C11433	27753
C15055	79575
C01093	17863
C19014	82147
C08892	3864
C06501	37788
C07628	4606
C06630	28343
C15056	79576
C11710	4460
C17226	80972
C07334	7809
C15134	79652
C08093	7798
C08130	3312
C16300	32389
C10568	2701
C06344	1587
C19140	82260
C10112	7602
C09224	6778
C12089	29646
C15857	48716
C18993	518305
C10469	18224
C07368	8364
C01570	28225
C17706	81283
C13731	34880
C19034	82163
C04858	15932
C00804	33199
C01068	16246
C08667	3412
C09769	2881
C15284	79786
C09617	28117
C06205	28516
C02612	15586
C03410	29025
C06099	15382
C06153	22357
C18115	81517
C18985	82124
C08400	5395
C13719	34892
C00008	53691
C11387	165
C07872	59784
C19451	82488
C19510	82522
C06770	27666
C10624	9969
C12088	68636
C07297	15371
C08889	3376
C14889	79416
C18269	81620
C11884	29654
C08460	10335
C11521	15855
C15213	79726
C17582	65010
C10294	2607
C12557	31368
C09191	5178
C14421	34107
C18891	84199
C05430	28068
C16396	19342
C08471	3570
C14979	79503
C14794	34230
C12102	29582
C04204	17455
C02577	28964
C00664	15639
C17580	65046
C03524	28147
C13650	34665
C15822	80107
C07585	7207
C14938	79463
C15336	79838
C05100	1670
C10853	3802
C18316	81667
C11361	7210
C07127	9445
C02243	16299
C10005	5933
C02413	5673
C15100	79619
C12132	31218
C06219	3528
C12946	31326
C09575	29
C07058	6067
C03383	15895
C07639	11684
C13681	35095
C14189	34235
C06206	3038
C19033	23012
C11496	18354
C07608	5834
C16800	80737
C00825	28098
C09931	5601
C09026	2531
C19204	76603
C17465	81108
C10668	4951
C18437	39387
C00885	17582
C06552	18316
C00257	33198
C14879	79406
C16308	545687
C11873	15418
C00766	5070
C08678	4385
C07194	61058
C19467	82499
C01089	17066
C07397	8707
C07093	28957
C08869	5650
C07995	6640
C19323	82385
C09428	4924
C00555	17769
C13938	34636
C16777	50027
C06877	3478
C13932	34956
C11904	50375
C06715	15492
C17607	81213
C11934	29473
C15467	79964
C04431	11972
C09103	5542
C02505	16562
C01818	14428
C13249	32142
C12220	31877
C17368	81035
C17890	67914
C18552	81827
C07514	2679
C06558	27900
C19123	82244
C13847	34602
C16205	80377
C05913	15619
C12779	31263
C10040	4932
C10632	2437
C14213	34544
C19508	28509
C01906	18004
C07253	7465
C11376	8990
C17597	81205
C02199	84725
C14247	34204
C17084	80914
C00137	23927
C11857	30088
C05111	6836
C15769	63559
C12272	31883
C18799	64289
C14702	34053
C05472	28320
C15834	80117
C14270	38855
C09091	4941
C11162	69451
C08273	27940
C08244	61529
C11360	37
C14752	35064
C08968	8194
C01035	15728
C04299	18426
C04553	16989
C11107	1679
C05851	28794
C10317	3812
C18426	39370
C08447	4370
C18630	81874
C06915	3749
C14925	79450
C15372	79874
C09965	8832
C10419	5018
C17363	81032
C16323	80444
C16443	80494
C19228	82318
C15268	79770
C09000	3701
C11611	28749
C10088	7637
C07055	6043
C00206	16174
C10276	8227
C04690	16216
C10424	5718
C13431	32446
C08278	9300
C17757	81320
C13440	34613
C08302	28969
C07044	44423
C14289	358732
C19107	82229
C11043	6842
C16070	52426
C00712	16196
C17785	81337
C18076	48622
C17777	81330
C05516	28280
C09441	5049
C02060	15538
C05448	27403
C00020	16027
C14582	34241
C17947	81403
C04421	17279
C10212	3461
C01134	4222
C09962	5320
C01712	27997
C16391	46053
C18773	81950
C14435	34567
C11667	2327
C08286	27429
C12919	32176
C11607	7188
C09647	10224
C00232	57706
C15063	79583
C14760	34533
C09148	78258
C19171	85033
C08973	8901
C11862	29595
C07711	8403
C04796	16098
C04843	15630
C10566	2551
C05822	53013
C13613	34999
C11670	5965
C01056	17532
C08063	28286
C16364	80472
C09305	27616
C07336	8694
C17345	81018
C00008	16761
C03241	17075
C12313	32329
C11405	29001
C11546	17765
C16401	19336
C06123	17585
C15473	30146
C09390	3533
C07344	17685
C10603	6566
C14230	34421
C17629	81229
C15214	24536
C09421	4781
C16570	55545
C05104	10542
C18235	61586
C11919	29730
C08418	79331
C03089	78440
C00283	26833
C08465	10045
C02642	18261
C06309	36484
C05594	1576
C01219	17494
C05790	29026
C07536	2673
C19122	82243
C12158	31872
C11028	8121
C07174	9728
C09948	6144
C14947	79471
C08871	6346
C03678	11955
C09795	7888
C14779	72785
C16329	80450
C05110	28432
C17987	81438
C07455	28787
C18883	82031
C03606	16588
C17051	80891
C07114	28759
C10828	9947
C06584	27757
C14280	34769
C18865	82022
C19137	82257
C18176	81562
C10673	2884
C15800	20710
C04832	18209
C02792	28042
C11851	29709
C02571	57589
C19147	82267
C15713	80043
C10355	5842
C11742	8979
C10426	469
C19498	82521
C14921	79446
C10338	4748
C18576	39315
C00135	15971
C19368	49544
C18011	51922
C08617	2873
C06352	28548
C05317	17048
C14298	34575
C04411	35121
C17903	81373
C03199	11152
C08606	32446
C16572	80575
C15004	79527
C02024	16224
C09726	4714
C02094	17579
C14487	34749
C02512	16934
C08842	10041
C10318	3861
C10787	955
C02509	16515
C17335	81015
C11071	2653
C04871	365
C03502	28183
C15340	79842
C05798	2978
C03173	47870
C08038	28312
C12403	31050
C12181	31723
C18649	38483
C02519	40813
C14246	34232
C10777	106
C17010	51312
C16069	38023
C09075	67461
C07514	4469
C13763	34673
C08553	7879
C04546	17663
C06554	17696
C18852	82011
C15318	79820
C07509	4480
C05058	28924
C02711	28009
C09080	4321
C12679	31271
C00588	18132
C11229	83759
C05378	28013
C17796	81344
C18882	82030
C16749	53773
C06017	28504
C02634	17092
C13890	34087
C11468	1374
C15235	74856
C04654	15548
C15583	8082
C01701	16470
C16939	66682
C17073	78884
C04706	16211
C06450	7062
C03187	68679
C14444	34258
C01004	18123
C17953	51480
C10796	10219
C10795	3249
C03194	15675
C09207	5294
C15078	79597
C01216	17028
C09353	3302
C03124	52794
C18480	83845
C09674	5539
C02799	18249
C15418	79919
C07616	2678
C01807	30852
C11312	7751
C01963	9627
C06366	16554
C07393	7864
C18817	81981
C08994	2608
C14266	35090
C04599	17963
C16889	80781
C06580	36647
C14822	34144
C14167	35068
C08142	28741
C16770	80717
C15359	79861
C19269	82350
C19142	82262
C15290	79792
C17204	80960
C09824	28576
C16924	68233
C18099	81501
C11681	3472
C10402	69533
C15178	79696
C18056	81475
C19132	63484
C02747	8801
C16366	80473
C10751	2724
C00903	16731
C17722	81294
C02501	64037
C09463	5374
C11062	28522
C01852	18002
C14859	34624
C03575	16355
C14356	34326
C09266	5170
C06188	9003
C18954	82094
C18578	81843
C06808	49029
C16999	51310
C00844	17396
C07556	8884
C11979	29535
C16448	80499
C16198	18814
C17954	51460
C05584	27622
C10979	83557
C06530	28582
C14107	34282
C12505	31795
C14205	34445
C07283	61771
C19011	82145
C04052	15924
C08877	27481
C16631	80625
C17566	81189
C08909	8913
C04251	15787
C03678	16080
C04291	17467
C17626	81228
C05651	2076
C02755	64744
C06965	4657
C14782	34128
C03485	17987
C16814	49237
C17382	81048
C05656	86005
C03063	1254
C09027	2532
C07584	8066
C14734	34192
C10863	8176
C08445	4364
C18178	81564
C00944	17947
C14575	34677
C18670	81882
C18901	82047
C12283	32111
C06868	3387
C14097	19643
C19464	82496
C17492	81130
C06095	27531
C02852	7268
C17474	81116
C07141	9599
C14854	34513
C15768	37573
C07545	10276
C09788	6988
C07165	9695
C00223	15499
C15672	24480
C18326	70431
C16079	65312
C05375	62011
C12174	31662
C09145	7777
C10348	6627
C08272	27407
C16970	80833
C06696	30180
C18344	81690
C08961	77149
C17388	81052
C09993	2492
C15209	79722
C14924	79449
C08625	5016
C14651	34170
C04574	18197
C10825	9455
C12833	31069
C16962	80826
C04586	17132
C01530	28842
C16258	50108
C17730	81302
C19201	82296
C07816	6970
C16884	48300
C07403	8435
C14159	34985
C09886	6634
C06153	23927
C19191	82288
C15375	79877
C18035	81464
C19346	82405
C11713	10432
C08061	29010
C06474	27861
C11930	29715
C07999	5195
C10387	8273
C07753	5856
C08612	27898
C07402	71417
C09724	2156
C02076	16802
C10895	2943
C12667	32082
C18746	81933
C15905	80164
C07827	3228
C14932	79457
C01594	16441
C11166	8984
C10082	6786
C17333	81014
C08504	6628
C00003	15846
C00965	37671
C15262	79764
C01231	18148
C11968	29525
C14439	35019
C09700	27774
C11832	38259
C16500	19793
C12564	31236
C00177	17514
C05230	17556
C05425	28082
C09953	70148
C18672	49747
C10310	3595
C13127	31307
C10910	1217
C18110	81512
C05572	30883
C11104	5829
C11415	168
C08439	8040
C06257	28354
C04062	18225
C00077	15729
C01970	36218
C00823	16125
C17211	50260
C18921	82063
C00753	49955
C10127	2729
C04075	15885
C16802	80739
C17755	74684
C18627	18624
C09909	9583
C09161	8211
C01967	18160
C04226	16453
C08124	7448
C05125	978
C01839	32807
C15655	80006
C18769	81948
C15125	79643
C06683	29007
C17543	67981
C19218	82309
C09113	5923
C07930	3643
C16821	80754
C08588	3918
C15254	79941
C19605	82591
C19296	82370
C14148	34869
C18563	39188
C03865	16036
C12092	30305
C02771	16850
C19276	82355
C17123	80941
C12058	171741
C04112	28958
C18869	60833
C00494	9169
C08301	4110
C17224	80971
C10918	5894
C15106	79625
C09778	5188
C04350	15666
C14946	79470
C04115	17250
C03004	28089
C17668	81262
C18602	39300
C06624	27701
C07773	2627
C07288	15833
C18012	42646
C12332	31853
C18395	38588
C13792	34293
C06162	17183
C18859	82018
C06028	27969
C18839	82000
C04268	15952
C17541	62232
C01739	33012
C00563	45353
C02949	15500
C12169	31043
C07160	27866
C11585	1905
C09111	66075
C13626	31133
C08629	28215
C06325	18386
C06819	2636
C10378	8867
C13672	34018
C11412	155
C02855	35265
C17214	50262
C18096	81499
C18959	82098
C05278	28573
C10617	9165
C15783	80097
C07014	38562
C06176	9107
C07295	17826
C17956	81408
C16756	78576
C04877	84805
C01818	18210
C00103	29042
C16706	80671
C19404	82452
C18204	81583
C00935	17983
C09918	2920
C19265	82346
C12140	31799
C08379	5658
C15468	79965
C09038	2885
C19187	233869
C02890	16563
C03284	33094
C04290	17619
C10313	3685
C05421	27787
C06720	17641
C08756	3577
C17158	80948
C12303	31988
C14039	34031
C12631	31080
C11409	15388
C06580	16725
C04237	53338
C09110	5920
C06718	15735
C06674	20478
C19525	30958
C11250	4393
C00536	18036
C18128	81528
C05686	2485
C00322	15753
C00438	15859
C11509	16286
C03088	16964
C07196	84276
C01454	36635
C16773	80719
C03476	16274
C15618	79988
C05204	50400
C00502	48093
C06988	24536
C07531	8404
C09198	9456
C02947	16428
C04185	2003
C16937	80808
C15537	15208
C14233	36012
C09538	223316
C07675	8228
C00837	27405
C11354	1142
C11303	8955
C13548	34532
C06201	58936
C12456	31113
C01835	27931
C02710	17786
C03408	38440
C11124	9242
C08727	75318
C04103	36486
C09114	5944
C18479	73162
C07182	9754
C17207	28563
C05202	17079
C01769	15687
C08250	1230
C15819	600520
C17058	31319
C12490	31325
C14850	34563
C10814	67712
C17249	50702
C17950	81406
C04047	15481
C09531	8268
C01771	41131
C18584	81849
C00446	17973
C00109	30831
C19281	82360
C08807	712
C00848	16123
C11925	63264
C17812	81350
C11663	6514
C10657	6644
C14174	34530
C16256	15463
C04684	10586
C08113	3498
C08634	9025
C05172	64331
C01936	27445
C12025	29468
C10409	9375
C00672	28542
C05952	15650
C16929	80804
C15516	52022
C12330	31071
C10654	3452
C10400	9360
C11698	9847
C15303	79805
C11560	616
C09371	3366
C07598	63623
C16519	50271
C08279	36432
C16488	24109
C04051	2030
C07027	27830
C01367	28931
C17653	81248
C00127	17858
C09928	5096
C19462	77320
C09760	6118
C16766	80713
C00007	27140
C11310	641
C17969	81420
C09648	10363
C09561	9516
C14311	34434
C14002	6472
C08095	50663
C06493	10029
C08686	5684
C01164	17759
C11322	1744
C09069	3429
C10265	5983
C19021	38813
C09492	6390
C10912	3218
C09123	2905
C02713	28881
C16755	80706
C01782	2817
C00583	16997
C12067	29711
C00526	16450
C12368	32202
C19018	82150
C00361	28862
C16394	77424
C17456	81102
C01596	29045
C19145	82265
C01850	50372
C18916	82058
C08122	2968
C09281	69833
C09012	6385
C10514	17556
C16868	80774
C15273	79775
C18548	81823
C00137	22357
C17516	81150
C13102	31293
C02080	16445
C16283	80420
C16579	80582
C10308	3455
C10760	3474
C13693	34373
C03005	36557
C01026	17724
C14276	34379
C06526	15854
C17938	81394
C10860	6506
C00333	4153
C12323	31755
C09952	6895
C16427	62881
C02141	16653
C17625	81227
C18750	50397
C14463	49257
C04518	36723
C04330	17975
C08921	2500
C15228	79735
C18684	70060
C00689	18283
C19134	82254
C14216	34372
C17256	79338
C11656	2318
C14911	79436
C12204	31134
C09963	8306
C19585	78582
C13376	59213
C18446	81753
C01310	16655
C19054	82181
C19350	82409
C14728	34195
C13342	32352
C16511	80543
C19067	38904
C11955	29544
C08282	61391
C07560	6821
C15416	79917
C14886	79687
C12007	29632
C14134	35034
C10708	6657
C08773	7609
C12411	32281
C01330	29101
C00880	16534
C16453	32692
C05174	16233
C17596	81204
C00880	12931
C05766	28766
C13383	37758
C07600	28411
C15472	30443
C14367	34197
C09409	4818
C06860	3219
C01772	18125
C00852	16112
C08340	9033
C00877	15473
C02812	2869
C16421	40646
C16147	80353
C09162	4820
C07166	39501
C05949	27814
C01239	15947
C00522	14737
C06509	2481
C09642	113
C08461	9538
C18442	81750
C11612	8309
C15971	23757
C15028	79550
C14905	79431
C18477	83729
C08087	4379
C10587	4039
C11536	32896
C17808	81346
C11643	17699
C16169	65132
C11740	8977
C02817	17184
C06748	15739
C11958	29533
C13503	9505
C07836	28723
C06719	16370
C08308	5763
C03199	18155
C00033	30089
C09811	28005
C06331	29216
C08311	7035
C08713	9392
C00506	17285
C16784	80724
C02916	28651
C14632	34475
C18547	81822
C08464	9699
C15000	79523
C19361	82417
C16435	26271
C15861	80135
C05264	28325
C18275	81626
C10939	7266
C16983	80842
C08572	9916
C18430	39382
C06910	3720
C03409	48427
C07927	3419
C00599	16175
C10230	5328
C09572	9906
C14588	34183
C16693	16323
C03871	28245
C15383	79884
C02452	10782
C06520	28611
C02061	72953
C03319	15774
C08283	5757
C12336	31504
C11301	9347
C11256	3330
C03727	16163
C15495	52021
C05639	28799
C09487	6064
C05483	1689
C04333	17618
C10883	9127
C15116	79635
C10834	9522
C06842	3001
C08093	7799
C15155	79673
C01279	16892
C11115	2091
C03139	17072
C02224	17059
C00080	24636
C09649	10225
C10144	4969
C18789	81962
C19001	82135
C15628	77317
C01779	16664
C11316	9501
C10227	5270
C18157	81548
C18412	39393
C11357	74
C14227	34679
C03394	17063
C16481	80523
C06524	28313
C00081	16039
C04634	36104
C18251	81602
C19249	82334
C02355	28637
C09892	8109
C16791	80731
C02977	16097
C07641	9570
C17811	81349
C16233	80397
C02067	17802
C18665	38962
C03415	27574
C18392	81726
C14862	34302
C06542	28462
C15587	35589
C18696	81894
C05482	3898
C09569	6531
C13680	34824
C15064	79584
C18689	38832
C10211	2606
C01934	21376
C10790	9601
C18838	81999
C19221	82312
C11991	29614
C07159	28045
C17567	81190
C18550	81825
C06971	4710
C00489	17859
C00141	16530
C18853	82012
C03045	18129
C01353	28976
C11055	9231
C11544	15847
C17358	81027
C08509	8648
C03451	15694
C16361	691622
C02846	16269
C00741	16583
C08511	9440
C10600	5854
C18306	81657
C18662	38730
C04064	18156
C02951	2082
C07491	3390
C01101	17666
C01907	41977
C19238	82327
C12108	29514
C18634	74351
C05314	48351
C12229	31390
C14789	34871
C15386	79887
C03187	17307
C14767	34496
C14857	34032
C14956	79480
C09510	6928
C04335	28282
C00430	17549
C07017	47426
C06523	28322
C10195	69814
C09968	8882
C05372	9414
C05158	17531
C02637	30918
C14424	34066
C16750	80702
C14533	34039
C19207	82301
C09294	2733
C11538	52491
C02514	1506
C10983	4035
C08155	7468
C08515	2548
C12069	29480
C06255	33033
C11240	8909
C03561	15452
C18958	82097
C08542	3530
C17605	81211
C19337	82397
C00975	4593
C17547	81174
C09394	4441
C15382	79939
C19380	82433
C01733	16643
C16262	80405
C05931	48957
C08980	9209
C01546	30845
C00507	16055
C05414	28129
C00655	15652
C18055	81474
C08704	8601
C14484	34511
C07458	45373
C09255	10019
C12137	31967
C04106	17413
C17556	60468
C17716	81289
C18915	239133
C12302	32346
C00943	27541
C16595	80593
C14679	35094
C03078	18062
C01946	16869
C18851	82010
C09956	7732
C10372	2336
C15194	79710
C05366	40
C19474	50637
C00345	48928
C15238	79740
C07245	9086
C14799	33997
C18569	38630
C06153	24848
C18922	82064
C11402	50238
C09043	2927
C01438	27594
C08002	7566
C11649	2314
C05810	40407
C08543	4700
C01424	30778
C07143	6780
C00819	17061
C04575	15622
C16847	68856
C01833	6414
C08150	6716
C17041	80882
C16737	50923
C15989	49253
C10379	7635
C05607	32978
C00439	7274
C08481	16700
C19019	82151
C00242	16235
C18927	82069
C12202	32022
C08599	35326
C17354	29091
C04638	16266
C12656	31963
C18041	81469
C14287	34369
C00697	17997
C06561	15413
C10639	2738
C16674	80654
C18663	38728
C11457	1427
C08718	75030
C13744	34316
C14146	35063
C04277	16968
C02129	15888
C19002	82136
C16256	10956
C10405	9427
C18062	81477
C05190	17104
C08366	9261
C02271	15767
C05956	27647
C15881	35328
C05203	15944
C04793	15896
C04520	16067
C11993	29461
C11651	71494
C19312	22154
C09328	2536
C16441	80493
C03943	904
C08335	6559
C17992	81443
C01888	17906
C00204	17032
C09378	3856
C17997	81448
C09881	6595
C12831	32971
C18738	28428
C14907	79433
C10699	6082
C00221	37671
C00810	15686
C07968	4527
C09982	2382
C08769	5987
C15314	79816
C09389	17
C16534	80549
C00725	16494
C05898	28138
C04300	15822
C19180	42725
C08367	36023
C14668	34655
C18938	82079
C01079	15435
C12638	32080
C09786	5967
C04354	17676
C14962	79486
C07356	7822
C06238	35423
C15148	79666
C10482	10137
C04630	16549
C18940	82081
C18497	81787
C16446	80497
C15589	27618
C09079	3985
C01468	17847
C17633	81231
C19177	59050
C18676	18721
C12450	32073
C17919	81382
C10455	4966
C14915	79440
C16561	222828
C09966	8880
C16794	68565
C06451	1159
C13051	76072
C18218	55328
C19103	82225
C11307	3566
C18114	81516
C13778	34781
C19373	82428
C02266	15867
C03196	32797
C09774	847
C02241	28921
C18024	50208
C19030	82160
C10004	5823
C10137	3805
C18701	81898
C17071	80907
C04642	17142
C10109	7500
C12087	78023
C16192	80372
C15678	80016
C09311	9055
C17228	80974
C00383	30794
C13784	34990
C15133	79651
C12117	29676
C07363	7862
C12198	31139
C16398	66891
C08651	6412
C01136	16807
C15102	79621
C02956	35349
C15358	79860
C09900	10577
C17063	80899
C14873	35013
C19286	82363
C02930	17207
C16163	63545
C14909	63641
C09723	49271
C08972	8710
C03711	16913
C13734	138644
C07070	6432
C19225	82315
C08330	10626
C15499	14750
C12214	31203
C12300	32320
C18896	82043
C06870	3396
C08409	79325
C06392	27486
C19407	82455
C08495	6112
C01845	17824
C15690	80025
C06809	28939
C10218	3883
C07049	47499
C11461	10506
C03002	17417
C11951	37047
C02083	17907
C15684	80020
C11868	29593
C14954	79478
C01262	18323
C17594	81202
C09983	10118
C16601	80596
C17404	81065
C09277	6929
C10838	9781
C09338	2742
C10831	10130
C18748	81934
C19063	82189
C14095	19602
C09136	6990
C15587	35586
C10380	8896
C14599	34217
C12246	32068
C07045	5818
C06742	44576
C09940	3569
C14531	67135
C15017	79540
C11097	4955
C08715	9696
C08783	66486
C05529	5587
C16143	46734
C18801	83993
C10178	8878
C17042	80883
C15208	79721
C09121	6091
C08212	6446
C08103	3489
C08332	5687
C14696	35986
C10290	2373
C09387	244418
C15985	37674
C01493	28600
C01512	30632
C08489	453
C16218	50570
C15462	79959
C18819	81983
C16844	29191
C01069	15911
C18366	81708
C14839	34589
C01107	17436
C14644	34391
C15731	80060
C09553	6087
C10544	582
C09144	3253
C14562	34243
C15629	79994
C01961	9508
C19146	82266
C12170	32310
C02378	16586
C11435	16578
C16695	28026
C00248	17460
C13624	33216
C14144	71163
C09436	4931
C19497	29861
C05787	18392
C07581	27601
C16634	40101
C17370	81037
C02997	16437
C11356	10698
C12367	32205
C14292	34689
C00670	16870
C08976	8997
C07914	6438
C03092	16271
C00785	30817
C12440	32249
C09650	2245
C13515	32108
C10638	6097
C03059	28187
C11164	3259
C06848	3077
C15067	79587
C07898	7470
C16994	80848
C10934	28435
C09327	2535
C16462	80507
C15370	79872
C12444	32337
C14137	34472
C13534	79397
C13973	34836
C19104	82226
C10806	5193
C09524	3186
C05285	2495
C09871	29452
C03483	18334
C09627	28283
C17113	80939
C16336	80457
C06641	28763
C14263	34866
C05453	2288
C14709	34034
C01837	16268
C03416	28284
C16297	80433
C12205	86068
C09308	8920
C14191	34267
C12013	600103
C08235	10368
C09152	4751
C04394	8006
C00791	16737
C06111	7525
C16885	80777
C10436	3532
C05703	64685
C14749	34185
C06671	15470
C06853	3133
C04621	15659
C06180	28986
C05823	28580
C11924	36999
C11691	9260
C08879	27831
C00164	15344
C04431	18371
C01090	16799
C09020	2488
C01403	16579
C09006	4936
C18633	44504
C02034	28731
C18522	83617
C14323	34594
C05904	25863
C00906	27468
C17424	81078
C11736	60761
C14304	34766
C12100	29736
C08912	9039
C15786	18533
C00160	17497
C06317	18353
C08846	7017
C09031	8637
C12518	64276
C14725	34670
C14485	62851
C07409	8654
C17759	81321
C04881	16073
C10486	28620
C09407	4816
C12142	46971
C00001	43065
C11995	29656
C03349	1457
C04089	16553
C15423	79924
C00785	27247
C18241	26887
C16365	32643
C00156	30763
C09879	6593
C18069	61514
C06670	30748
C12724	31580
C18273	81624
C06448	7060
C18102	81504
C06650	46745
C08596	5186
C05138	28750
C03663	18414
C02111	5159
C18706	74526
C19331	82392
C07876	6637
C02821	17609
C16600	80595
C15338	79840
C12077	29660
C18302	81653
C05464	27471
C13861	75585
C16476	80518
C16277	80414
C18387	81723
C14296	34731
C11076	1220
C09089	3323
C17803	81345
C12626	31742
C14807	34151
C05689	27812
C14513	35005
C15447	79945
